frac_years_xw_white_male
0.78363061
0.75064135
0.68619782
0.78454679
0.79177576
0.65836823
0.79646033
0.75500274
0.64954001
0.79075265
0.76993144
0.77942395
0.64214808
0.73328614
0.71723169
0.65491122
0.61456478
0.73860574
0.5893876
0.73648262
0.70718086
0.70988423
0.70301378
0.70143586
0.77276111
0.63309705
0.73827004
0.70876026
0.78965646
0.68594927
0.67334986
0.73890585
0.82351899
0.78002143
0.75230873
0.74547404
0.67060065
0.74962592
0.69143504
0.74162996
0.76615739
0.74990791
0.6883108
0.62193084
0.74699819
0.73371089
0.83498907
0.82228494
0.81707549
0.77014947
0.75436985
0.77571076
0.77529973
0.70081478
0.65754968
0.7878381
0.72050995
0.68569875
0.68079162
0.72198629
0.72726691
0.74656308
0.71562678
0.7179063
0.72351718
0.74253041
0.67235041
0.5949707
0.76333094
0.67367274
0.74912483
0.66625541
0.72940463
0.77920771
0.73315871
0.71580023
0.70956677
0.6684674
0.72999305
0.7971949
0.69612056
0.80425286
0.80135965
0.76916462
0.80884504
0.77620298
0.72063398
0.77578139
0.7311427
0.7289353
0.72620952
0.73164642
0.74621332
0.79673588
0.62938428
0.56761146
0.70217788
0.71307129
0.73003197
0.72082084
0.74657696
0.79058182
0.75321531
0.66201967
0.77835757
0.77195013
0.72608691
0.7695176
0.55343658
0.67405921
0.70872283
0.7722438
0.79918617
0.68066186
0.74689972
0.80121195
0.78529602
0.7145986
0.71837169
0.71032006
0.69580156
0.70017785
0.68600929
0.64119959
0.67831028
0.72586942
0.74901497
0.67374736
0.7211442
0.7500115
0.70053703
0.73744714
0.72208762
0.72605664
0.71496224
0.72477877
0.75511503
0.75291073
0.64914155
0.64605027
0.68624908
0.73576558
0.40457359
0.63559014
0.70584255
0.61999309
0.72842044
0.74298066
0.72046381
0.69554323
0.64932758
0.8115105
0.73755896
0.68118584
0.7395665
0.78115439
0.69062752
0.78351963
0.65262949
0.70635521
0.56895977
0.6594907
0.72934723
0.86542785
0.60218245
0.79974383
0.82071948
0.80258846
0.69966817
0.84958076
0.86305064
0.85314995
0.80225074
0.8409065
0.76018113
0.82132626
0.78955263
0.838229
0.7100544
0.79103363
0.79376125
0.73922873
0.8441357
0.77670568
0.81607264
0.86352813
0.72465938
0.79401886
0.81148624
0.74287182
0.7668364
0.77076095
0.85243285
0.75750655
0.81443882
0.82330298
0.8270328
0.84689206
0.8444804
0.77584624
0.84072667
0.81843233
0.76784408
0.81475157
0.8104499
0.85573626
0.82464856
0.80376339
0.76968336
0.78270322
0.74311846
0.82230902
0.69500065
0.75632787
0.84452391
0.83382344
0.84224743
0.86930889
0.7772637
0.81100434
0.7802093
0.8291924
0.80600339
0.77198523
0.83662575
0.83494741
0.81336594
0.79717511
0.87131029
0.85112333
0.83732569
0.75648844
0.66602033
0.71883786
0.72229224
0.68490869
0.69742113
0.75882697
0.68707365
0.65292215
0.78062916
0.69986379
0.74598646
0.78318381
0.76896697
0.74696362
0.71613663
0.81876475
0.68414706
0.80127949
0.8847456
0.81074488
0.78255969
0.84905338
0.75643367
0.73681855
0.7727344
0.82291919
0.8335315
0.81283599
0.76361912
0.84648657
0.86942816
0.83132744
0.77498603
0.84919012
0.85787439
0.86094636
0.8770749
0.86061513
0.7431494
0.7729888
0.64055747
0.72564882
0.6591894
0.72741085
0.76919538
0.74105626
0.67932349
0.68705493
0.86017913
0.65407938
0.38973239
0.85247648
0.79270029
0.71527708
0.85905755
0.86335474
0.79975325
0.76329583
0.80161017
0.78334028
0.76515472
0.75525117
0.75094551
0.70547563
0.69895852
0.82644629
0.79703754
0.81013119
0.84861833
0.70126134
0.73457706
0.82126975
0.81164992
0.82726103
0.80767566
0.77593142
0.85406911
0.77441621
0.80959111
0.84263188
0.77678734
0.87449241
0.84076756
0.87128448
0.75808555
0.83437872
0.80084026
0.78464323
0.80902499
0.85273045
0.82443953
0.74822974
0.74164343
0.79609281
0.78366292
0.81533861
0.78750527
0.85096151
0.8389889
0.82126909
0.82325286
0.8807891
0.79138094
0.82517916
0.84850985
0.66074795
0.73807096
0.86344439
0.69150853
0.77481711
0.78987563
0.82298648
0.76825637
0.59714675
0.68831128
0.65603393
0.69096494
0.7281056
0.8085469
0.72525144
0.7963115
0.68528068
0.77300054
0.75138259
0.7371242
0.76133114
0.69790053
0.70573109
0.73269355
0.71053892
0.84538001
0.56919926
0.74816114
0.74287283
0.7311995
0.74135101
0.70115328
0.68138534
0.72975606
0.71853405
0.78709829
0.63546342
0.67859799
0.67737091
0.5944258
0.71259677
0.62983239
0.70156419
0.70380181
0.557235
0.48077533
0.66574383
0.70980525
0.54919958
0.68619424
0.72552282
0.71080238
0.74743944
0.81866664
0.75517911
0.73480606
0.77209324
0.7960825
0.75154924
0.80283231
0.78290033
0.73761225
0.64342511
0.7127611
0.77756715
