staytract_hisp_male_p1
0.17108859
0.1432765
0.25995463
0.18712294
0.22522503
0.41495705
0.02344829
0.37484956
0.98469198
0.0082843462
0.091609553
0.15000468
-0.079603121
0.31466648
0.22611921
0.40002361
0.35794926
0.16318418
2.050534
0.31204504
0.099562526
0.13667893
0.19025834
0.14009425
0.12553111
0.29707548
0.1438524
0.17243274
0.19251154
0.18869312
0.13648647
-0.01847088
0.070998736
0.086695202
0.17873722
0.14680591
0.76913083
0.29504028
-0.55690128
""
0.07355091
0.48989362
0.15995581
""
-0.29822415
0.34130931
0.15638019
0.44970146
0.15366161
0.134937
0.16672771
0.260434
0.16353606
0.15674537
-0.079811275
0.14976357
-0.041533548
0.86939657
-0.48057652
0.038258106
-0.11837514
0.0746665
0.25882497
0.031428996
0.38667241
0.068884216
""
""
0.20292141
0.16866854
0.42448568
0.48944664
0.055910625
0.181365
0.17093737
0.43572077
0.058707628
0.027290482
0.23144875
0.092490286
0.33557317
0.07966242
0.22004342
0.14380816
0.17350239
0.071828678
0.27254578
0.25318065
0.20404239
0.074872524
0.32397822
0.57224709
0.069984972
0.22647586
0.53230047
0.51896656
-0.039873656
0.11634456
0.16829902
0.19628291
0.16338257
0.20055237
0.16534269
0.20223649
0.10225099
0.17061371
0.2317111
0.21482997
0.28099236
0.19771193
0.13480113
0.46918321
0.12846965
-0.45265201
0.13643572
0.13580683
0.24796811
0.0086313775
0.66841251
0.81121266
0.053975575
0.39694765
0.1912587
0.26971629
0.207765
0.19287981
0.14823517
0.0082265055
0.17598093
-0.02193494
0.12326487
0.58044589
0.21819015
0.07475318
0.28431526
0.20242369
0.083042622
0.16843505
-0.25316253
-0.09745992
0.18325219
0.15062232
0.18663506
0.31502509
0.41464919
""
0.12687311
0.1560725
-0.30290985
0.32674879
0.16491276
0.15203582
0.22044906
-0.60174227
0.064211756
0.1959309
-0.22339006
0.13082518
-0.13440315
0.056819521
""
""
0.057077318
0.17937848
1.0657884
0.14904733
-0.0011965293
0.29118416
-0.018600058
0.189302
0.18655513
0.13688502
