kir_asian_pooled_p10
0.47255638
0.55733347
""
""
""
""
""
0.37077034
""
""
""
""
""
""
""
0.50376976
0.3749631
""
""
""
""
""
0.43853486
0.46963879
""
0.27957594
""
0.40787283
""
""
""
""
""
""
0.50721771
0.58100158
0.52719104
""
0.44460788
""
0.55718178
0.54625052
""
""
0.54482752
""
""
0.6885553
0.48393556
""
0.46276152
0.58140975
""
""
""
""
""
0.53227711
0.61145037
""
0.44006872
""
0.61564386
""
""
""
""
0.52144885
0.5577786
0.52694523
""
""
""
""
0.47469863
""
""
0.58801681
0.59033763
0.49749032
0.51410878
""
""
0.49985489
""
""
""
""
""
0.77829403
""
""
""
""
""
""
""
0.48444423
0.53481573
0.69867331
""
""
""
0.52013797
0.50659353
0.56748271
0.48105255
0.52778256
0.68612373
0.49754763
0.40515938
""
""
""
0.47336131
""
""
""
""
""
""
""
""
""
""
""
0.44178417
0.26310942
0.39560333
""
""
""
""
0.48450425
""
""
0.52127719
""
""
""
""
""
0.53058046
""
""
0.25355652
""
""
""
""
""
""
""
0.55235773
""
""
0.64792264
0.50333452
""
""
""
""
""
""
""
""
""
""
0.52284306
""
0.48459536
""
""
0.37369186
0.45474884
""
0.45118698
""
""
""
0.786529
""
0.42149556
0.59287745
""
0.34443402
0.59078854
""
0.54061317
0.49230093
0.94956356
0.61252725
0.55347645
0.56409544
0.51888466
0.48283148
0.46038619
0.43390271
0.55517054
""
0.51780546
0.51800787
0.56973779
0.47169921
0.56725979
0.5326944
0.57445735
""
0.5218904
0.50882518
""
""
0.54575181
0.50181121
0.53713524
0.56191915
0.55089855
""
0.53471303
0.53463471
0.49614412
0.54370093
0.5309965
0.59964037
0.5078935
0.52810133
0.57767814
0.53877765
0.58584291
0.53433508
0.45322523
""
0.53140289
0.54446697
0.53012973
0.53649473
0.4863039
0.53371149
""
0.48214254
0.63428998
0.55619627
0.54285556
0.49013066
0.51001513
""
0.5181514
""
""
""
0.51399559
0.58445746
""
""
""
""
""
""
""
""
