kir_native_other_female_p25
0.32446355
0.41278073
""
0.36754134
0.30599385
""
0.38225594
""
""
0.33435026
0.42714953
0.40532452
""
""
0.42726022
""
""
0.37317798
""
""
0.35846689
0.34735984
0.36174273
0.40172467
0.4485516
""
0.43623772
0.38296461
0.41992724
""
""
0.53954703
0.43276766
0.45822906
0.38665998
0.36706081
""
""
""
""
0.38559249
""
""
""
""
""
0.41192701
0.37269133
0.37622032
0.44680843
0.37631428
0.37055835
0.40026706
""
""
0.36089349
""
""
""
""
""
0.40907976
""
0.36340931
""
""
""
""
""
""
""
""
""
0.18883501
""
""
""
""
""
0.40357313
""
""
""
""
0.36083373
""
0.40559828
0.34862149
0.34819689
0.339499
0.42187458
""
""
0.29778278
""
""
""
0.33886337
0.43435264
0.3721824
0.44446623
0.4600949
0.40622678
0.44391397
0.34559765
0.39879608
0.30918217
0.3800742
""
0.34548259
0.41237223
0.35334769
0.39440763
""
0.40543032
0.42896929
0.36514822
""
""
""
0.25841117
""
""
0.42164516
""
0.45659572
0.36083785
""
""
""
0.41351426
""
0.532291
""
0.40119848
""
0.38091055
0.36842394
""
""
0.35515887
0.40224779
""
""
""
""
0.28942233
""
""
""
""
0.34889165
0.37469301
""
0.33046496
0.31308761
""
0.34374562
""
""
""
""
0.4729324
0.43652081
""
0.46327448
0.35959008
0.31943437
0.35525265
0.35993701
0.37573087
0.42667386
0.37123933
0.35721388
0.35155565
""
0.32450989
0.35900533
0.44252607
0.34482059
0.38254088
0.3541638
0.37826753
0.31256694
0.33169731
0.40415162
""
""
0.45371386
""
""
0.38446182
0.42205837
""
""
0.2398833
0.4170377
0.35094628
0.38735935
""
0.3755601
0.38400358
0.27392763
0.38039687
0.42019635
0.33588877
0.43549344
0.38405043
0.30720079
0.39625451
0.33446783
0.28722537
""
""
0.35400489
0.35173556
0.2749522
0.4025068
0.34468314
0.32694447
""
0.3523888
0.33816701
""
0.43081275
0.40493184
0.43674943
0.41547349
0.42607957
0.33051568
0.38562846
0.36768368
""
0.40246716
""
""
""
0.39053753
""
""
0.37051457
""
0.37140897
0.44027531
""
0.58965081
0.49443993
0.37614664
0.34496284
0.44349501
0.41994393
0.43669283
0.35208786
""
0.4199045
0.56544203
""
0.38693452
""
0.38658288
0.35344151
0.38990876
0.38055113
0.393401
0.42905083
0.46265891
0.44365928
0.4495478
0.419438
0.37556776
0.43976519
0.36978585
""
0.36393741
""
""
0.33309522
0.43661419
0.35754782
0.41404498
0.41627684
""
""
0.43610612
0.38950372
0.3246828
0.42755774
0.45310014
0.47595671
""
""
""
0.26186344
0.48909169
0.28302187
""
""
0.36617982
""
0.36799419
0.44710019
""
0.45607245
0.43314761
""
""
""
""
0.44760919
""
0.51633781
0.43266696
0.41755402
0.37390515
0.39364332
0.4033626
0.42886484
0.44805047
0.41623178
0.40956151
""
0.41719848
0.35517856
""
""
0.35040662
0.42995623
0.3510341
0.38983878
0.37971863
""
0.38439915
0.3786155
0.43497348
0.39860916
0.43495813
0.41505548
0.23295575
0.33517489
0.43524644
""
""
0.45704472
0.42761239
0.39122871
""
""
""
""
""
0.24991317
""
0.37169906
""
0.35086194
0.33453736
""
0.34492001
""
""
0.30047339
""
0.38003981
""
""
""
""
""
""
""
""
""
0.37083441
""
""
""
""
""
""
0.35114589
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39982864
""
""
""
""
""
""
0.34817427
""
""
0.45320058
0.49353135
""
""
""
0.4070231
0.43745324
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48222312
""
""
""
0.35725981
""
""
""
""
""
0.36102477
""
""
""
""
""
""
""
0.38558918
""
0.4094992
""
""
0.36407474
""
""
""
""
""
""
0.38307837
""
""
0.47415426
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45275778
0.43178469
""
""
""
""
0.31197059
""
""
""
""
""
""
0.48695883
""
""
0.30817869
0.38892695
0.35866106
""
0.35511848
""
""
0.43794414
0.36895871
0.40202004
0.31315327
0.34311885
""
""
0.42981279
0.28870574
0.35752723
0.30522868
0.36940387
0.27097934
""
0.35146773
0.39174798
0.3831397
0.35891911
0.37050709
0.46200064
""
0.24719311
0.39185241
0.38333356
""
""
""
0.38544062
""
""
0.34206197
0.42106745
""
0.39037874
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4454768
""
0.41038361
""
""
""
0.44192424
""
""
""
""
""
""
0.6441949
0.34764782
0.41692704
0.2409371
0.42258713
0.32617313
""
""
0.54236072
""
""
""
""
""
""
""
""
0.38118288
""
""
0.44602096
""
""
""
""
""
0.38445842
""
