staytract_asian_male_n
""
26.0
""
""
""
""
""
48.0
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
46.0
""
246.0
""
24.0
""
66.0
""
""
""
241.0
""
""
""
289.0
""
146.0
32.0
""
""
""
""
""
""
85.0
""
""
""
50.0
""
""
""
""
""
""
748.0
""
""
""
""
103.0
""
""
77.0
""
40.0
93.0
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
103.0
41.0
""
""
""
""
2645.0
59.0
24.0
617.0
57.0
""
43.0
68.0
""
""
""
100.0
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
201.0
""
""
36.0
""
""
260.0
""
""
""
""
""
104.0
""
""
""
10947.0
""
""
262.0
20.0
""
5282.0
29.0
130.0
2728.0
43.0
107.0
84.0
""
1293.0
242.0
23.0
""
43942.0
111.0
430.0
""
42.0
703.0
""
""
1089.0
276.0
39.0
15945.0
404.0
""
3337.0
5479.0
68.0
4655.0
10554.0
8862.0
2932.0
249.0
6333.0
633.0
14737.0
296.0
154.0
""
31.0
2996.0
626.0
1040.0
431.0
27.0
""
582.0
24.0
2013.0
431.0
178.0
699.0
""
1071.0
""
""
""
297.0
113.0
""
""
""
""
""
""
""
""
661.0
""
209.0
""
""
600.0
""
""
""
""
""
""
""
""
715.0
""
""
""
""
157.0
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
83.0
""
1171.0
941.0
141.0
119.0
736.0
302.0
105.0
61.0
115.0
566.0
82.0
478.0
203.0
""
151.0
""
390.0
1752.0
""
71.0
66.0
228.0
77.0
23.0
""
""
1156.0
375.0
48.0
""
""
""
""
""
""
""
""
55.0
46.0
1017.0
""
47.0
""
""
""
145.0
225.0
182.0
""
""
""
139.0
116.0
56.0
1459.0
42.0
""
242.0
""
1550.0
213.0
870.0
248.0
925.0
302.0
25.0
80.0
121.0
116.0
141.0
547.0
""
""
""
""
244.0
""
""
""
""
""
""
""
22.0
""
78.0
32.0
""
""
89.0
""
""
""
""
""
""
""
""
32.0
""
35.0
36.0
""
189.0
21.0
""
94.0
85.0
""
669.0
""
849.0
""
""
231.0
""
43.0
""
""
""
""
""
1331.0
""
""
33.0
67.0
""
""
""
""
""
""
""
135.0
42.0
74.0
""
911.0
""
""
24.0
""
""
""
2106.0
50.0
111.0
""
""
""
""
""
168.0
103.0
""
33.0
""
""
""
""
""
""
""
""
""
""
67.0
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
151.0
21.0
21.0
""
35.0
""
""
""
""
""
""
""
""
""
""
155.0
71.0
""
""
""
29.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
37.0
""
""
""
""
""
""
""
46.0
""
""
""
""
743.0
11334.0
399.0
1223.0
220.0
""
43.0
""
""
""
""
""
""
44.0
""
""
""
51.0
""
""
""
""
""
30.0
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
25.0
""
""
""
""
""
""
""
""
223.0
""
""
""
""
22.0
10422.0
""
""
41.0
""
""
3878.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
571.0
50.0
50.0
29.0
1426.0
71.0
""
""
20.0
""
20.0
241.0
90.0
31.0
""
102.0
""
""
""
""
""
""
""
""
""
""
""
134.0
""
""
""
""
""
""
""
""
66.0
150.0
""
112.0
""
""
""
""
33.0
38.0
""
51.0
""
""
""
""
""
21.0
785.0
27.0
294.0
""
""
230.0
51.0
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
48.0
""
122.0
""
25.0
""
""
""
""
22.0
""
227.0
24.0
""
64.0
""
35.0
""
""
""
""
""
""
50.0
""
26.0
""
250.0
37.0
""
32.0
561.0
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
155.0
""
""
""
""
""
""
""
99.0
""
""
54.0
""
54.0
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
103.0
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
120.0
""
""
""
""
116.0
""
""
""
""
21.0
25.0
24.0
""
""
""
""
""
28.0
""
""
""
""
""
""
528.0
""
""
""
""
133.0
""
""
100.0
""
""
""
""
""
""
""
""
""
""
""
146.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
76.0
""
""
""
""
104.0
50.0
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
607.0
""
""
""
""
""
40.0
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
84.0
""
693.0
43.0
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
152.0
""
""
""
""
""
""
""
42.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
23.0
""
""
""
179.0
""
""
""
""
""
""
""
""
""
""
""
""
113.0
""
""
""
""
""
""
""
""
434.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
32.0
""
""
""
""
78.0
102.0
75.0
""
""
""
""
""
""
435.0
""
""
""
""
""
117.0
""
""
884.0
""
102.0
60.0
""
""
20.0
""
""
""
744.0
52.0
33.0
""
81.0
""
""
""
62.0
32.0
""
""
""
21.0
37.0
65.0
114.0
30.0
""
79.0
""
74.0
48.0
""
""
""
""
""
""
32.0
22.0
173.0
""
""
35.0
""
""
""
49.0
""
""
""
""
""
76.0
25.0
652.0
1205.0
36.0
""
73.0
40.0
152.0
""
187.0
""
206.0
1016.0
""
4205.0
1733.0
""
73.0
""
31.0
76.0
102.0
26.0
398.0
70.0
61.0
333.0
""
788.0
36.0
290.0
137.0
3115.0
""
1306.0
222.0
1473.0
802.0
""
""
57.0
""
""
""
""
""
32.0
""
116.0
""
58.0
""
""
""
""
""
32.0
""
""
""
89.0
""
216.0
""
""
30.0
""
""
""
""
381.0
24.0
""
""
30.0
45.0
165.0
""
473.0
""
""
25.0
""
32.0
66.0
""
""
925.0
""
23.0
""
""
""
45.0
""
43.0
""
""
36.0
""
1904.0
""
""
""
""
""
""
252.0
""
""
102.0
50.0
27.0
""
""
23.0
""
24.0
448.0
1658.0
""
""
452.0
""
""
""
""
37.0
""
""
69.0
""
""
23.0
21.0
""
""
22.0
23.0
579.0
""
""
""
""
""
""
""
2298.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
31.0
""
""
77.0
""
248.0
""
""
""
""
""
""
1826.0
""
""
""
49.0
""
""
89.0
162.0
38.0
""
90.0
""
""
""
""
""
""
""
""
332.0
""
""
42.0
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
320.0
107.0
""
""
""
""
145.0
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
51.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
149.0
27.0
""
""
""
""
30.0
""
""
25.0
""
""
""
""
145.0
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
134.0
""
""
""
""
""
""
""
""
460.0
39.0
52.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
25.0
""
74.0
""
44.0
""
""
""
""
""
""
171.0
""
""
""
1029.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
244.0
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
22.0
306.0
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
320.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
3596.0
""
21.0
""
""
""
""
""
23.0
""
""
""
""
631.0
""
55.0
24.0
""
30.0
""
25.0
321.0
50.0
174.0
63.0
""
613.0
4153.0
654.0
1072.0
31.0
73.0
1587.0
277.0
2240.0
143.0
877.0
4254.0
1275.0
1504.0
413.0
990.0
31.0
1065.0
114.0
1081.0
76.0
523.0
""
""
""
""
56.0
""
48.0
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
41.0
22.0
""
52.0
""
""
""
""
""
""
297.0
""
1853.0
194.0
33.0
27.0
46.0
41.0
""
""
29.0
21.0
""
366.0
556.0
""
""
""
24.0
""
""
23.0
66.0
7459.0
""
27.0
""
850.0
""
4094.0
6046.0
54.0
141.0
442.0
45.0
273.0
""
41.0
""
54.0
14818.0
86.0
1309.0
941.0
21.0
131.0
148.0
""
""
""
50.0
1875.0
52.0
25.0
100.0
97.0
""
""
30.0
1686.0
""
""
75.0
""
""
""
""
""
""
""
""
""
75.0
184.0
74.0
""
""
21.0
""
235.0
""
""
""
""
47.0
""
70.0
284.0
""
""
90.0
""
""
194.0
""
166.0
""
124.0
""
""
""
""
542.0
22.0
28.0
""
29.0
""
""
""
90.0
""
23.0
""
21.0
""
""
21.0
""
""
""
1171.0
""
27.0
21.0
31.0
68.0
""
126.0
146.0
""
22.0
""
""
""
67.0
""
52.0
26.0
31.0
26.0
69.0
""
""
""
69.0
""
""
""
""
""
63.0
""
848.0
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
50.0
21.0
32.0
33.0
""
""
""
289.0
""
""
38.0
58.0
""
""
""
""
1088.0
""
""
100.0
25.0
54.0
""
1056.0
""
""
30.0
154.0
""
579.0
41.0
""
""
""
""
""
""
""
""
""
""
113.0
""
49.0
""
103.0
273.0
""
59.0
""
72.0
""
""
47.0
""
361.0
""
""
20.0
""
""
""
""
""
""
57.0
""
""
52.0
""
""
""
20.0
""
110.0
371.0
70.0
""
""
""
""
90.0
""
29.0
""
69.0
""
""
""
""
""
""
""
""
""
152.0
""
""
""
""
279.0
""
142.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
889.0
""
""
""
""
43.0
""
""
""
""
""
23.0
""
""
""
""
""
450.0
24.0
32.0
""
""
""
""
107.0
485.0
22.0
""
44.0
""
""
49.0
44.0
""
""
""
""
78.0
""
30.0
22.0
""
238.0
26.0
52.0
25.0
240.0
""
1774.0
51.0
""
""
37.0
""
""
""
1166.0
""
45.0
43.0
757.0
""
32.0
""
243.0
38.0
""
843.0
47.0
36.0
""
""
105.0
435.0
""
""
""
24.0
""
239.0
267.0
829.0
""
135.0
21.0
""
66.0
""
""
""
""
""
""
115.0
383.0
23.0
79.0
346.0
136.0
33.0
""
41.0
""
84.0
1555.0
""
231.0
""
""
2698.0
""
""
33.0
""
""
""
""
""
""
""
""
49.0
""
152.0
""
236.0
""
120.0
47.0
808.0
68.0
""
48.0
""
50.0
""
""
37.0
184.0
""
187.0
""
""
""
""
""
""
""
68.0
""
""
51.0
""
235.0
""
""
80.0
""
""
""
""
""
146.0
""
""
""
""
""
28.0
30.0
242.0
""
234.0
62.0
""
""
113.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
