wgflx_rk_asian_pooled_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
34.0
""
""
""
27.0
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
96.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
285.0
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
1221.0
""
""
24.0
""
""
619.0
""
""
263.0
""
""
""
""
148.0
33.0
""
""
5257.0
""
54.0
""
""
65.0
""
""
113.0
34.0
""
1914.0
47.0
""
356.0
624.0
""
492.0
1181.0
1172.0
296.0
20.0
799.0
55.0
1752.0
37.0
""
""
""
343.0
68.0
96.0
41.0
""
""
58.0
""
261.0
47.0
20.0
73.0
""
111.0
""
""
""
45.0
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
64.0
""
""
""
""
""
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
121.0
113.0
""
""
79.0
28.0
""
""
""
65.0
""
50.0
21.0
""
""
""
31.0
162.0
""
""
""
""
""
""
""
""
102.0
36.0
""
""
""
""
""
""
""
""
""
""
""
113.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
163.0
""
""
24.0
""
153.0
21.0
74.0
24.0
104.0
42.0
""
""
""
""
""
48.0
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
71.0
""
""
22.0
""
""
""
""
""
""
""
132.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
87.0
""
""
""
""
""
""
167.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
107.0
1545.0
59.0
137.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
1240.0
""
""
""
""
""
509.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
160.0
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
82.0
""
23.0
""
""
33.0
""
""
""
""
""
