staytract_natam_female_p25
0.20413345
0.024342734
""
0.12808764
0.14117552
""
0.14263865
""
""
0.061058316
0.24312486
0.34168598
""
0.1711707
0.22411926
""
0.59076995
0.22461608
""
0.57153094
0.27286687
0.45561635
0.42984918
0.071284018
0.25988549
0.37740526
0.22733422
0.21257791
0.16200691
""
""
0.27664131
0.20570076
0.093529776
0.46289542
0.19863585
0.54228193
""
""
""
0.58877414
""
""
""
""
""
0.17438638
0.40384465
0.26214454
0.27532339
0.27503285
0.26253092
0.15457347
""
""
0.31766906
""
0.57292777
""
""
""
0.23125127
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2335542
""
""
""
0.2346103
0.17581221
""
""
0.27094457
0.39222309
0.42212152
0.27488744
""
""
0.2749106
""
""
0.35275447
0.30626926
0.17534772
0.14856522
0.14897273
0.24363622
0.28531417
0.16524471
0.12990668
0.12371065
0.34378067
0.12881956
0.27215737
0.18601811
0.16198966
0.41662431
0.37276947
""
0.203647
0.20606756
0.10990588
""
""
""
0.36527252
""
""
0.500709
""
0.0083554387
0.21877244
""
""
""
0.23887891
""
""
""
0.42160016
""
0.24646305
0.22452119
""
""
0.24857187
0.35958272
""
""
""
""
0.16519554
0.61558902
""
""
0.49474221
0.13669798
0.25273448
""
0.20867303
0.38352606
0.45290324
0.12077313
""
""
""
""
0.11645442
0.19833086
""
0.22598001
0.32687965
0.23804337
0.35856476
0.26757735
0.132338
0.21182705
0.26617026
0.23801921
0.11705726
0.16352466
0.27098042
0.32053426
0.24019688
0.31442046
0.046453718
0.14577182
0.17798486
""
""
0.17254385
""
""
0.28039309
""
""
0.48140717
0.12422056
""
""
""
0.28577337
""
0.23196404
""
0.13543038
0.18881465
0.16308527
0.42995346
0.18611649
0.19700687
0.20855254
""
0.37657544
0.22265244
""
0.056392241
""
""
0.25026754
0.25706473
0.27518165
0.15178503
""
0.32630891
""
""
0.15037669
""
0.14053437
0.12913223
""
""
0.2351186
0.14114042
0.20100652
0.30753723
""
""
""
""
""
0.23095553
""
""
""
""
0.13581987
0.047099505
""
""
""
0.23543471
""
""
0.31312695
0.21519224
0.62375587
""
0.26830184
0.48454481
""
0.2267136
""
0.30525565
""
0.10999271
0.15926938
0.3606559
0.39099512
0.28283504
0.10422016
0.28783807
0.22484507
0.1037517
0.37294149
""
""
0.39803192
0.40723771
0.25875416
0.32430047
0.32331946
""
0.075975679
0.21112362
""
""
0.19084993
0.15999125
""
0.20643197
0.12994781
""
0.42518607
0.52773362
""
0.48499992
0.58686948
0.62578636
""
""
0.52640647
""
0.53123522
0.14789543
0.27069679
0.44791564
0.29259157
""
""
""
0.11571525
""
""
""
0.21275793
""
0.21295288
0.29765719
0.27276877
0.44277024
0.18310858
0.15283051
0.2941511
""
0.2341641
""
""
""
""
0.060377162
""
""
0.19630115
""
0.28337595
0.14210051
0.12320907
""
0.17582278
0.22435689
0.22832413
""
0.18509336
""
""
""
0.09312737
0.22592366
""
0.2216462
0.071011797
""
""
""
""
0.15274109
""
""
0.22341207
""
""
""
""
0.31972116
""
0.42644516
""
""
""
""
""
""
""
""
""
0.24086319
""
""
""
0.3761574
""
0.43334597
0.12865038
""
""
""
""
""
""
0.48758653
""
0.29519185
""
0.3245382
0.26047769
0.18050377
0.41911024
""
0.20963493
0.34735909
""
0.45355767
0.44898915
0.47509181
0.22141738
0.43729004
""
""
0.16710448
0.18945895
""
""
""
0.020482993
""
""
""
""
0.29612356
0.47124198
0.20025638
""
0.40824983
0.60340762
""
0.30232644
""
0.49990004
""
""
""
""
""
""
""
0.089121811
""
""
""
0.20100263
0.32009557
0.51586384
""
0.51528871
0.34565288
0.16241014
""
0.36315703
0.3167395
""
""
""
""
0.20555414
0.5929302
0.25333774
