kid_natam_pooled_n
49.0
182.0
22.0
7.0
71.0
3.0
6.0
94.0
7.0
19.0
29.0
5.0
25.0
11.0
12.0
123.0
63.0
4.0
8.0
38.0
24.0
70.0
74.0
6.0
143.0
68.0
364.0
76.0
5.0
25.0
56.0
2.0
15.0
12.0
68.0
260.0
268.0
1.0
49.0
649.0
42.0
69.0
1.0
4.0
585.0
6.0
20.0
110.0
838.0
68.0
118.0
189.0
0.0
4.0
53.0
12.0
35.0
65.0
119.0
4.0
27.0
29.0
61.0
44.0
459.0
2.0
30.0
344.0
351.0
6096.0
5486.0
224.0
29.0
1446.0
1986.0
84.0
377.0
1102.0
1255.0
745.0
763.0
""
532.0
1251.0
2786.0
2084.0
2640.0
247.0
806.0
463.0
5.0
266.0
492.0
131.0
""
1739.0
21736.0
238.0
13410.0
2621.0
2074.0
41.0
738.0
15385.0
1105.0
19248.0
7662.0
4829.0
31.0
779.0
530.0
6.0
4.0
44.0
855.0
57.0
4.0
3.0
61.0
4.0
27.0
28.0
26.0
7.0
16.0
24.0
65.0
392.0
36.0
17.0
5.0
13.0
13.0
112.0
45.0
9.0
116.0
19.0
27.0
15.0
35.0
20.0
34.0
26.0
10.0
41.0
32.0
11.0
25.0
4.0
15.0
57.0
37.0
67.0
59.0
31.0
80.0
30.0
4.0
35.0
9.0
10.0
20.0
17.0
17.0
23.0
10.0
99.0
83.0
8.0
306.0
20.0
9.0
106.0
47.0
14.0
573.0
93.0
29.0
20.0
29.0
31.0
509.0
68.0
4.0
36.0
1247.0
55.0
141.0
1127.0
178.0
107.0
867.0
593.0
350.0
1938.0
156.0
2354.0
619.0
544.0
1675.0
417.0
490.0
283.0
6433.0
444.0
98.0
179.0
1191.0
289.0
110.0
78.0
389.0
149.0
181.0
2013.0
425.0
137.0
3082.0
2385.0
64.0
2748.0
3954.0
220.0
904.0
294.0
295.0
585.0
1209.0
249.0
1422.0
18.0
587.0
521.0
903.0
961.0
284.0
284.0
181.0
929.0
243.0
855.0
269.0
419.0
628.0
62.0
603.0
29.0
12.0
10.0
260.0
57.0
36.0
5.0
13.0
28.0
12.0
20.0
10.0
37.0
998.0
10.0
169.0
44.0
20.0
930.0
70.0
58.0
13.0
3.0
15.0
3.0
20.0
2.0
701.0
6.0
7.0
11.0
628.0
317.0
56.0
14.0
17.0
190.0
0.0
26.0
993.0
52.0
40.0
43.0
13.0
21.0
1.0
