staycz_white_pooled_mean
0.73554403
0.6839509
0.65735161
0.72116297
0.59452057
0.5756501
0.6459049
0.65692627
0.62630445
0.66667402
0.67332548
0.66458654
0.56135571
0.63923293
0.63589293
0.58202028
0.58411425
0.6242696
0.60165989
0.60074973
0.66243631
0.55212051
0.63112438
0.55774927
0.6399585
0.54597217
0.58297777
0.56676316
0.61447996
0.53892428
0.59222859
0.61330533
0.67472196
0.53819525
0.5306046
0.66769904
0.64057922
0.62353837
0.50441206
0.46323726
0.65209043
0.58472937
0.62901431
0.64486283
0.50286394
0.47841886
0.67619795
0.72148651
0.73223132
0.65651089
0.69679374
0.75706071
0.64852297
0.48669377
0.48282844
0.65731966
0.5480597
0.53739685
0.49788657
0.53633249
0.52064615
0.69483531
0.49240372
0.57843387
0.72431308
0.67873514
0.62483859
0.63536465
0.65772712
0.71329701
0.50525767
0.57886261
0.43037543
0.60938311
0.61002177
0.69743663
0.67261207
0.68985629
0.66546494
0.65884036
0.52099586
0.68715799
0.67953444
0.63177937
0.72832942
0.64851636
0.62453324
0.59978122
0.68572837
0.68154198
0.68432754
0.67544258
0.67455673
0.70925307
0.64081264
0.60371023
0.69744378
0.69717878
0.66684234
0.62276763
0.57862318
0.54583889
0.57638526
0.58205152
0.56910366
0.60477102
0.57066184
0.6821605
0.60551202
0.56759524
0.53412777
0.5668245
0.6394698
0.52588993
0.66551197
0.71100175
0.62554944
0.48438451
0.55046552
0.53547168
0.62771618
0.65844595
0.55303776
0.55787098
0.61117339
0.58701253
0.59988338
0.63482577
0.52787572
0.58027667
0.6283617
0.61783308
0.54202932
0.61769474
0.65453541
0.59272295
0.64341563
0.58512563
0.48262259
0.52152163
0.59137815
0.59919018
0.57270765
0.54975367
0.54548436
0.44693851
0.61161029
0.6243692
0.52567416
0.52650791
0.6562326
0.7073732
0.62383503
0.47643003
0.60757118
0.69379687
0.53356892
0.58502495
0.59142625
0.61415315
0.47238073
0.63183689
0.53694928
0.66484374
0.52191603
0.55389822
0.52855748
0.4887073
0.45924044
0.57783175
0.70334232
0.53899008
0.52255005
0.58219463
0.52475351
0.47174418
0.58173549
0.69921982
0.5570212
0.50592297
0.49563035
0.45670164
0.64631522
0.6129899
0.5824554
0.73866045
0.61698836
0.62086546
0.69000155
0.68634671
0.63726032
0.63714683
0.77728301
0.59650409
0.68318838
0.69536221
0.56129104
0.5757013
0.62889743
0.53604746
0.59554559
0.5904212
0.54596239
0.5755468
0.6098882
0.65804416
0.72277468
0.6427381
0.62992227
0.57381588
0.6472137
0.69074887
0.56584066
0.57829529
0.60976851
0.64275354
0.57764661
0.66056997
0.64039564
0.6497876
0.56692302
0.5968467
0.6905731
0.61334461
0.71986157
0.60023665
0.58141953
0.62668717
0.73001367
0.6003266
0.60684282
0.63837981
0.58035707
0.67961425
0.58847427
0.60596526
0.56919104
0.6608932
0.53693539
0.65266067
0.68655884
0.64955389
0.63138825
0.69546354
0.64069134
0.56335241
0.56462759
0.63057405
0.50431615
0.55763227
0.69700372
0.54504651
0.53056318
0.5253914
0.5811432
0.62531435
0.5822646
0.66045195
0.61296397
0.63854027
0.59932435
0.6187709
0.66401082
0.67647034
0.56467295
0.72477251
0.60810554
0.61695862
0.72930849
0.63780153
0.67182124
0.59849501
0.54375172
0.58868164
0.50201619
0.53806967
