kir_imm_other_pooled_mean
""
""
""
0.60690129
""
""
0.51410604
""
""
""
""
0.56807727
""
""
""
""
""
""
""
""
""
0.51081109
""
""
0.5918051
""
""
0.46607128
0.53156644
""
""
""
0.59831572
0.4914923
""
0.60381854
""
""
""
""
""
""
""
""
""
""
0.5101397
""
0.6252166
""
0.54120797
0.44816196
""
""
""
0.51864505
""
""
""
""
""
0.65580964
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51252633
""
""
""
""
0.51227927
""
""
0.50911385
0.57746285
""
""
""
""
""
""
""
""
""
0.52227223
0.51533288
0.52380913
0.50583118
0.55102134
0.45605817
0.52253783
0.50318998
0.52327633
0.51636702
""
""
0.63224643
0.49363029
0.48734206
""
0.53713733
0.47797269
0.52394199
""
""
""
""
""
""
0.51256013
""
0.60225862
0.61549395
""
""
""
0.53831106
""
""
""
""
""
0.45909145
0.54469603
""
""
0.44568554
0.43037948
""
""
""
""
0.52301419
""
""
""
""
0.61387742
""
""
0.53653133
""
""
0.60877305
""
""
""
""
0.57515031
0.63775337
""
0.63952017
""
""
""
""
0.56415677
0.55082595
""
0.49449626
""
""
0.50446427
0.51656193
""
""
""
""
0.5507887
""
""
0.56534386
""
""
""
""
""
0.52246928
0.61902916
""
""
""
""
""
0.5902375
""
0.60628295
""
""
""
""
0.56495357
0.54193646
""
""
""
""
""
""
""
0.58544511
0.51206595
0.6074084
0.53787303
""
""
""
""
""
""
0.59347564
""
""
""
0.60137451
0.4479925
0.61951578
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55500597
""
""
0.53143299
""
""
""
0.56971467
""
""
0.57700348
""
0.59450352
""
0.58123094
0.58236104
0.52443141
0.58367115
0.56202292
0.57270157
0.62392569
0.56467307
0.60108513
0.51805919
""
""
""
""
""
0.50238168
0.5107007
""
""
0.51555789
""
""
0.57192719
0.55426747
""
0.53115225
0.57741374
""
""
""
""
""
""
""
""
""
""
""
0.54617697
0.55801928
""
""
0.59296691
""
""
""
""
""
""
""
""
""
""
""
0.58771211
""
0.5349592
""
""
""
0.63777202
""
""
""
""
0.66446906
""
""
0.67108232
""
0.56308293
0.6720615
0.63907981
""
0.60261887
0.57142752
0.53234088
""
0.61409247
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53511155
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46987569
""
""
""
0.32836363
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52435207
""
""
0.51166183
""
""
""
""
""
""
0.51236939
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55205381
0.55101812
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41214174
0.58261281
0.58731622
""
""
""
""
""
0.74987447
0.56708318
""
""
""
""
""
""
0.50149298
""
""
""
""
0.53006297
""
0.35398063
""
0.48011371
""
""
""
0.53599548
0.5654583
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63285863
""
0.58948976
""
""
""
""
""
""
""
""
""
""
0.4298507
0.57599521
""
0.61907053
0.61448187
""
""
""
""
""
""
""
""
""
""
""
""
0.55398351
""
""
0.50708926
""
""
""
""
""
""
""
0.51509356
0.54880482
0.56688815
""
""
""
""
0.53638083
""
""
""
""
""
0.55992496
""
""
""
""
""
0.57188684
""
""
""
""
""
""
""
""
""
""
""
""
0.59516001
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.549941
0.45481646
0.56144899
""
""
""
""
""
0.49397972
""
0.55341387
""
0.5573287
""
""
""
""
""
""
0.53797472
""
""
0.43345895
""
""
""
""
""
""
""
0.39504293
0.53121293
""
0.42073303
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53895342
0.5565697
0.5467748
0.54055178
0.54794163
0.61146104
""
""
""
0.54952818
0.5540567
0.60220933
0.52257562
""
""
0.52726674
0.55682892
0.60271168
0.58092189
""
""
""
""
0.5931223
""
""
0.5501582
""
0.54797119
""
0.63997781
0.62491578
""
""
""
""
""
""
""
""
0.54008746
