working_black_female_p1
0.69292372
0.73943824
0.63477194
0.64500737
0.99254757
0.85167921
0.73818058
0.73227036
0.70717007
0.64225191
0.75462121
0.73250389
0.62967885
0.62468249
0.66606855
0.69630551
0.59445745
0.77634209
0.54160541
0.76643014
1.0211003
1.0249954
0.81779444
0.64602
1.0905712
0.79303575
0.77959192
0.69508034
0.66446114
0.56895381
0.85179186
0.59427929
0.71199578
0.7546441
0.66250104
0.9382242
0.70440686
0.52669555
0.79640675
0.61837375
0.77578688
0.70239902
0.64714944
0.61827141
0.72701198
0.74576682
0.35366669
0.54616088
0.69506514
0.66724551
0.69697106
0.80174291
0.65778422
0.74580675
0.6121003
0.72048676
0.76865083
0.69389242
0.82330006
0.63622504
0.76464164
0.70617026
0.7558493
0.51211667
0.71460426
0.5530771
""
""
""
0.71369714
""
""
""
""
0.69091004
""
""
""
""
""
""
""
""
0.29345202
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83752859
0.83738524
""
""
""
""
0.72554052
0.48684487
0.72166276
0.70143706
0.50755852
""
0.72642964
0.65289962
0.77400976
0.82020807
""
1.1558084
""
0.70315707
0.67183083
""
0.79528236
0.60393375
""
""
0.53936601
0.89148057
0.78370953
0.67433816
0.56762946
0.72847253
0.71235573
0.82045239
0.85615903
0.73564732
0.78870487
""
""
0.85917181
0.61626434
""
0.73833138
0.73621094
0.81027704
0.61425078
""
0.69969016
0.6981675
1.1109327
0.47572374
""
0.68539411
0.67286527
0.82080293
""
0.70673305
""
""
0.71451265
0.65113741
0.77734834
""
0.59683865
""
0.70971733
""
0.78479934
""
0.6060558
""
0.75215477
1.0840809
0.71813822
""
0.65388322
0.8444804
""
""
0.74219042
0.76733661
""
""
0.83782309
""
0.57884687
0.57512945
0.6563552
""
0.65103066
""
""
0.46487761
""
""
0.65857095
""
0.4869504
0.63851339
""
0.66592795
0.70333946
""
0.67267525
0.65629554
0.93747741
""
0.64234716
0.61281598
0.4616704
""
""
0.68112034
""
""
0.65704179
0.71873754
0.51563305
0.76226068
0.44948748
""
0.6727109
0.64351004
0.75840783
0.64910811
0.71316195
0.69115287
0.58657634
0.54838967
0.72295803
0.60361129
0.68649006
0.66718596
0.68667519
""
0.67484933
0.6303705
0.76847053
0.79806674
0.9317956
0.81631231
""
0.74528497
""
0.59883666
0.71679449
0.48943308
0.7559315
""
0.82601815
""
""
""
0.84123492
1.0042949
""
""
""
""
""
""
""
""
0.75341856
""
0.38499907
""
""
0.73677993
0.52037269
""
""
""
""
""
""
""
0.64561957
""
""
""
""
0.67449993
""
""
""
0.62696671
""
""
""
""
""
""
""
""
""
""
""
0.28888008
""
""
""
""
""
""
""
""
""
""
0.43334273
""
0.79193258
0.75365317
0.68794882
0.77587956
0.76094753
0.75153327
0.78717822
0.83209229
0.7733314
0.70598418
0.82812893
0.68986762
0.70413065
0.67762023
0.82018334
0.70708418
0.67602783
0.72853297
0.74704856
0.67658627
0.77114129
0.69139034
0.913643
0.69475865
0.6225248
0.29254872
0.69215351
0.72611159
0.83286679
0.75377595
0.70905536
""
0.72431988
1.0384685
0.78439081
0.93575704
0.53870624
0.73310107
0.68077117
0.6793381
0.88583308
0.70225275
0.74124968
0.76824492
""
0.69227487
0.71613687
0.68527442
0.63848937
0.60063744
0.65890539
0.66903186
0.69137347
0.7288183
0.72959679
0.89780766
0.6329602
0.6753993
0.50835288
0.77168792
0.73532987
0.76882803
0.66350538
0.73167056
0.7070421
0.72747701
0.69295096
0.69809806
0.62749434
0.77206963
0.80082923
0.8409999
0.80232018
0.75792801
0.62930304
0.69813418
0.67387569
0.82936198
0.7728737
0.77958262
0.84142154
0.70143485
0.62290913
0.79582012
0.59252536
0.69384342
0.68806618
0.73084825
0.94514388
0.72001272
0.56997752
0.29111862
0.65548146
0.7914961
0.81051135
0.70511138
0.80340183
0.64468217
0.77848095
0.66890359
0.77409124
0.98950249
0.91274649
0.82201713
0.75345498
0.78912944
0.60582256
0.76362664
0.69503319
0.75516498
0.57844222
0.72573
0.70829332
0.73553121
0.67180258
0.6199702
0.68741107
0.63479322
0.68499547
""
""
0.56065995
0.69088781
0.82077879
0.68470591
0.67419177
0.67400533
0.74446845
""
0.94755661
0.75034821
0.76915896
0.76534426
""
0.7118333
0.70181328
0.81896853
0.69567376
0.71719396
""
""
0.81366277
0.79745048
0.72031814
0.63988662
0.69732463
0.92170101
0.79668272
0.80184966
0.81287849
0.99697638
0.84454125
0.9315083
0.69936812
0.78641957
0.5827691
0.87058264
0.61667889
0.74401706
0.73576432
0.75073403
0.84039479
0.54563636
0.78492081
0.47036269
0.67392796
0.76275861
0.73970127
1.0349679
0.68447733
0.74092436
""
0.70529777
0.80443513
0.82715404
0.74426836
0.63612044
0.72247124
0.75701445
0.66818869
0.67901605
0.55359644
0.77703112
""
0.67313051
0.64168286
0.80502278
0.78617764
0.70533252
0.81606913
""
0.86673683
0.79020059
0.61831474
0.74588972
0.77737087
0.34763169
""
0.67382401
0.72059816
0.7799657
0.4286449
0.74120188
0.79696369
0.72530031
0.79203629
0.70096064
0.726179
0.56822622
0.48181924
0.90160203
0.53179109
0.72400582
0.65987813
0.79696327
0.69857043
0.7509923
""
0.74239218
0.74797547
0.78622538
0.63596433
""
0.70369762
0.79928356
0.70269221
0.76950854
0.54921609
0.82656389
0.66475672
0.86482394
0.45748237
0.95582622
0.75974458
0.78241402
0.85430294
0.86967665
0.78075004
1.0805203
0.8759917
""
0.78979886
0.91004527
""
0.76825768
""
""
""
""
""
""
1.9676212
""
""
""
0.6864537
""
""
""
""
""
0.89446098
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76507276
0.79618835
0.9546774
1.0579329
""
""
""
""
""
0.77688682
""
""
""
1.2492741
0.62843698
0.75726813
""
""
0.94000733
""
""
0.79748505
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.014729
""
0.76268423
""
0.818748
""
""
""
0.82858413
0.8502118
1.0284048
0.63167489
0.73956776
0.9419952
""
0.7504034
0.92415124
1.4304645
0.98963141
0.94651347
0.84534311
0.8111608
0.66766948
0.79212481
1.0964845
""
""
0.71090025
""
""
""
""
0.80402201
""
1.2178781
0.75573051
0.69797045
""
""
""
0.77471918
""
0.64150327
""
0.82753772
0.77049631
0.46789616
0.76358557
""
""
""
""
0.77863985
0.99723023
""
0.74843836
""
""
""
""
""
1.0107876
0.80258703
0.72871894
0.75690943
""
""
0.76195198
0.80537319
""
""
0.71069813
""
""
""
0.87430978
""
""
""
""
0.82070708
""
""
0.76056379
""
0.82148552
0.2133757
0.79807657
""
""
""
0.58000046
0.87432963
""
0.96194899
0.044398043
""
0.76942188
1.1087054
0.65005177
""
""
""
""
0.49945903
""
1.0016392
0.82106954
1.0258914
""
0.78531879
0.7112121
""
0.77607149
0.78807008
""
""
0.9660123
0.69134969
""
""
""
""
""
""
""
""
""
""
0.87389219
-0.10701779
""
0.63719678
""
""
""
0.78802299
""
0.4013772
""
""
""
""
""
0.86540568
""
""
0.76342565
""
0.7016077
""
""
1.2148539
""
0.54758108
""
""
""
""
""
""
""
""
""
0.76723117
""
""
""
""
""
""
""
""
""
0.66137683
""
""
""
""
""
0.85178882
""
0.91104734
""
""
""
0.73603636
""
1.010974
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89874333
""
""
""
0.60716963
0.67616844
""
""
""
""
""
""
""
""
""
""
""
""
0.80405664
""
""
""
""
""
""
0.77258778
0.74114436
""
""
""
0.75056165
""
""
1.0043955
""
""
""
""
""
""
""
""
0.64698124
""
""
0.89356923
""
""
""
""
0.53508979
""
""
0.85609508
""
0.72213978
""
""
""
""
""
""
""
""
""
0.89751005
0.30644602
""
""
""
0.81437618
""
""
""
""
0.60574532
0.74943256
