has_dad_black_female_mean_se
0.020651679
0.032760162
0.091520481
0.011340315
0.0081553767
0.017178215
0.0050103348
0.048181176
0.06169406
0.0085592689
0.0096087921
0.0039994265
""
0.030196328
0.012278497
""
""
0.01645631
""
0.013172789
0.0051213154
0.0049618385
0.0087514939
0.0077699767
0.0042897779
0.013987984
0.0087895198
0.0060301777
0.0037849306
0.012708925
0.0096828453
0.01184311
0.0041869222
0.0052680317
0.008699391
0.0071645449
0.011410031
0.010280209
0.01531554
0.013684363
0.0044580675
0.010246829
0.017855257
0.037018314
0.012387437
0.010079162
0.0031454547
0.0088597648
0.0043430752
0.0094857598
0.0078368811
0.00576826
0.0072100312
0.024359161
0.023084378
0.0049441964
0.014501411
0.036434758
0.029129775
0.0082516633
0.012670387
0.0058756978
0.020345919
0.025974538
0.059742514
0.04235661
""
0.061194461
0.042973775
0.064708754
0.010341205
0.0088090161
0.0070547392
0.009587938
0.013534579
0.051549744
0.010297394
0.021487933
0.020773077
0.003133496
0.0087834569
0.020740308
0.040516134
0.016708313
0.0052246433
0.026057145
0.023053043
0.009789207
0.0075563211
0.015938336
0.016393283
0.057097524
0.070663504
0.0087907612
0.084878631
""
0.02862685
0.012930037
0.0044595711
0.0077064247
0.009916814
0.0025006779
0.0046216794
0.010156499
0.0092967218
0.0044139815
0.0092254933
0.0043834979
0.014205121
0.01233411
0.010246312
0.0070891734
0.0044045919
0.012195827
0.0050531141
0.005759771
0.0050231228
0.01810299
0.023066338
0.017121011
0.0084225005
0.014089317
0.014602125
0.0098231081
0.013056429
0.0060817348
0.0060393191
0.014328731
0.012618816
0.013291469
0.0021914353
0.011200935
0.011360322
0.019016262
0.018024929
0.011190608
0.0070136264
0.0060856878
0.013952844
0.010363492
0.0070157312
0.015220405
0.019876856
0.015078792
0.0075995293
0.014318092
0.0097388877
0.0094151553
0.01057425
0.010647847
0.025658028
0.0042187767
0.0071287793
0.012130478
0.007289852
0.0053373622
0.014778658
0.0056909439
0.016074659
0.0307639
0.066309191
0.076215178
0.010289875
0.0028612374
0.020988777
0.0021789744
0.10456716
0.087247245
