hours_wk_other_male_mean
""
""
""
44.821186
""
""
40.235893
""
""
""
""
34.525188
""
""
""
""
""
""
""
""
""
33.831448
""
""
33.209053
""
""
37.373627
34.508072
""
""
""
33.046406
28.421967
""
31.178377
""
""
""
""
""
""
""
""
""
""
33.902325
""
36.581074
""
""
""
""
""
""
35.77417
""
""
""
""
""
38.024197
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.40374
""
""
""
""
30.745869
""
""
36.318905
29.656536
""
""
""
""
""
""
""
""
""
33.678215
26.368969
31.80995
32.967457
35.290928
""
31.610926
29.733232
35.205509
27.690821
""
""
""
""
31.483368
""
33.717144
40.164425
""
""
""
""
""
""
""
""
""
41.412056
""
""
""
""
34.758259
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.487938
""
""
33.420181
35.88084
""
""
""
""
""
""
""
33.534744
""
38.692184
""
""
""
26.971777
33.513523
30.664722
""
33.340534
""
""
28.182783
29.459869
""
""
""
""
30.671394
""
""
35.021862
""
""
""
""
""
29.555725
31.10128
""
""
""
""
""
36.375175
""
31.661802
""
""
""
""
32.023178
39.45586
""
""
""
""
33.098587
""
""
37.129639
32.718658
32.127434
30.074434
""
""
""
""
""
""
36.706207
""
""
""
34.166912
28.865273
34.854935
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.373196
""
""
34.361774
31.147667
""
""
""
""
""
32.190773
""
35.11771
""
36.728317
38.365162
35.244244
33.094925
34.496006
35.071842
37.518673
32.187263
40.681816
36.218792
""
""
""
""
""
33.692982
""
""
""
34.009624
""
""
35.335022
37.022533
""
32.736
31.861513
""
""
""
""
""
""
""
""
""
""
""
""
35.271954
""
""
""
""
""
""
""
""
""
""
""
""
""
33.638954
""
""
""
""
""
""
31.276529
""
""
""
""
35.483658
""
""
""
""
25.878725
32.022243
33.855732
""
34.242329
28.333677
""
""
33.532852
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.363028
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.878315
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.780552
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.65485
""
""
""
""
""
""
34.381744
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.193157
35.06168
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.117031
35.366379
34.911137
""
""
""
""
29.952793
""
32.869377
""
""
""
""
""
""
43.804131
""
35.916428
""
""
37.277103
41.165043
43.816639
""
35.227585
33.093502
""
""
36.051559
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.609154
""
34.969334
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.058506
26.470524
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.673809
33.311684
35.144672
""
""
""
""
34.916458
""
""
39.427151
""
""
34.376633
""
""
""
""
""
31.694582
""
""
""
""
""
""
""
""
""
""
""
""
36.157417
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.441616
36.177975
30.24625
""
""
""
""
""
36.271152
""
34.728405
""
33.208721
32.693317
""
""
""
""
""
30.799488
""
""
29.37929
""
""
""
""
""
""
""
32.341171
33.621059
""
35.042286
""
""
""
""
""
""
""
""
""
25.035761
33.23074
26.214832
""
24.279203
30.95602
27.263353
30.979458
30.161448
31.81082
35.129044
""
""
""
30.110012
31.858023
33.037102
32.618961
""
""
31.881897
""
33.996071
32.74976
""
""
""
""
31.850428
""
28.360531
33.264751
""
26.554707
""
35.128273
34.759499
""
""
""
""
""
""
""
""
34.074692
