lpov_nbh_natam_male_p75_se
0.13006495
0.14276764
""
0.10952062
0.12772048
""
0.068146728
""
""
0.1529839
0.12565906
0.060410626
""
""
0.16098541
""
0.11217755
0.11665674
""
0.089204691
0.12653084
0.01791467
0.081225842
0.1922726
0.056882553
0.2055807
0.090277456
0.098064035
0.065731749
""
""
0.17549846
0.068168074
0.075991355
0.10189642
0.09258306
""
""
""
""
0.10835506
""
""
""
""
""
0.067624107
0.053640053
0.08065822
0.15230033
0.092997171
0.12521242
0.17114516
""
""
0.094934352
""
0.16415228
""
0.21730609
""
0.099193491
""
0.20380959
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074144386
""
""
""
0.13980725
0.06751816
""
0.30768627
0.20084611
0.038066737
0.086782575
0.16224015
""
""
0.1690331
""
""
0.12872095
0.19082782
0.068875745
0.091876067
0.12789933
0.058986127
0.083214983
0.090643026
0.083681092
0.056440387
0.12429693
0.067033477
0.17323387
0.21782854
0.19685629
0.14086762
0.095454738
""
0.10276691
0.10897353
0.14756787
""
""
""
0.20683607
""
""
""
""
0.15552518
0.11717698
""
""
""
0.048073389
""
""
""
0.18726386
""
0.13224216
0.17851748
""
""
0.14681153
0.21609057
""
""
""
""
0.063757904
0.058489401
""
0.3907786
0.37710118
0.084788814
0.16516371
""
0.057534013
0.083289467
0.16938655
0.10972245
0.20941387
""
""
""
0.08172664
0.047904976
""
0.03094982
0.080136769
0.14422683
0.048478957
0.11279128
0.028335005
0.0729504
0.043532528
0.077040941
0.25309291
0.31987616
0.086401209
0.049939118
0.13972117
0.10684787
0.14054291
0.20704791
0.090267591
""
""
0.071612053
""
""
0.16105901
""
""
0.13739021
0.084820263
""
""
""
""
""
0.092730358
""
0.090762407
0.068042167
0.1403728
0.1118397
0.12360336
0.095067695
0.068065241
""
0.15902379
0.1250962
0.13577928
0.1294933
""
""
0.086603805
0.15975749
0.14790942
0.071909688
0.22499152
""
""
""
0.071816348
""
0.073775358
0.18609074
""
""
0.095121227
0.13706742
0.13142675
0.16731697
""
""
""
""
""
0.18977287
""
""
0.30023429
""
""
0.14963181
""
""
0.12798558
0.073532574
""
""
0.046050075
0.13366044
0.079567291
""
0.11539531
0.13622035
""
0.086800084
""
0.21319687
""
0.14911647
0.10106368
0.095472872
0.094602369
0.045710526
0.12330543
0.052522298
0.04987308
0.11633287
0.11650634
""
""
0.13787764
0.20148271
0.24929279
0.10236016
0.13409983
""
0.16434167
0.083386548
""
""
0.049224243
0.073474936
""
0.16151167
0.041704364
""
0.11542859
0.17139494
""
0.1388734
0.12303524
0.068546496
""
""
0.20313802
""
0.11470193
0.034471042
0.19202115
0.1081395
0.092423171
""
""
""
0.091522127
""
""
0.22803931
0.18480958
""
0.18862014
0.053443328
0.054277681
0.062920146
0.083050802
0.10891265
0.11402658
""
0.080848999
""
""
""
""
0.14644706
0.19465812
""
0.10110994
""
0.12784249
0.076214358
0.04051587
""
0.035118554
0.11116882
0.21635947
""
0.048332136
""
""
0.15291005
0.13841011
""
""
0.37149072
0.29391494
""
""
""
""
""
""
""
""
""
0.26565784
0.16521861
""
0.22105315
""
0.073119491
""
""
""
""
""
""
""
""
""
0.08794032
""
""
""
0.070632942
""
0.050070196
0.15476987
""
""
""
""
""
""
0.084768571
""
0.30317023
""
0.16864884
0.15770589
0.23671266
0.11292773
""
0.085010879
0.29427797
""
0.081063949
0.17841642
0.12327278
0.088049628
0.090634234
""
""
0.17074582
0.12948281
""
""
""
0.18042387
""
""
""
""
0.3193
0.17707646
0.14583692
""
0.10928067
0.14399512
""
0.11117813
""
0.066307567
""
""
""
""
""
""
""
0.11410782
""
""
""
0.063333176
0.17715029
""
""
0.087954603
0.20721292
0.16271137
""
0.15391319
0.21697305
""
""
""
""
0.097571179
0.091475479
0.13659906
""
""
0.081854336
""
""
""
""
""
""
0.054940857
""
""
0.14697558
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.094541214
0.036497056
""
""
""
""
0.20460086
""
""
""
""
""
""
""
0.11177567
""
0.12540114
0.066327311
0.046380606
0.13609567
0.14525892
0.15679012
""
0.051677097
0.15760018
0.040462028
0.14767604
0.26656386
""
""
0.11670955
0.22798629
0.097181283
0.13400714
0.047834042
""
0.18296658
0.029590907
0.024177257
0.041667249
0.08566419
0.01662348
0.061520319
0.18210672
0.099621527
0.089026175
0.13631278
""
""
""
0.24599756
""
0.1551208
0.11969408
0.10293143
""
0.12633124
0.13411866
""
""
""
""
""
""
""
""
""
""
""
0.16448554
""
""
0.057704788
""
0.056760393
""
""
""
0.14521894
""
""
""
""
""
""
0.14905684
0.091070279
0.24149062
0.094795883
0.032921996
0.082750537
0.2195747
""
0.14432155
""
""
""
""
""
""
""
""
0.16319402
""
""
0.12393576
""
""
""
""
""
0.14611734
""
0.11210588
0.038067374
0.032205723
0.12727559
0.086036302
0.11365798
0.14855312
0.055382077
0.14554913
""
0.050964933
0.12545757
0.071284078
0.020424476
0.054213896
0.056513932
0.27675748
0.044102043
0.14706127
0.027057374
0.15783814
""
0.093533941
0.11341041
0.15444103
0.11468468
0.068919688
0.084234864
0.091277115
0.098320782
0.065413833
0.16098192
0.048753478
0.080483444
0.094409876
0.13312618
""
""
""
0.064107783
0.060829531
""
""
0.089498252
0.067802995
""
""
0.14033619
0.1329198
0.16356765
""
""
0.064798512
0.071175963
0.15790485
""
0.37825799
""
0.09595003
""
""
""
0.082911514
""
""
0.21346624
0.030409487
0.17684259
0.021901121
0.10461817
0.044443917
0.14845209
""
0.016818095
0.032681249
0.089300342
0.018375341
""
0.19864526
0.28668541
0.083663419
0.22331525
""
0.11613534
0.077322394
""
0.20035377
""
0.068939626
0.039294682
0.10674711
0.087070726
""
""
""
0.13924825
""
0.13439281
0.090975463
""
""
0.068555869
0.067275293
0.096817583
0.083588421
0.10668801
0.056872942
0.046837647
0.050637409
0.078585863
0.032346062
0.041321207
0.093864463
""
""
0.058832038
0.056035865
0.030815503
0.041555557
""
0.10939182
0.033617351
0.15168715
0.073860578
0.019861415
0.094032846
""
0.14322443
0.10332441
0.053665802
0.082866222
