jail_natam_male_n
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
33.0
""
""
""
""
""
""
""
""
44.0
47.0
""
""
114.0
""
""
""
""
126.0
""
""
25.0
94.0
""
28.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
637.0
262.0
""
""
54.0
194.0
""
""
100.0
78.0
39.0
36.0
142.0
21.0
60.0
134.0
91.0
118.0
""
46.0
53.0
""
""
""
""
""
105.0
744.0
31.0
809.0
124.0
108.0
""
55.0
1789.0
102.0
892.0
631.0
210.0
""
63.0
59.0
""
""
""
148.0
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
57.0
""
""
""
""
""
98.0
""
""
""
""
""
102.0
""
""
""
187.0
""
""
93.0
""
""
136.0
58.0
58.0
191.0
""
148.0
35.0
57.0
205.0
36.0
25.0
""
756.0
43.0
""
""
94.0
49.0
""
""
51.0
23.0
25.0
260.0
67.0
""
338.0
305.0
""
309.0
422.0
44.0
130.0
53.0
47.0
56.0
207.0
43.0
126.0
""
41.0
95.0
142.0
129.0
37.0
38.0
""
129.0
""
105.0
39.0
39.0
120.0
""
117.0
""
""
""
47.0
""
""
""
""
""
""
""
""
""
166.0
""
""
""
""
147.0
""
""
""
""
""
""
""
""
135.0
""
""
""
29.0
58.0
""
""
""
32.0
""
""
68.0
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
52.0
""
27.0
45.0
""
""
71.0
76.0
""
""
33.0
28.0
""
43.0
21.0
""
34.0
""
67.0
136.0
""
""
""
37.0
26.0
""
""
""
95.0
105.0
""
""
""
""
""
""
""
""
""
22.0
""
93.0
""
""
""
""
""
28.0
45.0
24.0
""
""
""
26.0
26.0
""
86.0
""
""
47.0
""
113.0
23.0
62.0
47.0
82.0
65.0
""
""
""
38.0
28.0
53.0
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
23.0
""
43.0
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
""
""
86.0
""
80.0
""
22.0
65.0
""
""
""
34.0
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
47.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
258.0
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
24.0
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
65.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
""
""
36.0
32.0
""
""
29.0
""
""
""
""
""
""
45.0
""
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
78.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
197.0
""
81.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
35.0
26.0
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
105.0
""
38.0
86.0
""
""
""
""
""
""
31.0
""
""
""
35.0
""
""
42.0
""
""
""
""
""
""
""
34.0
40.0
""
""
216.0
""
""
22.0
""
""
""
""
""
""
""
22.0
29.0
""
""
22.0
""
""
""
45.0
""
""
""
""
20.0
22.0
""
65.0
86.0
""
""
""
""
52.0
""
22.0
""
22.0
""
""
82.0
97.0
""
""
""
""
""
""
""
92.0
37.0
""
33.0
""
39.0
""
22.0
""
48.0
""
26.0
33.0
31.0
39.0
""
""
