frac_below_median_white_male
0.51407087
0.58657926
0.71142071
0.43531069
0.32113573
0.51290965
0.35951084
0.56346893
0.57943648
0.40894088
0.412449
0.30046067
0.55732518
0.51046604
0.40314537
0.54772723
0.59203249
0.43819144
0.60946572
0.52857494
0.4555158
0.42671457
0.40169483
0.34192559
0.2454211
0.46166405
0.44484773
0.40369779
0.33237958
0.41410846
0.47421774
0.354002
0.24259983
0.29159203
0.44294268
0.49296579
0.54382867
0.4891575
0.49915716
0.50410146
0.34223509
0.5593757
0.50085008
0.58102769
0.49754003
0.36413589
0.34456265
0.42698339
0.32673565
0.4878242
0.42267025
0.44115865
0.46331272
0.65620595
0.38137516
0.39963257
0.43762922
0.5460332
0.38988343
0.47329551
0.42206889
0.39642394
0.52872062
0.55926716
0.64657098
0.56436211
0.72085971
0.62201232
0.67975938
0.69963652
0.46043894
0.47677693
0.41651055
0.41353759
0.5192067
0.56473202
0.47261736
0.5812425
0.51728803
0.28570548
0.50207859
0.47675312
0.61840695
0.41339862
0.34169084
0.48093978
0.51531243
0.47490165
0.36613157
0.55722851
0.49392059
0.57562876
0.56172407
0.42912322
0.62717915
0.59077966
0.5337674
0.49903435
0.4386355
0.4784551
0.44729155
0.34686866
0.37059432
0.42707285
0.41088292
0.38185403
0.503618
0.3684853
0.56285691
0.55527288
0.42366317
0.4318262
0.32369938
0.42995924
0.36770174
0.38658983
0.32675767
0.46843207
0.54578674
0.54566681
0.4952648
0.56996179
0.42159122
0.52286351
0.48439312
0.33009374
0.32142934
0.55265814
0.39442211
0.42470452
0.24292354
0.45711145
0.35506839
0.53895628
0.43120438
0.50371665
0.43208912
0.41402018
0.42029658
0.31778646
0.41619614
0.50782877
0.52566648
0.44970688
0.40327224
0.47172987
0.44245061
0.44536698
0.39165324
0.43843073
0.5625903
0.33890739
0.36384141
0.36370131
0.45091945
0.39905238
0.48724014
0.34177437
0.55518359
0.53851503
0.56052274
0.58037013
0.241891
0.23729718
0.39962649
0.15880328
0.35792762
0.40800068
0.46965194
0.33832034
0.23664324
0.25393283
0.45730653
0.34143275
0.49001759
0.44526577
0.32894519
0.28102407
0.40252277
0.4413918
0.48385477
0.49492097
0.35816431
0.53372818
0.42834276
0.30785537
0.58328313
0.35802165
0.38960409
0.6084553
0.50792009
0.5205313
0.34861785
0.46325195
0.48617306
0.44869885
0.39405397
0.36241832
0.29495937
0.33649659
0.33613044
0.38633305
0.34333879
0.34073335
0.39439347
0.29109553
0.27945727
0.39496785
0.41310075
0.35033283
0.44159412
0.33576176
0.5095486
0.46230578
0.23359048
0.41579497
0.32852221
0.30666178
0.46522874
0.52914947
0.40113121
0.46690857
0.54071647
0.53721792
0.34128645
0.44160196
0.45210019
0.48669365
0.33756399
0.41706529
0.4143694
0.38517439
0.6338743
0.46893284
0.59868956
0.50591999
0.63509512
0.41277772
0.66438639
0.58343178
0.5040893
0.43951157
0.43253106
0.39301917
0.52152199
0.38967395
0.33697087
0.34648907
0.49552605
0.3851096
0.27101174
0.42528531
0.47839281
0.35012537
0.46855518
0.44430584
0.47007027
0.28938612
0.454595
0.4105624
0.4599897
0.27264032
0.30836999
0.30273342
0.26754156
0.25741172
0.22045295
0.17815094
0.23766226
0.23003666
0.40096873
0.35369563
0.51622432
0.46964589
0.60679108
0.52360046
0.39641002
0.33659676
0.49445522
