kfr_imm_hisp_male_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39360258
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58395636
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44949201
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55404395
0.46078181
""
""
""
0.54677677
0.46549302
0.45956618
""
0.45932743
0.48303416
0.55162686
0.43341434
0.46701559
""
""
""
0.49722576
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62620318
""
""
""
""
""
0.46255672
""
""
""
""
""
0.55931205
""
""
""
0.53760791
""
""
0.52238327
""
0.45831355
0.51536804
""
0.43833095
0.49013025
0.52718592
""
0.48832139
""
0.51851314
0.48834917
""
""
0.49079061
0.49693176
0.51081187
""
0.35269585
0.48745632
""
""
0.51289731
0.53501171
""
0.49424529
0.50281352
""
0.48265091
0.48301995
0.49778497
0.47707018
0.48702526
0.49614334
0.49449676
0.52424532
0.52274036
0.51501894
0.50690424
0.49991634
0.60172778
""
""
0.51645082
0.50958341
0.46404451
0.51077741
0.37220913
""
0.50550193
""
0.5003798
0.52313793
0.54218537
0.48341116
""
0.5234825
""
""
""
0.52712476
""
""
""
""
""
""
""
""
""
0.46821442
""
""
""
""
0.47126204
""
""
""
""
""
""
""
""
0.50645596
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39046159
""
""
""
""
""
""
0.49349651
""
""
""
""
""
""
""
""
""
""
0.57934916
""
0.49085462
0.44506097
0.47617152
0.47721615
0.46653342
0.44664446
0.57622445
0.3948698
0.47589752
0.47102287
""
0.46526936
0.52265567
""
0.49131259
""
0.53076088
0.50024915
""
0.62310016
""
0.51563305
0.53132284
""
""
""
0.49037063
0.53309679
""
""
""
""
""
""
""
""
0.60944402
0.41443455
0.52906364
0.4823474
""
0.43091732
""
""
""
0.50697124
0.48532084
0.51713401
""
""
""
0.43125695
0.42785487
0.60112929
0.52095479
0.50434291
""
0.51350039
0.50470942
0.46819609
0.45383799
0.51429921
0.4700371
0.50528663
0.4893733
""
0.56649566
0.48001885
0.41504893
0.43506351
0.46542341
""
""
""
""
0.42598251
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55976027
0.52927065
""
0.54288191
""
""
0.45173457
""
0.45894417
""
""
0.52271575
""
""
""
""
""
""
""
0.48533753
""
""
""
""
""
""
""
""
""
""
""
0.59458321
""
""
""
0.46221823
""
""
""
""
""
""
0.5011571
""
0.51582801
""
""
""
""
""
0.49845004
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45861468
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53520864
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43568447
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
