staytract_asian_pooled_n
30.0
54.0
""
""
""
""
""
103.0
""
""
""
""
""
""
""
70.0
27.0
""
""
""
""
""
77.0
25.0
""
30.0
""
47.0
""
""
""
""
""
""
86.0
20.0
495.0
""
40.0
""
146.0
36.0
""
""
507.0
""
""
32.0
559.0
""
271.0
70.0
""
""
""
""
""
31.0
169.0
""
33.0
""
105.0
""
""
""
""
28.0
22.0
1396.0
""
""
""
""
199.0
""
""
131.0
25.0
65.0
175.0
""
""
39.0
""
""
""
""
""
37.0
""
""
""
""
""
""
""
197.0
81.0
36.0
""
""
""
5211.0
116.0
37.0
1236.0
127.0
30.0
90.0
161.0
""
""
""
189.0
""
""
""
""
""
""
""
""
""
""
""
29.0
93.0
26.0
""
""
""
""
40.0
""
""
62.0
""
""
""
""
""
23.0
""
""
49.0
""
""
""
""
""
""
""
57.0
""
""
25.0
25.0
""
""
""
""
""
""
""
""
""
""
61.0
""
425.0
""
""
69.0
27.0
""
543.0
""
""
""
30.0
""
235.0
33.0
""
23.0
21129.0
""
23.0
466.0
31.0
22.0
10134.0
56.0
280.0
5247.0
82.0
208.0
191.0
""
2486.0
502.0
48.0
32.0
85370.0
207.0
815.0
""
79.0
1387.0
""
""
2091.0
523.0
71.0
31029.0
814.0
""
6618.0
10736.0
129.0
9022.0
20445.0
17323.0
5731.0
485.0
12315.0
1258.0
28964.0
578.0
302.0
""
55.0
5783.0
1216.0
2058.0
852.0
66.0
""
1102.0
49.0
4023.0
871.0
366.0
1283.0
""
2077.0
""
""
""
615.0
205.0
""
""
""
""
""
""
""
""
1297.0
""
420.0
""
""
1177.0
25.0
31.0
""
""
""
""
""
""
1390.0
""
""
""
21.0
312.0
""
""
""
103.0
""
""
""
24.0
21.0
""
""
""
""
""
""
91.0
""
""
""
""
""
""
""
""
""
""
170.0
""
2334.0
1837.0
247.0
245.0
1428.0
598.0
226.0
99.0
219.0
1128.0
156.0
928.0
418.0
""
327.0
""
793.0
3450.0
""
142.0
121.0
436.0
155.0
38.0
23.0
""
2241.0
760.0
94.0
""
22.0
""
""
""
""
20.0
""
119.0
109.0
2035.0
""
103.0
29.0
""
""
269.0
436.0
339.0
""
""
""
273.0
238.0
120.0
2827.0
91.0
37.0
483.0
31.0
3080.0
452.0
1701.0
500.0
1824.0
575.0
47.0
141.0
245.0
207.0
306.0
1058.0
24.0
""
""
""
488.0
""
28.0
""
""
""
""
""
45.0
""
150.0
66.0
""
""
164.0
""
""
""
24.0
30.0
""
""
""
66.0
""
74.0
58.0
""
374.0
45.0
""
165.0
148.0
""
1331.0
""
1623.0
""
23.0
476.0
""
83.0
""
24.0
""
""
""
2615.0
""
""
64.0
128.0
""
""
24.0
""
""
""
""
262.0
77.0
132.0
""
1814.0
""
""
52.0
38.0
""
""
4150.0
89.0
205.0
""
""
""
22.0
""
315.0
211.0
""
62.0
""
""
""
""
""
""
""
""
42.0
24.0
131.0
""
""
113.0
""
""
""
""
""
""
""
""
""
""
""
""
""
330.0
35.0
37.0
""
61.0
""
""
""
""
""
""
""
""
""
""
307.0
132.0
""
""
""
53.0
""
""
31.0
""
""
""
""
""
""
36.0
31.0
32.0
""
""
41.0
""
""
""
21.0
30.0
67.0
28.0
""
""
""
""
""
""
89.0
""
""
""
""
1477.0
21894.0
788.0
2378.0
459.0
""
76.0
""
""
33.0
""
""
""
80.0
""
""
""
102.0
""
""
""
""
""
55.0
""
""
""
""
""
""
""
64.0
38.0
""
""
""
20.0
""
27.0
""
""
20.0
""
""
""
78.0
""
""
47.0
""
""
36.0
""
21.0
""
""
""
434.0
24.0
""
""
""
42.0
20279.0
""
""
98.0
""
""
7479.0
""
""
23.0
""
""
""
21.0
""
""
21.0
""
""
""
""
22.0
""
64.0
""
23.0
""
""
""
1096.0
97.0
93.0
47.0
2788.0
113.0
""
29.0
30.0
20.0
39.0
440.0
166.0
56.0
22.0
175.0
40.0
""
""
""
""
""
""
""
26.0
""
26.0
267.0
""
""
""
""
""
""
""
""
150.0
315.0
""
213.0
""
""
""
""
60.0
82.0
""
98.0
""
""
""
""
""
50.0
1523.0
48.0
566.0
""
""
452.0
105.0
""
""
27.0
""
""
29.0
75.0
""
""
""
""
""
""
22.0
75.0
22.0
221.0
""
53.0
""
""
""
""
50.0
""
458.0
40.0
""
119.0
""
65.0
26.0
33.0
""
""
""
""
106.0
21.0
60.0
""
506.0
74.0
""
68.0
1097.0
27.0
""
""
115.0
""
""
""
24.0
""
""
""
""
""
""
170.0
""
""
""
""
""
""
308.0
""
26.0
""
""
""
""
""
202.0
""
""
129.0
""
115.0
24.0
""
37.0
""
53.0
""
""
""
""
""
""
""
""
""
176.0
20.0
""
""
127.0
""
""
""
""
""
46.0
""
""
""
""
""
38.0
""
56.0
""
""
""
47.0
""
62.0
""
""
""
""
""
""
""
""
24.0
""
""
""
43.0
""
""
""
""
""
30.0
""
255.0
""
""
""
36.0
239.0
""
""
""
""
34.0
52.0
49.0
""
""
""
""
""
62.0
""
""
""
""
""
""
1020.0
50.0
31.0
""
""
264.0
""
27.0
195.0
""
""
""
""
37.0
34.0
""
""
35.0
""
24.0
297.0
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
80.0
22.0
""
""
""
159.0
""
""
25.0
""
192.0
103.0
""
101.0
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
1182.0
""
""
""
""
""
102.0
""
""
""
85.0
22.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
112.0
""
""
""
151.0
""
1307.0
95.0
168.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
326.0
""
""
""
""
20.0
""
""
78.0
""
29.0
""
""
""
""
27.0
""
""
""
42.0
""
""
""
""
65.0
""
""
""
""
""
59.0
""
""
""
359.0
""
""
42.0
""
""
""
""
""
""
""
26.0
""
234.0
""
""
""
31.0
""
""
30.0
""
814.0
24.0
""
84.0
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
45.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
22.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
115.0
""
""
""
""
""
""
22.0
""
65.0
""
""
""
""
147.0
203.0
150.0
""
""
""
""
""
""
869.0
""
""
""
""
""
228.0
""
""
1788.0
""
218.0
104.0
""
31.0
28.0
""
""
""
1437.0
97.0
58.0
""
154.0
""
""
""
121.0
60.0
""
""
37.0
41.0
62.0
125.0
214.0
61.0
""
159.0
""
154.0
97.0
""
""
""
""
""
""
66.0
36.0
331.0
""
""
77.0
""
""
""
82.0
""
33.0
32.0
""
""
172.0
58.0
1291.0
2404.0
77.0
""
174.0
90.0
288.0
26.0
374.0
""
444.0
2005.0
""
8316.0
3345.0
35.0
157.0
20.0
54.0
161.0
203.0
58.0
782.0
156.0
137.0
665.0
""
1570.0
76.0
573.0
251.0
6001.0
""
2612.0
467.0
2953.0
1622.0
""
""
109.0
""
""
""
""
29.0
79.0
""
239.0
""
134.0
42.0
""
""
""
""
72.0
""
""
20.0
163.0
""
440.0
24.0
""
49.0
""
23.0
30.0
20.0
735.0
43.0
""
""
60.0
94.0
327.0
""
976.0
""
""
61.0
""
65.0
141.0
""
""
1924.0
""
44.0
20.0
23.0
""
103.0
""
102.0
31.0
""
91.0
21.0
3803.0
""
""
""
""
""
""
540.0
""
""
199.0
105.0
56.0
20.0
""
44.0
35.0
42.0
945.0
3257.0
""
""
965.0
""
37.0
48.0
""
80.0
""
""
158.0
""
""
50.0
41.0
""
""
39.0
47.0
1198.0
""
33.0
""
""
30.0
41.0
""
4757.0
""
""
34.0
""
26.0
""
23.0
""
""
""
""
""
21.0
""
49.0
31.0
""
""
25.0
""
""
""
65.0
""
31.0
132.0
""
506.0
29.0
""
""
""
""
""
3656.0
""
21.0
""
101.0
""
31.0
172.0
327.0
86.0
""
193.0
47.0
""
""
21.0
""
""
""
23.0
706.0
""
""
84.0
120.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
84.0
43.0
""
""
""
""
36.0
616.0
224.0
""
""
""
""
304.0
""
""
""
23.0
""
20.0
32.0
41.0
""
""
29.0
33.0
""
44.0
94.0
""
""
""
""
""
""
""
44.0
""
25.0
""
""
""
""
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
49.0
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
295.0
59.0
22.0
""
23.0
""
58.0
""
""
68.0
""
""
22.0
""
301.0
""
51.0
""
""
""
""
""
""
""
""
""
39.0
""
""
270.0
""
""
""
""
""
""
""
""
899.0
75.0
107.0
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
34.0
55.0
""
155.0
""
88.0
""
""
""
""
""
""
324.0
""
""
23.0
2015.0
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
505.0
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
40.0
22.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
74.0
42.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
71.0
""
""
""
""
36.0
618.0
""
""
""
""
""
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
613.0
21.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
281.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
89.0
6802.0
36.0
42.0
""
""
""
""
""
43.0
""
""
""
""
1234.0
""
102.0
52.0
""
52.0
""
56.0
616.0
112.0
364.0
141.0
24.0
1174.0
8074.0
1323.0
2123.0
81.0
148.0
3106.0
577.0
4359.0
296.0
1713.0
8206.0
2462.0
2927.0
826.0
1963.0
69.0
2146.0
221.0
2173.0
163.0
971.0
""
38.0
""
""
102.0
""
105.0
32.0
""
""
""
""
24.0
""
29.0
""
32.0
""
95.0
""
""
""
92.0
44.0
""
100.0
""
""
""
""
""
35.0
631.0
26.0
3609.0
391.0
67.0
52.0
90.0
82.0
25.0
49.0
57.0
33.0
34.0
708.0
1126.0
""
29.0
35.0
48.0
31.0
""
45.0
129.0
14101.0
""
50.0
44.0
1675.0
34.0
7764.0
11655.0
144.0
284.0
897.0
97.0
560.0
34.0
77.0
42.0
109.0
28654.0
160.0
2548.0
1897.0
46.0
261.0
307.0
""
""
35.0
95.0
3764.0
102.0
51.0
201.0
205.0
50.0
37.0
81.0
3413.0
32.0
""
142.0
30.0
""
24.0
""
""
24.0
""
""
34.0
150.0
326.0
151.0
34.0
""
40.0
""
461.0
25.0
""
""
""
84.0
""
134.0
571.0
""
""
170.0
22.0
""
425.0
""
324.0
20.0
222.0
""
""
24.0
""
1039.0
30.0
57.0
""
64.0
""
25.0
""
167.0
""
50.0
""
33.0
25.0
29.0
39.0
""
""
""
2218.0
""
55.0
39.0
51.0
140.0
""
252.0
273.0
""
42.0
""
""
""
119.0
""
118.0
55.0
54.0
50.0
152.0
23.0
20.0
23.0
122.0
""
32.0
""
""
""
121.0
""
1663.0
""
""
""
148.0
23.0
30.0
""
""
""
""
""
""
""
""
""
35.0
110.0
""
""
""
""
""
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
98.0
38.0
58.0
58.0
28.0
25.0
""
560.0
""
""
86.0
118.0
""
27.0
24.0
27.0
2199.0
22.0
31.0
221.0
52.0
112.0
""
2147.0
22.0
""
57.0
313.0
32.0
1134.0
86.0
""
""
""
""
""
""
25.0
""
""
31.0
241.0
""
97.0
""
205.0
534.0
26.0
130.0
57.0
144.0
""
""
85.0
""
753.0
""
""
41.0
""
21.0
""
""
23.0
""
115.0
23.0
""
106.0
34.0
37.0
21.0
38.0
43.0
248.0
728.0
136.0
40.0
36.0
""
""
194.0
37.0
63.0
27.0
134.0
21.0
""
""
""
""
""
""
""
""
310.0
33.0
""
""
""
610.0
""
279.0
""
""
22.0
24.0
""
""
""
61.0
""
22.0
""
""
""
""
""
""
52.0
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
65.0
""
""
""
1715.0
""
""
""
""
77.0
""
""
22.0
""
""
44.0
""
""
27.0
""
""
925.0
58.0
77.0
""
""
""
""
194.0
936.0
48.0
36.0
72.0
""
20.0
103.0
82.0
""
""
""
""
175.0
""
60.0
46.0
""
465.0
51.0
107.0
38.0
503.0
""
3465.0
103.0
""
""
82.0
28.0
""
27.0
2269.0
""
99.0
78.0
1476.0
""
58.0
""
451.0
75.0
29.0
1635.0
98.0
75.0
""
32.0
198.0
826.0
""
39.0
22.0
41.0
42.0
461.0
522.0
1678.0
20.0
242.0
34.0
""
123.0
""
""
""
36.0
""
""
240.0
771.0
53.0
155.0
698.0
262.0
69.0
22.0
81.0
23.0
166.0
3060.0
23.0
458.0
32.0
""
5236.0
27.0
""
71.0
24.0
29.0
""
""
""
20.0
26.0
27.0
100.0
31.0
285.0
""
457.0
47.0
247.0
101.0
1567.0
136.0
""
105.0
""
88.0
""
""
82.0
332.0
""
357.0
31.0
""
""
""
""
22.0
""
140.0
""
""
87.0
21.0
494.0
41.0
""
168.0
""
28.0
29.0
""
""
272.0
""
24.0
""
""
30.0
56.0
66.0
479.0
""
477.0
121.0
""
""
211.0
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
176.0
""
""
98.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
67.0
59.0
""
""
""
""
20.0
""
""
""
""
53.0
""
""
1182.0
""
""
27.0
""
""
""
""
""
""
""
""
""
27.0
489.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
498.0
""
""
""
""
""
21.0
47.0
""
""
53.0
""
""
30.0
""
""
219.0
""
""
""
""
""
""
""
41.0
""
24.0
25.0
468.0
""
""
44.0
1263.0
""
""
102.0
114.0
26.0
""
""
""
""
""
68.0
""
23.0
""
157.0
61.0
""
20.0
65.0
65.0
""
""
""
""
""
""
26.0
""
""
579.0
1963.0
""
""
""
60.0
592.0
234.0
""
""
""
26.0
""
""
""
69.0
""
207.0
""
""
""
""
24.0
25.0
""
""
""
""
""
2788.0
""
""
41.0
""
""
33.0
163.0
""
""
""
""
""
""
7901.0
""
""
""
1717.0
""
""
""
""
""
""
108.0
""
64.0
680.0
21.0
""
""
""
""
""
""
5219.0
""
""
""
""
636.0
""
""
""
""
""
""
71.0
109.0
""
124.0
""
""
""
""
""
""
16506.0
28.0
""
""
53.0
""
""
369.0
""
""
30.0
""
""
28.0
""
42.0
""
""
""
""
""
""
864.0
""
""
98.0
""
""
65.0
""
""
""
33.0
""
""
""
38.0
""
26.0
""
23.0
""
""
""
""
40.0
""
""
""
""
""
267.0
""
""
194.0
""
""
""
""
""
133.0
31.0
""
""
167.0
""
""
""
""
419.0
43.0
""
""
40.0
20.0
""
""
435.0
""
""
101.0
32.0
""
60.0
""
""
""
377.0
""
""
132.0
""
""
""
""
""
""
""
95.0
""
""
""
""
""
48.0
""
""
""
""
""
""
144.0
""
21.0
""
""
""
""
""
5180.0
197.0
""
""
""
22.0
121.0
2058.0
""
""
""
""
""
21.0
""
99.0
29.0
""
""
40.0
74.0
25.0
""
275.0
""
""
663.0
""
""
""
21.0
""
""
""
""
""
52.0
122.0
""
""
423.0
""
""
""
""
""
""
""
""
""
""
""
1869.0
""
""
""
""
34.0
""
298.0
""
48.0
""
253.0
""
20.0
""
233.0
""
22.0
""
""
""
""
25.0
39.0
35.0
42.0
""
166.0
""
""
""
""
1158.0
39.0
""
49.0
""
""
""
""
""
36.0
""
""
""
""
832.0
""
""
34.0
""
""
""
""
10764.0
40.0
""
""
""
62.0
""
23.0
""
""
""
""
""
92.0
866.0
23.0
""
26.0
96.0
""
23.0
""
""
""
1037.0
""
""
""
""
""
""
106.0
""
""
""
""
""
""
""
""
24.0
""
""
84.0
1581.0
23.0
""
""
148.0
""
31.0
""
""
21.0
""
""
154.0
228.0
""
""
41.0
24.0
""
""
""
""
281.0
653.0
""
""
74.0
478.0
93.0
""
38.0
""
350.0
76.0
""
37.0
""
326.0
88.0
42.0
""
91.0
131.0
60.0
""
470.0
660.0
""
28.0
41.0
