kir_white_male_p1
0.35120103
0.37653491
0.40453318
0.34675899
0.34060124
0.3953706
0.38533354
0.34031457
0.344282
0.30766603
0.36052725
0.53851628
0.39967668
0.37201825
0.31183982
0.37073001
0.38185516
0.30882907
0.44584712
0.37504074
0.42550004
0.36463001
0.35009867
0.36044151
0.35331643
0.37615544
0.3971093
0.28885925
0.31956261
0.32423714
0.31192735
0.37069622
0.36447704
0.34495175
0.36185715
0.34356049
0.35388616
0.40461957
0.36219928
0.3640106
0.35759744
0.30043504
0.36887196
0.27883592
0.33015049
0.43518853
0.33130229
0.33463764
0.39695576
0.47432828
0.34497574
0.3555373
0.43249851
0.44315293
0.42769158
0.37005928
0.31299451
0.37654307
0.37962908
0.65129566
0.31544572
0.35239896
0.38877672
0.35297096
0.49713939
0.37769184
0.32158199
""
""
0.44396144
0.40235162
""
0.31145352
""
0.49009115
0.92205948
0.41243246
0.40887108
0.4923301
0.49720269
0.60267341
""
""
0.46774668
0.4930962
0.5107801
""
0.39619535
0.3214066
0.49438071
""
0.57360852
0.57966524
0.52076536
""
0.45834514
0.49740592
0.41712615
0.44017139
0.43027771
0.43048266
0.55264002
0.35555637
0.41629511
0.3966006
0.44597051
0.39403179
0.37845346
0.48752528
0.42403388
0.39968845
0.4014917
0.37760165
0.3539905
0.39724532
0.31664437
0.39720598
0.46958634
0.41033408
0.38947517
0.37405932
0.38364312
0.37820175
0.48541567
0.42121202
0.32703701
0.35532624
0.35726395
0.37466291
0.36090347
0.42289841
0.40454593
0.34695455
0.33879957
0.37054551
0.33813521
0.31219214
0.37350902
0.32387385
0.39196372
0.31034338
0.36331442
0.34047431
0.29375964
0.3574757
0.32975551
0.39793736
0.35271055
0.34190339
0.34903854
0.37136331
0.40995607
0.31062788
0.3315486
0.3713544
0.3559334
0.38189492
0.3567425
0.31546906
0.34075356
0.39385802
0.42581493
0.36274925
0.36677667
0.32839796
0.33068457
0.29806876
0.38817111
0.36308911
0.4295862
0.35369933
0.35983896
0.40884456
0.32414785
