kfr_29_asian_pooled_p25
0.70319319
0.56181616
""
""
""
""
""
0.45389268
""
""
""
""
""
""
""
0.50226158
0.44201547
""
""
""
""
""
0.44198141
0.52248359
""
0.37986454
""
0.47379935
""
""
""
""
""
""
0.44697034
0.63129461
0.52461457
""
0.55876303
""
0.58091098
0.4865146
""
""
0.55134463
""
""
0.60858744
0.51283687
""
0.49785051
0.57217479
""
""
""
""
""
0.58078188
0.5484767
""
0.46150273
""
0.51894379
""
""
""
""
0.39417738
0.56723261
0.51902741
""
""
""
""
0.49836951
""
""
0.54088807
0.54740119
0.47530019
0.50429207
""
""
0.52472848
""
""
""
""
""
0.64745158
""
""
""
""
""
""
""
0.51941544
0.52954173
0.65573275
""
""
""
0.52051806
0.54867464
0.5665772
0.48212671
0.48557901
0.43429577
0.50788271
0.48901695
""
""
""
0.52680963
""
""
""
""
""
""
""
""
""
""
""
0.48609668
0.42029795
0.36591098
""
""
""
""
0.49369422
""
""
0.52297425
""
""
""
""
""
0.38260868
""
""
0.40323517
""
""
""
""
""
""
""
0.56189656
""
""
0.56047797
0.54578722
""
""
""
""
""
""
""
""
""
""
0.51301956
""
0.50536531
""
""
0.44331023
0.51767552
""
0.46007845
""
""
""
0.50282377
""
0.47897005
0.5168851
""
0.43637401
0.5665617
""
0.58178359
0.52679372
0.65259731
0.61497116
0.53670925
0.54618704
0.51627755
0.49661162
0.56335008
0.44372138
0.59240484
""
0.51458025
0.5277372
0.58311087
0.47103694
0.53828251
0.50900429
0.53278041
""
0.47078294
0.50834203
""
""
0.52892238
0.48676047
0.45895058
0.53279662
0.51006007
""
0.51758927
0.52333272
0.51822942
0.52325499
0.52702993
0.56742805
0.50819206
0.531434
0.55901819
0.51707262
0.55571991
0.49721193
0.50175333
""
0.53170508
0.53872275
0.52807951
0.52233267
0.52401119
0.51481152
""
0.49765977
0.55896825
0.54416901
0.5516504
0.50622565
0.4978531
""
0.50600398
""
""
""
0.51260185
0.53571099
""
""
""
""
""
""
""
""
0.49614525
""
0.54075891
""
""
0.50159973
0.4877567
0.36035442
""
""
""
""
""
""
0.51753324
""
""
""
0.50493962
0.51148772
""
""
""
0.54779887
""
""
""
