staycz_white_male_mean_se
0.034995463
0.057501953
0.029846393
0.025605578
0.024337044
0.032597631
0.029046139
0.038007345
0.022118075
0.028651047
0.042582132
0.056724351
0.043599125
0.048396185
0.02705186
0.031042093
0.032968782
0.042801853
0.024168203
0.026323264
0.022336379
0.025071604
0.030123871
0.037849471
0.027471073
0.029632429
0.037797805
0.032188024
0.027291631
0.03523038
0.027543942
0.031264842
0.031496059
0.025192885
0.033191122
0.037575997
0.042763244
0.032104872
0.084385514
0.026960626
0.026505101
0.027012503
0.037049867
0.04688558
0.093571156
0.084421322
0.064834543
0.045121148
0.058970358
0.058422096
0.047286659
0.041758765
0.052969389
0.032879587
0.033361848
0.033341445
0.024736324
0.025756367
0.034492049
0.030028543
0.033689685
0.024813212
0.029730894
0.023755439
0.021714687
""
0.076267168
0.076671749
0.053047653
0.048732735
0.059517801
0.063148707
0.046677303
0.04108046
0.04749237
0.061832298
0.066747755
0.053605188
0.045950592
0.046039112
0.054191209
0.081607983
0.032234568
0.068489335
0.041790657
0.031009225
0.024294654
0.03779633
0.028470363
0.0316322
0.032432824
0.027419519
0.029148767
0.02417255
0.024420727
0.026227411
0.07511571
0.04108274
0.034600265
0.030916627
0.031565983
0.030001253
0.024126366
0.030778179
0.028430561
""
0.040742021
0.045168653
0.04238373
0.036879994
0.037830833
0.072350211
0.031588849
0.036638886
0.03604563
0.054528244
0.039219592
0.034491573
0.03735191
0.043022051
0.035214175
0.028703693
0.026756994
0.032710582
0.033272695
0.030525317
0.024847228
0.043402649
0.040036459
0.028928537
""
0.043609831
0.04230753
0.084630303
0.053734429
0.084095456
0.040169418
0.08117459
0.046968322
0.035850272
0.036376692
0.10102642
0.087101057
0.033564966
0.049808774
0.039172571
0.048377443
0.042836167
0.039427202
0.038509682
0.030615803
0.0569533
0.053640183
0.037436005
0.055980034
0.042143408
0.079729088
0.060846098
0.048927456
0.053185649
0.041814886
0.045517635
0.024217138
0.024387361
0.049071062
0.034297649
0.041406248
0.081017517
0.05195111
0.024318337
0.0406386
0.030626226
0.030713525
0.031471591
0.031369906
0.034633763
0.030547036
0.031542301
0.034768157
0.088592142
0.054186586
0.058207195
0.065687954
0.05549131
0.054845024
0.044193987
0.070389546
0.037077159
0.037103646
0.04343196
0.048814207
0.040010307
0.050896071
0.041368295
0.037956815
0.05495555
0.046790104
0.063120395
0.05611477
0.057123028
0.040000137
0.058430567
0.053969931
0.049989469
0.040257551
0.083851233
0.074898064
0.028960818
0.023516186
0.027485212
0.025854053
0.025816575
0.028501226
0.026845887
0.027065378
0.024853749
0.024378575
0.032449089
0.04629603
0.02998526
0.034023009
0.030653547
0.024536455
0.039383471
0.03613716
0.025748188
0.039481271
0.05182568
0.052988295
0.045328688
0.046871841
0.046201248
0.036994301
0.032384463
0.034309871
0.035957672
0.043158289
0.037595253
0.033760235
0.030071272
0.048063301
0.048115477
0.055228822
""
""
0.066475436
0.038572732
0.048514843
0.058224387
""
0.10069317
0.077685528
""
0.078630298
0.030700771
0.035392921
0.027249992
0.028463248
0.031842962
0.028122989
0.024363089
0.03982849
0.037722692
0.033522341
0.038449213
0.047940016
0.033056423
0.042093322
0.025060052
0.031941809
0.044546928
0.026397513
0.029805113
0.02926746
0.035286754
0.033100743
0.032902438
0.029793542
0.036792941
0.032191362
0.030104831
0.062728062
0.034132633
0.030654069
0.033367526
0.036548022
0.070749685
0.042996556
0.05424365
0.039008163
0.069441177
0.038484819
0.040402442
0.10420889
0.036508262
0.039111882
0.032352891
0.057023786
0.068173885
0.031954072
0.075625151
0.032185145
0.041171949
0.040110704
0.052235685
0.058510099
0.038294822
0.026107376
0.034892686
0.036965605
0.029429503
0.025490347
0.027193643
0.029522249
0.031680819
0.031605754
0.033681396
0.039301638
0.03128095
0.028540876
0.031683534
0.052020859
0.036127564
0.035615064
0.03943672
0.036541067
0.038433969
0.03499838
0.035333958
0.040164251
0.033847734
0.040653251
0.049264271
0.049979012
0.060973004
0.027491935
0.031680591
0.047066931
0.030251801
0.029534014
