working_white_pooled_mean
0.75110012
0.74294597
0.69549668
0.75417382
0.78475183
0.78118509
0.77607679
0.7536813
0.76979059
0.76892042
0.760665
0.7816751
0.74470907
0.75013357
0.77346611
0.7524997
0.73371029
0.76081091
0.72906613
0.7671032
0.76037687
0.76198137
0.74950725
0.79804438
0.79062152
0.78454572
0.78112769
0.77047575
0.78921092
0.7727834
0.79794997
0.8028236
0.8060829
0.797916
0.79355145
0.75050205
0.73326832
0.73860186
0.7586959
0.75999475
0.76389283
0.72355258
0.71068513
0.71525103
0.75077927
0.76280838
0.77417582
0.76599854
0.78007025
0.77535969
0.75871718
0.75850749
0.75297153
0.75123942
0.78997457
0.76388741
0.75368881
0.75604171
0.75720698
0.7613098
0.77349281
0.76976711
0.77876186
0.74799407
0.72008413
0.74049491
0.69859886
0.68685204
0.75186223
0.70568907
0.75795966
0.75383723
0.77258718
0.78360236
0.76270133
0.75540572
0.7792865
0.74837691
0.76947856
0.76845092
0.76086652
0.75917155
0.75726998
0.77559352
0.76991004
0.76761508
0.76159966
0.75284117
0.76075584
0.74470538
0.75408506
0.74824607
0.73932421
0.75645375
0.73286599
0.72230691
0.75688189
0.75463319
0.76108468
0.76468861
0.76922554
0.77345288
0.77391714
0.77920705
0.76442105
0.77695376
0.76507735
0.76785463
0.76156056
0.75428563
0.77030545
0.77935177
0.78481358
0.76355982
0.77017313
0.76161963
0.76571625
0.76444507
0.76426625
0.73597288
0.76653481
0.76417518
0.75349391
0.74358302
0.73466367
0.76925236
0.76674592
0.7554484
0.75083864
0.75892615
0.772053
0.74603873
0.75736636
0.75084037
0.75678486
0.75596553
0.75069147
0.74791592
0.78927588
0.76938033
0.78244013
0.75479358
0.75668132
0.7551468
0.77414119
0.77834696
0.76457942
0.76504177
0.76164865
0.76545089
0.72665459
0.75562733
0.76584643
0.77483505
0.75899363
0.75512117
0.77405375
0.76508278
0.77576268
0.75488603
0.67655957
0.72281408
0.78487605
0.80108857
0.79317898
0.80929053
0.82140779
0.83583778
0.80365139
0.78938401
0.78865796
0.80961162
0.79308331
0.8035661
0.77913022
0.7897622
0.799986
0.80356336
0.79296654
0.78217375
0.79322129
0.77810848
0.80162001
0.7664789
0.77474755
0.80833948
0.75830871
0.81962979
0.78004074
0.73755813
0.74804586
0.79467267
0.80646145
0.81240201
0.80130225
0.79251063
0.83075708
0.8471632
0.81801015
0.82787782
0.80674309
0.7847681
0.8057856
0.80171669
0.78978896
0.81711555
0.80075037
0.80148846
0.8037774
0.8051939
0.77125418
0.82478541
0.80551857
0.81333035
0.80796707
0.79282004
0.81894541
0.80876607
0.78385156
0.786928
0.80523229
0.81033254
0.74533737
0.74206877
0.79272097
0.80228359
0.81063414
0.81241071
0.81919479
0.80188692
0.8099308
0.78589475
0.78767091
0.78620028
0.76840496
0.76213878
0.73469567
0.77293682
0.73834956
0.68333292
0.75020671
0.79363233
0.80140001
0.78961504
0.79519802
0.80003023
0.77048993
0.82522315
0.79936886
0.81100816
0.83562416
0.80289501
0.80612379
0.83139217
0.79305106
0.80706549
0.81881446
0.83161849
0.80690956
0.82230431
0.81440121
0.83296233
0.79822433
0.82108468
0.80770755
0.8004089
0.81011796
0.82010305
0.81244624
0.80836082
0.7939688
0.77883917
0.78947651
0.77942741
0.72754997
0.80654442
0.79833955
0.82014585
0.80796444
0.80833775
0.82307148
0.76559752
0.79140311
0.82302058
0.81398147
0.79674035
0.82288599
0.82203251
0.80960041
0.8239553
0.79327816
0.83368832
0.82960528
0.8350417
0.8327775
0.85607082
0.87099427
0.86480176
0.85430348
0.85483706
0.8459298
0.83353078
0.82541311
0.85673237
0.85213339
0.83610928
0.85840827
0.84995341
0.84663421
0.84499431
0.84021622
0.84250277
0.81467581
0.85793096
0.85221398
0.85549563
0.83580083
0.85023338
0.84647489
0.84719473
0.84223205
0.84419817
0.85964036
0.8020457
0.82486886
0.76780641
0.8183645
0.83429563
0.8247084
0.83263516
0.84470421
0.81261086
0.82444674
0.84062344
0.81357282
0.81765682
0.81882316
0.78375715
0.7893995
0.81903505
0.80415368
0.82535636
0.82615525
0.80954528
0.81924278
0.76908994
0.75177413
0.75179178
0.74460793
0.75948435
0.78346682
0.78320795
0.78451812
0.7712999
0.82558042
0.79482991
0.7669847
0.79152942
0.74082094
0.75637811
0.7555843
0.8433789
0.83951908
0.80547488
0.83118832
0.80910701
0.8078562
0.80987507
0.82441705
0.8261041
0.82360399
0.77872533
0.86665469
0.85259008
0.83715093
0.8866331
0.84228271
0.8524785
0.80606318
0.83020425
0.82022262
0.72514629
0.77337849
0.79291296
0.82865095
0.88345742
