married_natam_pooled_mean
0.30678064
0.28740025
""
0.31791237
0.41897434
""
0.30443653
""
""
0.45098925
0.30213785
0.35210207
""
0.30118591
0.34743708
""
0.34169167
0.25100645
0.2809144
0.27589834
0.24308746
0.27787468
0.39579061
0.15069261
0.43522391
0.2231908
0.41781661
0.38019413
0.33628181
""
0.37669694
0.42791981
0.35771024
0.38316247
0.26556051
0.42720696
0.35320854
0.29724601
""
""
0.21155244
0.25768813
""
""
""
""
0.32213154
0.46994644
0.39308333
0.36828497
0.42081794
0.38385874
0.33523026
""
""
0.46371055
""
0.53062356
""
0.15093037
0.38852224
0.42001584
""
0.46705219
0.60156155
0.33636153
""
""
""
""
""
""
""
0.63543445
0.44512829
""
0.30719191
0.26423249
""
0.35692114
0.3179203
0.33223462
""
0.43261003
0.36627039
0.39740944
0.36213961
0.4399493
0.61875576
0.62338257
0.49305815
""
0.26744622
0.44070458
""
""
0.32899886
0.40303367
0.35583493
0.2630415
0.28443134
0.23039548
0.28153008
0.34500805
0.35525683
0.38100526
0.44832367
0.35028356
0.469989
0.37358639
0.35633928
0.3471233
0.42173907
""
0.43739229
0.39018738
0.36453408
""
""
""
0.38846877
""
""
0.35070154
""
0.27914426
0.459052
""
""
""
0.39685664
0.60113591
0.28114194
""
0.29145741
0.3817955
0.38027054
0.28483576
""
0.40889561
0.33310041
0.3805078
""
""
0.2074592
""
0.53213716
0.1935719
""
0.18185706
0.30334598
0.42532465
0.39323023
""
0.42528456
0.37885329
0.32665294
0.39910993
0.56840789
0.56156659
""
""
0.37597913
0.28355193
""
0.33767042
0.40777683
0.27927041
0.43145517
0.36642581
0.35496411
0.37917832
0.26679951
0.33052567
0.49468294
0.36751035
0.38709772
0.38304421
0.4093245
0.3516528
0.48865804
0.30512851
0.33137953
""
""
0.33089396
""
""
0.34050125
""
""
0.46251041
0.35326055
""
""
0.14647861
0.41351405
0.44372076
0.3550688
""
0.34944969
0.37884644
0.36571991
0.46731195
0.39839086
0.45630944
0.3542161
0.19409451
0.39619806
0.44419205
0.3218053
0.30405867
""
""
0.30759412
0.36363277
0.32828724
0.33219537
0.36297169
0.35416242
""
""
0.33782375
""
0.37610906
0.34912083
0.66315371
0.58568496
0.34050891
0.37269491
0.30215409
0.44324732
""
0.27153653
""
0.46312135
""
0.45670733
""
""
0.31739014
""
0.20753992
0.51416004
""
""
0.51930374
0.33221659
0.28175524
0.33178553
0.29926407
0.45350075
0.31697977
""
0.4303697
0.22856364
""
0.36687061
""
0.41266897
0.45955464
0.36075178
0.47936979
0.36150908
0.29943973
0.26213124
0.41171068
0.29216257
0.30796033
0.33887377
0.41206342
0.47077352
""
0.28867888
0.31098032
0.35370862
0.3942253
0.27057084
0.17147104
0.38673759
0.27511799
""
""
0.35657638
