comcoll_hisp_male_p75_se
0.14469603
""
""
0.11645188
0.11392889
""
0.10652264
""
""
0.26820889
0.18356459
0.055387892
""
""
0.15989794
""
""
0.16941005
""
""
0.16970439
0.071259812
0.15677625
""
0.048812587
""
0.21156709
0.099731185
0.046394285
""
""
""
0.067486793
0.083154343
""
0.093189634
""
""
""
""
0.17482075
""
""
""
""
""
0.057546753
0.11115545
0.11386798
""
0.11908996
0.09247677
0.13653612
""
""
0.10973115
""
""
""
""
""
0.090107925
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067148954
""
""
""
0.13038844
0.076294795
""
""
0.12166189
0.083427615
0.25746962
""
""
""
0.15663181
""
""
""
0.14578602
0.02400366
0.067880116
0.071382217
0.013885595
0.041587207
0.065744154
0.054701209
0.029425234
0.09161894
0.053567056
""
0.10627072
0.090754174
0.12477984
0.08799877
""
0.086109929
0.094702184
0.087047733
""
""
""
0.21786596
""
""
0.20837633
""
0.089901105
0.11564173
""
""
""
0.033528898
""
0.17146361
""
0.13249694
""
0.093062334
0.12006091
""
""
0.09597601
0.17242944
""
""
""
""
0.12502171
""
""
""
""
0.097853504
""
""
0.069573507
0.12304369
""
0.15217775
""
""
""
""
0.093493007
0.04592979
""
0.020783868
""
""
""
0.087520912
0.024198284
0.06233377
0.10473678
0.055794396
""
""
0.081481032
0.043055791
""
""
""
""
0.065748103
""
""
0.052936994
""
""
0.12854533
""
""
0.11922632
0.081110999
""
""
""
0.088340431
0.13284872
0.045532368
0.11068588
0.060511306
0.086901888
0.13640034
0.13431163
0.11990322
0.079449154
0.061938286
""
""
0.10016299
0.16819361
0.14106607
""
""
0.03302839
0.1638889
0.063998386
0.042421047
""
""
""
""
""
""
0.059679836
0.16443713
""
0.20801233
0.05740932
0.11223447
0.10222355
0.17730804
""
""
""
""
""
""
""
""
""
0.26520386
""
0.11851591
""
""
0.18470544
0.076010086
""
0.17764817
0.040556312
0.11040446
""
""
0.10100353
""
0.16362798
0.059325773
""
0.066274755
""
0.064188704
0.060005255
0.063488767
0.044231299
0.012230461
0.036277711
0.012824011
0.027869228
0.063484251
0.10194528
""
""
0.13506366
""
""
0.11295609
0.14258891
""
""
0.072045103
""
""
0.027831096
0.056483254
