staycz_white_pooled_p25
0.70517647
0.71094447
0.54141605
0.73965091
0.76769006
0.49037242
0.64376158
0.68786591
0.64999533
0.7177943
0.7936731
0.61548579
0.78613013
0.70184404
0.79128528
0.60870069
0.77087373
0.60237092
0.70271039
0.65842319
0.66570306
0.76481575
0.66144067
0.51035565
0.77620238
0.70743716
0.63009131
0.73208517
0.6996665
0.70222175
0.73001605
0.47542205
0.71233189
0.73145282
0.68411046
0.75364667
0.75170165
0.65460151
0.7446124
0.81956095
0.58327961
0.79301268
0.7692256
0.7237429
0.73692715
0.50836778
0.69444191
0.72272682
0.77073681
0.59321779
0.62153554
0.7678504
0.5450995
0.55389512
0.59644479
0.74396133
0.58335018
0.76308846
0.74746722
0.49330369
0.67199314
0.6427303
0.72880989
0.7458452
0.75946313
0.56423306
0.68235463
0.30534771
0.50038248
0.59898341
0.31993729
0.078473307
0.4355295
0.38913685
0.51956457
0.33487263
0.36975342
0.49751297
0.55806291
0.46686667
0.35932401
0.50420201
""
0.65832371
0.31554824
0.5389148
0.43833461
0.46943817
0.51209438
0.42737758
0.2743009
0.5103057
0.22830249
0.17709062
""
0.47312579
0.41575527
0.56066823
0.49338847
0.68331122
0.52091992
0.45339558
0.43025813
0.7342909
0.55067855
0.45293438
0.63867474
0.69129002
0.59629768
0.52910793
0.49189854
0.57177925
0.56621891
0.59991956
0.73124629
0.61315483
0.64152265
0.5594629
0.52381557
0.52294058
0.6029101
0.75477016
0.54653645
0.64898461
0.55984312
0.75169629
0.72272909
0.73274535
0.56694758
0.60061902
0.44156042
0.61313665
0.67437392
0.74464869
0.62023097
0.51481074
0.66892827
0.73347235
0.78620982
0.60150576
0.73148209
0.66326612
0.63850456
0.59082228
0.64828342
0.58864343
0.71981877
0.50055087
0.71942192
0.50675344
0.66987681
0.63677537
0.65720111
0.72093135
0.75051075
0.5150339
0.7151382
0.56328887
0.47978818
0.61384326
0.57295692
0.6408205
0.58858502
0.73992318
0.4637529
0.71077532
0.74107838
0.54685026
0.67089391
0.56193644
0.71375692
0.76651621
0.55049777
0.77496731
0.61882114
0.62488675
0.68450981
0.53275287
0.51266593
0.60665524
0.62120748
0.59625989
0.74282777
0.62926209
0.67247784
0.76232612
0.61487716
0.37397116
0.66850281
0.61945254
0.5903697
0.54768997
0.66993093
0.54423153
0.67190492
0.69660264
0.60285819
0.57108057
0.5281418
0.41262686
0.66125226
0.67553121
0.55297554
0.41313946
0.74383569
0.66044468
0.5907765
0.51037651
0.60433799
0.63236016
0.46467912
0.42424691
0.55678606
0.62399507
0.61328548
0.71284974
