working_other_male_p75_se
0.045337792
0.082210742
0.19613157
0.037815847
0.044041332
0.10652031
0.026683467
0.12224867
""
0.051405732
0.066676185
0.023033215
0.14482377
0.048979938
0.042122811
""
0.14247572
0.045600947
0.15380107
0.11740956
0.048971489
0.023229741
0.047239639
0.0785124
0.01859197
0.16288771
0.052132633
0.031356234
0.015978599
0.094084628
0.10995989
0.06211121
0.022592209
0.018939745
0.080065899
0.034597635
0.10660973
0.11004238
""
0.35944238
0.046381976
0.12446282
""
""
0.25264817
0.13227473
0.021626223
0.05189053
0.030558579
0.061562154
0.036854073
0.039282858
0.07586582
""
""
0.026911395
0.1257602
0.13655564
""
0.030061753
0.14662895
0.028911047
0.37740436
0.13658728
0.11544838
0.083484657
""
0.11308085
0.26000369
0.14560352
0.12070666
0.094125964
0.1176222
0.089507639
0.12365611
""
0.081011474
0.15104522
""
0.0234787
0.08509054
0.072186477
0.10543925
0.081516601
0.022285456
0.083068438
0.088749908
0.040057305
0.023369683
0.051846933
0.069293648
0.11033753
0.10988017
0.045713704
0.10447292
""
0.064417847
0.043252543
0.016719723
0.038554851
0.03299481
0.013469698
0.021020629
0.028299477
0.024546843
0.018273775
0.027001813
0.018891372
0.095737822
0.048896618
0.049014084
0.05070645
0.035124727
0.12446219
0.026199497
0.028790567
0.02921024
""
0.14531554
""
0.06666325
0.094257131
0.071709312
0.045872703
0.12535749
0.025449593
0.03861152
0.096078321
0.17255235
""
0.012734261
0.088796921
0.074573219
0.13333076
0.064121708
0.080931939
0.039062724
0.04410816
0.079269193
0.085984536
0.040934749
0.041373141
""
0.12703373
0.077278435
0.18784723
0.041294757
0.050304312
0.095420673
0.12801032
0.1051176
0.033205919
0.076497369
""
0.020797079
0.037470926
0.17848983
0.035485975
0.080484852
0.10596479
""
0.18884441
0.025514767
0.011310042
0.096248865
0.0066961884
0.052094933
0.061687127
0.057012428
0.047430437
0.0094674928
0.030633045
0.08004538
0.03169962
0.083484657
0.18842001
0.026209705
0.018599322
0.076525636
0.086859517
0.072387874
0.085754625
0.017600976
0.069714226
0.090513468
0.016987698
""
0.05652437
0.03641222
""
0.096759535
0.030067427
0.026031967
0.11334048
0.081311509
0.10048239
0.05424561
0.027943149
0.022758445
0.087598801
0.025430793
0.030802885
0.042440303
0.057033081
0.040721599
0.029476847
0.018079316
0.078552663
0.039663035
0.046385709
0.073407337
0.033878658
0.13320746
0.056434315
0.026078397
0.036136668
0.030434569
0.014592787
0.058431771
0.074385144
0.084177017
0.083223931
0.066240244
0.066747934
0.016389053
0.048986599
0.051402222
0.043111846
0.017718939
0.037178025
0.039151266
0.047795925
0.12921157
0.061589509
""
0.062895164
0.17878103
0.048767887
""
0.12721096
0.076527737
0.091504663
0.064056218
0.034976888
0.046589009
0.061638016
0.053361114
0.021724969
0.074035965
0.040146187
0.016378643
0.040595379
0.055480506
""
0.043086302
0.085096337
0.074956298
0.022340689
0.091692068
0.029262176
0.0633756
0.029094612
0.023815032
0.022804897
0.020041972
0.0079696076
0.02086374
0.0086714467
0.0097802673
0.023567036
0.036021817
0.050639879
0.19213186
0.061112057
0.21145284
0.14200692
0.035606008
0.05498587
0.049352702
0.057609711
0.017306473
""
""
0.0096694445
0.018476535
0.092965037
0.027751476
0.011639511
0.068432637
0.088033222
0.13181488
""
0.12304853
0.10357112
0.15290329
0.12237369
0.057575464
0.056756731
0.070179433
0.042851888
0.010505236
0.090794571
0.047985468
0.021902919
0.091009498
0.095561683
""
0.072237574
0.068419643
""
0.050654911
0.043233603
0.089689732
0.046847448
0.031198366
0.037315164
0.098586507
0.049112368
0.064412065
0.041678559
0.085952185
0.026822658
0.11123309
0.073063277
0.08331649
0.05065361
0.036889825
0.090152882
0.080800667
0.040813938
0.049395587
0.032396048
