hours_wk_natam_female_p75_se
""
""
""
""
""
""
""
""
""
""
""
3.7859018
""
""
""
""
""
""
""
""
""
2.5093338
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.4465914
4.6253777
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.8208041
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.9501398
""
3.8119624
""
""
5.9427233
""
3.1145327
""
""
""
""
""
""
3.6076388
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.4164488
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.9013686
""
5.6627984
5.4800186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.2210989
""
""
""
""
""
""
""
""
""
5.132915
""
""
""
""
""
""
3.5497189
""
6.6594343
""
""
""
""
""
""
""
""
""
""
""
4.6758237
5.2005606
7.5613847
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.4688993
""
5.1302691
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.2891002
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.7059731
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.9584541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.2292852
""
""
""
""
""
""
""
9.4656019
""
""
""
""
""
""
9.8474178
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3989944
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.609221
6.1008291
""
""
""
""
2.1929338
""
5.6348338
""
""
""
""
""
""
""
""
4.5338569
""
""
3.1485157
2.3917701
3.4180923
5.4502506
1.5666866
6.6618037
""
""
5.4237185
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.4742317
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.3251953
3.2050955
""
""
""
""
5.1960406
""
""
4.7115917
""
5.2236381
1.7182381
2.9822438
6.6799417
""
8.2392559
""
2.9673972
""
""
8.1149597
5.2407708
10.900181
""
""
""
""
4.109271
4.3154554
""
6.2376099
5.0110559
""
""
""
""
""
""
""
""
""
""
7.6326404
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.1094375
""
""
""
3.2083209
""
2.6976767
""
4.3226109
""
""
2.4698768
4.2386642
""
2.6053462
""
""
""
""
""
""
""
""
""
""
""
""
4.8372612
""
""
""
""
""
""
""
""
""
""
""
""
5.812573
""
""
""
""
""
5.6463041
6.4973869
4.8429089
""
""
""
""
5.8793287
""
5.3061934
5.8556848
""
""
4.759923
""
""
2.4901206
""
""
""
""
""
6.8112078
""
4.9964333
""
5.9884892
""
6.3874526
""
""
""
""
""
""
""
7.6887021
""
2.6886635
