proginc_pooled_female_p75_se
0.010892303
0.0092747221
0.01281701
0.04917853
0.025878189
0.043036275
0.012727076
0.0033313562
0.00739406
0.028710114
0.043163422
0.014806681
0.0090134004
0.020220943
0.016575074
0.0075032082
0.0039371597
0.021809472
0.095796347
0.019806247
0.015871176
0.0095252739
0.027711039
0.0097215027
0.0060220952
0.0072584515
0.012490265
0.0063897748
0.02134721
0.0095053762
0.0089649484
0.033271879
0.079818696
0.012185954
0.0054902798
0.0055257352
0.0045446679
0.017126445
0.0066440147
0.011391068
0.011203623
0.013337666
0.018940223
0.017227132
0.0048650587
0.016874487
0.059187047
0.0042531816
0.0043656086
0.025606688
0.00412302
0.0026019595
0.050791293
0.070573725
0.024137557
0.018888749
0.0087702731
0.0063360771
0.0035442216
0.03845121
0.0050679301
0.012298511
0.015018629
0.0081683733
0.065749988
0.056847773
0.012853145
""
""
0.0064223702
0.017645868
""
""
""
0.01170346
""
""
0.013819168
0.017341148
0.027943201
0.05617094
0.099409744
""
0.029570473
0.016966581
0.063345507
0.081470758
""
""
0.058320336
""
""
""
""
""
0.030267743
0.010137499
0.007594557
0.014786812
0.0049903826
0.013160822
0.03608511
0.074049868
0.002439636
0.0074377959
0.014340407
0.0040732916
0.016266499
0.012738503
0.0093639987
0.012010138
0.008272754
0.013496302
0.032408874
0.0034254584
0.021225402
0.01881182
""
0.012821926
0.016128108
0.014948408
0.024262264
0.013631174
0.075373575
0.0067564296
0.050858617
0.0095546329
0.020740056
0.0077720364
0.013787669
0.024277193
0.01513427
0.027591033
0.0085326107
0.039205391
0.023998192
0.013142383
0.012085334
0.0098728202
0.017030142
0.0097762085
0.02128863
0.01217429
0.040659986
0.017319918
0.012202157
0.01524939
""
0.018836401
0.063457705
0.087300964
0.011283071
0.0095530739
0.0090017589
0.017963788
0.092644632
0.0059917485
0.0093216021
0.092321701
0.051471565
0.076655976
0.03952444
0.010253297
0.019171184
0.068772808
0.024786832
0.0094243074
0.034314711
0.011285922
0.024543339
0.0059924331
0.010699694
0.0097315526
0.0073281256
0.03001187
0.022057945
0.014940275
0.071587607
0.014119742
0.020647837
0.01117692
0.018936874
0.0068914252
0.0097985258
0.1088151
0.036032058
0.0033266488
""
0.018777084
0.012501444
0.016639393
0.03398006
0.0047370773
0.043592647
0.011060865
0.0070171738
0.045236807
0.011636373
0.013683679
0.0066394275
0.0097861551
0.011102071
0.0053203464
0.026084039
0.001437225
0.022991043
0.0060630771
0.061200079
0.012756446
0.016906483
0.019022679
""
0.0091990856
0.008616358
0.010641871
0.002390797
0.0083267959
0.019860454
0.0044974787
0.0046275076
0.015891811
0.0042156614
0.0023131443
0.0037411063
0.0072028288
0.010185366
0.0034334487
0.0072384104
0.0029162976
0.010578642
0.0065681757
""
0.033384435
0.0067689209
0.0055769593
0.010795034
0.018582853
0.022644147
""
0.0073492015
0.0047006886
0.0044174287
0.0093138851
0.030195054
0.0048924549
0.010903327
0.0031871658
0.0838378
""
0.018965602
0.0087686721
0.0092299171
0.0081900032
""
""
0.02404156
""
""
""
0.0098832389
0.0037314964
""
0.0083351275
0.034804258
0.017587934
0.0038767385
0.01191864
0.004077646
""
""
0.012860351
""
0.099856548
""
0.0030628061
""
0.013472408
""
0.0043339012
0.0049289279
0.013956635
0.032488439
0.034440175
0.0099056764
""
0.021468369
0.013498507
0.0038760807
0.013052585
0.046557203
""
0.016841598
0.042680789
0.023616603
0.016893772
0.0098301647
0.012857384
0.012009522
""
""
""
""
""
""
0.025385955
0.030168856
0.0055961735
0.029534038
0.0030858188
0.0034760146
0.0059290156
0.0064894594
0.0041604787
0.0067014848
0.0064369272
0.0079944162
0.010296139
0.0042833588
0.0066809738
0.0071693105
0.0063471417
0.0063886587
0.0079506021
0.062325805
0.0063811983
0.0025714186
0.0745482
0.010761845
0.012671565
0.006084648
0.0065894113
0.022972304
0.016162086
0.054153934
0.0043632719
0.0044992086
0.016769174
0.024442889
0.0089699533
0.070409238
""
0.019991079
0.02091673
0.036247876
0.021999283
0.022941777
0.016598145
0.0060481308
0.012592039
0.0086152451
0.0070135435
0.018364323
0.029572491
0.0097928457
0.0059170737
0.0050963927
0.010170369
""
0.015329099
0.0077290596
0.00480083
0.011211989
0.0035241579
0.015472992
0.011072689
