kfr_29_black_female_p75_se
0.027429381
0.023426903
0.03112378
0.056201831
0.092933804
0.053805005
0.040413361
0.015597235
0.023209399
0.078303322
0.041070923
0.032207359
0.025407879
0.074479334
0.10688093
0.028592454
0.024629138
0.04763246
0.062745966
0.051265765
0.15431121
0.074960187
0.023086023
0.018408036
0.09332639
0.025681667
0.032476388
0.018504886
0.05826813
0.082303137
0.057027452
0.045817699
0.036136616
0.03399064
0.016695861
0.049628917
0.0050308807
0.096832111
0.025932508
0.031621568
0.017715752
0.024682295
0.038621031
0.021104461
0.0085381307
0.028366532
0.093382925
0.058821604
0.0074596521
0.036742751
0.0082420977
0.019261269
0.050821934
0.047473103
0.039033983
0.059027888
0.018097222
0.045360465
0.017505836
0.041418858
0.017906301
0.037572999
0.012425955
0.045697603
0.039895032
0.044964295
""
""
""
0.01468815
""
""
""
""
0.025428822
""
""
""
""
""
""
""
""
0.080611832
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022351043
0.054434158
""
""
""
""
0.0069194986
0.06226746
0.095448054
0.014903285
0.035186425
""
0.065105759
0.035773657
0.033834524
0.035658251
""
0.052318554
""
0.048780594
0.084149271
""
0.039422337
0.035127781
""
""
0.11016147
0.032476537
0.048910338
0.0306712
0.076632008
0.02066935
0.045227829
0.049223982
0.028502246
0.03711424
0.030932918
""
""
0.033324551
0.08011058
""
0.038163763
0.037445154
0.056562118
0.074407175
""
0.056688294
0.012212386
0.41434729
0.063699469
""
0.055632025
0.077375352
0.053911541
""
0.037425943
""
""
0.023309985
0.023501562
0.070649274
""
0.061430342
""
0.026489047
""
0.028780269
""
0.082344197
""
0.064411655
0.13506596
0.0066227727
""
0.026112419
0.040312789
""
""
0.025179304
0.10434344
""
""
0.023571078
""
0.03810519
0.047730103
0.074667118
""
0.0047597
""
""
0.043643922
""
""
0.0065796995
""
0.045052707
0.0126089
""
0.078704119
0.043850575
""
0.012773107
0.02666638
0.096427962
""
0.0025609022
0.040194996
0.030847775
""
""
0.025107009
""
""
0.020349106
0.035186324
0.081480756
0.0085777072
0.02952328
""
0.0065777474
0.0063567739
0.067405023
0.0050447416
0.0056818388
0.0095867524
0.010529011
0.035529334
0.011231512
0.021598248
0.0079020076
0.039944377
0.058455929
""
0.079205483
0.0074584037
0.025389178
0.018393887
0.044127382
0.1212635
""
0.031147433
""
0.013626589
0.035401527
0.044940311
0.01801753
""
0.0087577719
""
""
""
0.033241365
0.10271047
""
""
""
""
""
""
""
""
0.0085762301
""
0.029061666
""
""
0.0095441751
0.099469617
""
""
""
""
""
""
""
0.021899024
""
""
""
""
0.043490041
""
""
""
