working_black_pooled_p25
0.74399692
0.76090574
0.7503922
0.76983213
0.71003574
0.81459117
0.78464967
0.76836824
0.79537028
0.71927035
0.73639506
0.73493475
0.78532326
0.77127796
0.85868603
0.75005931
0.74129319
0.72992122
0.78373164
0.75785816
0.80036318
0.76914608
0.77461612
0.7482354
0.77578104
0.78066373
0.78437883
0.75396448
0.78336376
0.81131893
0.76060039
0.738778
0.76241904
0.77178776
0.74356961
0.77690935
0.75200385
0.73200005
0.80088747
0.79409075
0.78678876
0.7871154
0.74038541
0.7666353
0.76295644
0.76979834
0.75455338
0.73572516
0.7606377
0.78127366
0.7571038
0.77764952
0.7053436
0.7572456
0.78968143
0.77318764
0.78178674
0.75752681
0.76136172
0.7785213
0.7851125
0.81684035
0.77891141
0.69471449
0.73208904
0.76106846
""
""
""
0.75820786
""
""
""
""
0.75066978
""
""
0.93112659
""
""
0.25113061
""
""
0.73200411
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75071597
0.72312593
""
0.79400426
""
""
0.74245709
0.67387301
0.77567601
0.72971696
0.66958487
""
0.6723364
0.70881861
0.77282155
0.75578052
""
0.79681396
""
0.84153914
0.79058826
""
0.7496056
0.80828822
""
""
0.6876536
0.74836332
0.77959186
0.78016084
0.79340261
0.74854821
0.80072337
0.82447129
0.80851996
0.81160009
0.8024354
""
""
0.76471782
0.79174727
0.66002119
0.79814631
0.78069913
0.81995285
0.70228791
""
0.82433236
0.77479941
0.92055762
0.81382823
""
0.72429186
0.79628384
0.85905552
0.58877313
0.75281572
""
""
0.78428918
0.75319535
0.80129915
""
0.79990578
""
0.7867192
0.74754167
0.76086336
0.77000308
0.77333283
""
0.79120737
0.57304513
0.76016438
""
0.78778195
0.76768166
""
""
0.75881237
0.78549153
0.47597063
""
0.7658096
""
0.75304544
0.73626673
0.76795071
0.57465291
0.70878905
""
""
0.6639846
""
""
0.71991879
""
0.62768358
0.68668717
""
0.69500715
0.69053149
""
0.70032126
0.72935861
0.67725068
0.73809987
0.70430577
0.74004352
0.72050655
""
0.66437513
0.72090691
""
""
0.75224513
0.77944553
0.49771681
0.74190336
0.71448261
""
0.73120117
0.70504552
0.86634755
0.71795356
0.74389464
0.72987294
0.69088823
0.67858535
0.75247151
