two_par_natam_pooled_mean
""
0.784468
""
""
""
""
""
0.85178512
""
""
""
""
""
""
""
0.80629897
0.67842793
""
""
""
""
0.86571103
0.85240889
""
0.90557814
0.86206752
0.67720795
""
""
""
0.92782229
""
""
""
0.73934203
0.88316715
0.6775434
""
0.86392564
0.8395732
0.73152143
0.83062953
""
""
0.83852887
""
""
0.72084522
0.61490196
""
0.6793831
0.77650666
""
""
""
""
""
""
0.78275746
""
""
""
0.82985061
""
0.61801368
""
""
0.80525124
0.81093597
0.65963089
0.81281191
""
""
0.81611007
0.68265742
""
0.89735198
0.64726317
0.76924056
0.75729418
0.79817712
0.80034983
0.8518371
0.73623067
0.72167635
0.66790318
0.70960575
""
0.74738526
0.81668675
""
0.85224056
0.59013009
0.6404773
""
0.64267266
0.5756864
0.75306761
0.63573915
0.57621932
0.69188178
""
0.4511928
0.53181875
0.54239684
0.61760837
0.51620442
0.49558812
""
0.67146623
0.64485168
""
""
0.54940879
0.71633214
0.7262423
""
""
0.62388504
""
""
""
""
""
""
""
""
0.7662738
""
""
""
""
""
0.67454821
""
""
0.57054216
""
""
""
""
""
""
""
""
0.54028344
0.79067838
""
""
""
""
""
0.761509
0.7558865
""
""
0.85813046
0.50776845
""
""
""
""
""
""
""
""
""
0.78603947
0.74624884
""
0.72742456
""
""
0.86577022
0.8747561
""
0.64450186
0.52688366
""
""
""
""
0.7083227
0.87611556
""
""
0.52287912
0.54492694
0.64611697
0.56554216
0.71271247
0.6804316
0.66844898
0.6374771
0.78315562
0.54325998
0.62179136
0.64441627
0.52484637
0.47680727
0.65851074
0.5263378
0.6455639
0.6478709
0.61527687
0.74588686
0.60918683
0.7145896
0.49072114
0.70185047
0.75746888
""
0.64851093
0.74028248
0.63417733
0.66818202
0.75519496
""
0.64939505
0.58430058
0.80258071
0.65124488
0.63813841
0.38248122
0.65138084
0.67640597
0.62879431
0.63204432
0.62693995
0.63796413
0.65686637
""
0.76810801
0.69482821
0.56594265
0.68762219
0.66845465
0.79999608
""
0.58607721
0.76303691
0.7277596
0.58066911
0.77938384
0.58371764
""
0.64302355
""
""
""
0.56385374
0.8150177
""
""
""
""
""
""
""
""
0.47973573
""
0.89433801
""
""
0.72712308
0.76841563
0.62862283
""
""
""
""
""
""
0.59687769
""
""
""
0.61650252
0.64250892
""
""
""
0.77182764
""
""
0.58494174
""
""
""
""
""
""
""
""
0.55824888
""
""
""
""
""
""
""
""
""
""
0.64473593
""
0.68524832
0.62015992
0.72326708
""
0.63598019
0.64428782
0.60201913
0.57578915
0.59381014
0.66807944
0.58476311
0.31027606
0.59625643
""
0.77872044
""
0.74747902
0.53914809
""
0.81761444
0.78297597
0.78761762
0.58858037
0.56509548
""
""
0.67713892
0.74117774
""
""
""
""
0.60340005
""
""
""
""
0.73817748
0.52015162
0.65859711
""
0.61482114
""
""
""
0.71481538
0.73104835
0.59554559
""
""
""
0.62410152
0.61375105
""
0.50499249
""
0.91220504
0.82037205
0.43828899
0.59281451
0.76442051
0.62761611
0.64036858
0.62015915
0.66451472
0.84917629
0.59895152
0.55929106
0.7848376
0.70145464
0.70101053
""
""
""
""
0.63387519
""
0.66635203
0.81731737
""
""
""
""
""
""
""
""
""
""
0.55442393
""
""
""
""
""
""
""
""
""
""
0.86291146
""
""
