coll_other_female_mean
0.67449665
""
""
0.25603655
0.51787502
""
0.1851204
""
""
""
""
0.40004197
""
""
0.404863
""
""
""
""
""
0.4824439
0.32057822
0.32822701
""
0.46158078
""
0.62416297
0.38509816
0.36771333
""
""
""
0.56161737
0.4429113
""
0.35526508
""
""
""
""
0.47906193
""
""
""
""
""
0.44698185
""
0.40445179
""
0.2521331
0.51267177
""
""
""
0.29684466
""
""
""
""
""
0.451029
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45253614
""
""
""
""
0.37579229
""
""
0.32361647
0.33482873
0.32757908
""
""
""
0.27207491
""
""
""
0.21813689
0.33439416
0.25426838
0.33314121
0.41205141
0.35267824
0.43110442
0.39727154
0.39404583
0.38262466
0.27431279
""
0.14524825
0.70605785
""
0.48511067
""
0.15367427
0.4355503
0.46514311
""
""
""
0.35742062
""
""
0.26138112
""
0.39108101
0.47975749
""
""
""
0.43754753
""
""
""
""
""
0.32750931
0.39092034
""
""
""
0.38028377
""
""
""
""
0.2816388
""
""
""
""
0.28733718
""
""
0.39813608
0.49352279
""
0.36711976
""
""
""
""
0.45795092
0.43179658
""
0.55936825
""
""
""
0.29174563
0.42793655
0.54190111
""
0.25297827
""
""
0.3537313
0.34534907
""
""
""
""
0.31305778
""
""
0.41780123
""
""
0.50323904
""
""
0.27893698
0.47681615
""
""
""
""
0.15856917
0.29340333
""
0.30006179
0.26254672
""
""
0.19982763
0.22995257
0.43374813
""
""
0.32382241
0.28835899
0.4244267
""
""
0.41630906
0.30638692
0.42780435
0.40849909
""
""
""
""
0.17991364
""
0.38015336
0.42997092
0.3096002
0.68268526
0.45581213
0.42977598
0.32387921
0.63074327
""
""
""
""
""
0.35184267
""
""
""
""
""
0.20238982
""
""
0.39412671
0.37582228
""
0.39148641
0.42223433
0.32663524
""
""
0.48699498
""
""
0.43526876
""
0.34485364
""
0.27775583
0.4138886
0.39733988
0.45135927
0.51961666
0.46847603
0.60982001
0.44396761
0.29236165
0.31595182
""
""
0.16294062
""
""
0.35210279
0.37171742
""
0.39971337
0.33505708
""
""
0.5344643
0.46561226
""
0.38764396
0.46795422
""
""
""
""
""
""
""
""
""
""
""
0.39364213
0.35650718
""
0.23057814
0.382956
""
""
""
""
0.32121563
""
""
0.33994767
""
""
0.40505436
0.31164438
""
0.37779263
0.46773887
0.30737078
""
0.55291569
""
""
""
0.4952282
0.26334023
""
""
0.20814542
""
0.36964124
0.337102
0.34152561
""
0.54912442
0.47575945
0.20212425
""
0.43675667
""
""
0.48223022
0.31449211
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41189933
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60387748
""
""
""
""
""
""
0.27272558
""
""
""
0.43898937
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45440018
""
""
""
0.24747902
""
""
""
""
""
0.30223924
""
""
""
""
""
""
""
""
""
0.42960957
""
""
0.31519106
""
""
""
""
""
""
0.31999364
""
""
0.28332633
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51449674
0.41939697
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25270373
0.38260144
0.38193008
""
""
""
""
0.23415533
0.42048934
0.33274594
0.28851351
""
""
""
0.39381501
""
0.31773725
""
0.17229509
""
""
0.22090645
0.2392958
0.13291723
0.38131523
0.30652335
0.23725949
""
0.4072127
0.50983053
""
""
""
""
""
""
""
0.29332301
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38101301
""
0.44829509
""
""
""
""
""
""
""
""
""
""
""
0.36460418
""
0.40043285
0.52706069
0.30983013
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2924369
""
0.31159297
0.43839327
0.51805931
""
0.39654464
0.46845433
0.13048118
0.302782
""
""
0.17180501
""
0.30344567
0.34610629
0.16316584
0.12710981
""
0.33888322
""
0.24460848
""
""
""
""
""
""
0.35096014
""
""
""
""
""
0.27074575
""
""
0.25885785
""
""
""
""
""
""
""
""
0.36002976
""
""
""
""
""
""
""
0.36063847
""
""
""
""
""
0.39657241
0.35808587
0.2648502
""
0.43494219
""
""
""
0.31424651
""
0.35530058
""
0.33433083
0.34789336
""
""
0.36576161
""
0.45166656
0.34973866
""
""
0.3748095
""
""
""
""
""
""
""
0.34038526
0.27373794
""
0.35342845
""
""
""
""
""
""
0.2399883
""
""
0.36637923
0.35039994
0.40119341
""
0.24637225
0.36035568
0.40252581
0.39677987
0.31527743
0.36757106
0.53094441
""
""
""
0.45572713
0.40165997
0.51694083
0.2954239
""
""
0.41134259
0.43655846
0.53809857
0.49722525
""
""
""
""
0.42831045
""
0.30724406
0.43884552
""
0.3541303
""
0.30351079
0.3214131
""
""
""
""
""
""
0.13224843
0.40637463
0.35284814
