coll_white_pooled_mean_se
0.020799851
0.014499539
0.035348739
0.040235318
0.01869145
0.10660366
0.038867559
0.015451154
0.028408684
0.03083846
0.025778981
0.053523093
0.036965989
0.038703848
0.04341187
0.021186758
0.022468656
0.054542597
0.059729364
0.022404119
0.041079838
0.015856663
0.019727428
0.03471224
0.018444894
0.019073619
0.028862113
0.015621697
0.037089251
0.028984802
0.027410308
""
0.048501715
0.031222975
0.013458029
0.017979374
0.007857115
0.042507578
0.018218333
0.026728513
0.019060578
0.019124318
0.093006
0.054865159
0.011012847
0.051632848
0.029699201
0.015113645
0.0095857643
0.044015776
0.01322333
0.014629482
0.08724533
0.045828927
0.032364778
0.03345817
0.02564306
0.018790744
0.012682476
0.093609169
0.019121014
0.026773991
0.014683157
0.018306162
0.044846989
0.085381739
0.029803878
""
""
0.01051121
""
""
""
""
0.017040197
""
""
0.028198661
0.026140308
0.043238126
0.045562159
""
""
0.020193791
0.076529689
""
""
""
0.080842771
0.053753998
""
0.096197821
0.082241535
""
""
""
0.05483355
0.01669579
0.017561585
0.026357742
0.030242205
0.046311062
0.057560451
0.0034678467
0.011966269
0.023497511
0.007119616
0.01524289
0.078587815
0.013467466
0.018877696
0.03589632
0.033490527
0.023169598
0.011935804
0.021317201
0.046484862
0.066049837
0.027695181
0.055252317
0.035685692
0.029390955
0.025048494
0.044550411
0.037008949
0.029233148
0.015953582
0.017236847
0.024443761
0.035373032
0.053966627
0.04834111
0.04238626
0.016102657
0.032492686
0.031312399
0.017403711
0.028315393
0.020903217
0.03604953
0.024799349
0.047365148
0.021005241
0.047484066
0.035218295
0.021331649
0.026576968
0.065215468
0.025453141
0.060628586
0.046419982
0.038668029
0.026065305
0.018676182
0.031639211
0.031529073
0.023613222
0.022267718
0.050982438
0.047974832
0.050457865
0.036075339
0.031986892
0.036695976
0.046565682
0.040062957
0.026406797
0.02792977
0.019137831
0.059020966
0.0096675567
0.028651893
0.034200553
0.014777812
0.037508965
0.049304221
0.014048176
0.040687945
0.026659718
0.042767495
0.025734346
0.028840147
0.012491121
0.016567936
0.048947483
0.037697561
0.0069088978
""
0.029600263
0.01187463
0.029470749
0.052635893
0.0068913135
0.028740082
0.013103249
0.008516334
0.028298976
0.015781615
0.029746845
0.041804485
0.0076243673
0.017329047
0.02712474
0.028850108
0.0033551159
0.019116681
0.012280131
0.044606179
0.019708162
0.013335478
0.056269187
0.081205592
0.013080754
0.016468549
0.017006299
0.0044888556
0.010086143
0.040686883
0.0052524838
0.0056570307
0.028494237
0.0052514817
0.0044680708
0.013887968
0.0088259997
0.011966409
0.0095191514
0.011380455
