kfr_white_female_p75_se
0.035498515
0.057281028
0.023352999
0.022636442
0.016115513
0.027176427
0.035681244
0.032594729
0.019544082
0.031225979
0.039483652
0.073621355
0.038956188
0.051745743
0.024312014
0.039562006
0.025648583
0.048952319
0.017982796
0.019916942
0.017306615
0.01803661
0.020374667
0.039228383
0.028610941
0.03274411
0.038407378
0.03885521
0.025221011
0.040209502
0.019021284
0.023590708
0.030475236
0.030604223
0.033185087
0.033542234
0.051468462
0.029334974
0.085776478
0.033868585
0.030118747
0.030446364
0.035983227
0.032346573
0.063328907
0.083922818
0.068847954
0.047871526
0.059691567
0.045475911
0.034832276
0.036063258
0.057905257
0.032800455
0.033583369
0.036896184
0.02960995
0.025745464
0.042650867
0.033503287
0.039608814
0.033005513
0.037689209
0.023169648
0.025262939
""
0.07862749
0.093191408
0.056732003
0.033282623
0.042037994
0.057988182
0.072225928
0.042977121
0.052924
0.058203723
0.053455751
0.053158969
0.084751591
0.079333328
0.34618101
0.40973467
0.036928851
0.080210343
0.029473659
0.022145355
0.020862712
0.033115081
0.032188315
0.057316046
0.038385995
0.029368233
0.032660693
0.019984379
0.022413852
0.028839374
0.093329273
0.026753925
0.030922303
0.034998238
0.034970723
0.031287584
0.021647982
0.031346913
0.034143966
""
0.04304209
0.046488535
0.037693243
0.036697861
0.038172729
0.11560508
0.038102806
0.034452181
0.032942969
0.067588046
0.045841008
0.038255509
0.040707309
0.04516606
0.04408294
0.037568603
0.030167365
0.045383796
0.041144494
0.031444062
0.028846709
0.051770452
0.049080145
0.034883652
0.093429044
0.035192728
0.03584449
0.074036635
0.068989046
0.094682872
0.032220602
0.11424966
0.04001385
0.031753588
0.028661264
""
""
0.038454536
0.052125536
0.052977089
0.058252085
0.065952808
0.045694001
0.042835705
0.03918821
0.062371526
0.059284724
0.042769011
0.053802058
0.040388297
0.077749401
0.06617073
0.043256678
0.049125191
0.04538922
0.035902005
0.016559279
0.020928117
0.047363993
0.040588848
0.049543783
0.12023544
0.036621999
0.028535001
0.036538921
0.030340984
0.019929664
0.025827134
0.03171419
0.045723021
0.037348408
0.034296378
0.042829741
0.074509658
0.0776954
0.060796514
0.067150623
0.041973908
0.068289325
0.041990351
0.074262761
0.046435189
0.041421141
0.047533218
0.035064816
0.032688312
0.081891492
0.046765305
0.035900291
0.052738089
0.055323068
0.08777979
0.06212382
0.048694812
0.057200234
0.069914915
0.058176436
0.051606596
0.044684231
0.072932698
0.091842413
0.029890021
0.027309291
0.030320514
0.032152876
