hours_wk_pooled_male_mean_se
0.47976074
0.81201214
1.6592335
0.42962545
0.5359661
1.3616973
0.37481159
1.2447612
1.4839536
0.6366393
0.59779853
0.30719143
1.4428566
0.90504283
0.61911553
1.9052076
1.8150048
0.61384702
1.7159581
1.2845908
0.51288176
0.46844274
0.68441969
0.90528518
0.31751877
1.6980717
0.80836618
0.54569542
0.32177293
1.2244385
1.0249877
0.66887712
0.34310237
0.43270332
1.0862231
0.56113291
1.319374
1.126157
2.135308
1.9101993
0.54041553
1.4617152
1.8328471
2.7542841
1.5838016
1.2075958
0.3324559
0.76138324
0.44022959
0.8849026
0.60009658
0.57143027
0.75767612
2.8729641
2.3255794
0.56588197
1.5395647
2.3320022
2.0609617
0.93464231
1.1146479
0.42879236
2.1338372
1.1956295
1.0643755
1.1114179
1.9989405
1.4308485
1.0681629
1.095208
1.6232022
1.1066301
1.0276101
0.78615648
1.1633686
1.4367961
0.88692772
0.96800363
1.5222473
0.35576949
1.0425823
0.75051814
0.94663578
0.77699131
0.30598259
0.87177217
0.80493098
0.6411137
0.45145732
0.5836761
0.72311348
1.2047808
1.1594057
0.50298947
1.1359788
2.0637925
0.8586629
0.59176028
0.25528228
0.50663674
0.45472398
0.21168002
0.33657205
0.4790892
0.4797782
0.28968865
0.52127594
0.35104558
1.062889
0.6765554
0.7650938
0.77850556
0.42783356
1.5753549
0.48428318
0.3976475
0.50262326
1.8572503
2.377574
2.072217
0.81876057
1.1783053
1.3692123
1.0863763
1.2660602
0.59992963
0.59918946
1.2037475
1.4298687
1.2124333
0.21220767
1.0152165
0.79257458
1.279423
0.70995587
0.9334293
0.5479371
0.68471277
1.8282732
1.0447342
0.60168636
0.81097543
2.3517804
1.4263004
0.8867054
1.4004207
0.5590874
1.0150303
1.2909667
1.2871952
1.0706135
0.37290439
0.80026168
1.7018943
0.45629627
0.49531457
1.4799457
0.58152127
1.1843531
0.92649353
2.2188139
1.5780078
0.61987263
0.22292936
1.662019
0.16108145
0.68965167
0.64162517
1.0979841
0.46226746
0.14613484
0.41126847
0.67388511
0.35139066
0.68412292
0.99476844
0.38963303
0.24034019
0.6876688
0.7636342
0.90040165
0.78226
0.27233866
0.88540173
0.89588135
0.22807956
1.4671654
0.65633732
0.47485951
1.8998765
1.0515913
0.66832578
0.28648984
1.3236547
1.104563
0.68827713
0.48946223
0.440184
0.32185006
0.7796399
0.35404062
0.43657508
0.68538368
0.61105299
0.47198147
0.35597521
0.26942164
0.78628528
0.61086839
0.49654099
0.57560855
0.43306831
1.1244678
1.1227899
0.38540986
0.34495932
0.43114623
0.20057249
0.65563381
0.61396092
0.85150605
0.65615457
0.699669
0.91322529
0.25654542
0.49860901
0.46462432
0.36919406
0.18376368
0.32307017
0.31208506
0.5373888
1.3432541
0.65396976
1.6407034
1.0447167
1.4271355
0.62069386
1.8836445
1.0292296
0.61690015
0.73719853
0.77130204
0.47803113
0.77011442
0.91090029
0.67975682
0.28447673
0.68728137
0.51034337
0.19535023
0.46176288
0.52651626
1.0758746
0.59357291
0.67505312
0.84876555
0.29802722
0.54049855
0.30110154
0.52468187
0.36220837
0.25872597
0.26271024
0.36958247
0.11969195
0.30800486
0.1503908
0.1460712
0.43144169
0.50494051
0.8449471
1.4454805
0.57305717
1.5427622
1.012542
0.37535608
0.49358135
0.84601653
0.59448469
0.28190583
""
""
0.16289251
0.27897826
0.87285507
0.41786408
0.19201368
0.79526442
0.85424095
0.98915851
1.4118526
0.87152982
0.64254153
0.76088512
0.56143099
0.81266701
0.47091603
0.60151392
0.39378709
0.15125403
0.84586394
0.52826494
0.43408036
0.70604146
0.76497573
0.68878424
0.68378973
0.44066143
1.1166172
0.59157157
0.47358766
0.5700841
0.49760795
0.29298642
0.40937141
0.76268971
0.31806877
0.37815362
0.42700213
0.53842777
0.32040203
0.51228368
0.82889766
0.67102724
0.50387865
0.4406729
0.60499614
0.67450881
0.41043702
0.85121584
0.34760442
0.36076885
0.22094381
0.66248512
0.12343114
0.34346011
0.920286
0.82449317
0.20099905
1.3005513
0.82711554
0.49164012
0.45271251
0.64257985
1.3228434
1.0230815
1.0307591
1.5229009
1.2944459
0.7786485
0.82838601
0.81284565
1.742
0.62032157
0.56996524
