kir_imm_asian_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066903546
""
""
""
""
""
""
""
0.047394626
""
""
""
0.041421916
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028323263
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.01558419
""
""
0.030062452
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048307378
""
""
""
""
""
0.039388191
""
""
""
""
""
0.043925911
""
""
""
0.0066364058
""
""
0.049390066
""
""
0.0098654926
""
""
0.012759816
""
""
""
""
0.018287292
0.049630258
""
""
0.0031927405
""
0.037881069
""
""
0.022315178
""
""
0.023755256
0.042902023
""
0.0053734551
0.036608785
""
0.012312206
0.0089213131
""
0.010285759
0.0063141547
0.0070400489
0.012469278
0.053330854
0.0081693949
0.024428366
0.0052719247
0.043016206
""
""
""
0.012154293
0.026511792
0.021458305
0.033465918
""
""
0.031640794
""
0.014768682
0.033993751
0.041430037
0.026433177
""
0.024367202
""
""
""
0.048290741
""
""
""
""
""
""
""
""
""
0.028700074
""
0.063998349
""
""
0.028593544
""
""
""
""
""
""
""
""
0.029263563
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021484535
0.023518262
""
""
0.027738167
0.050804235
0.089322329
""
""
0.023147961
""
0.038338467
0.054492146
""
0.053269077
""
0.036234077
0.017275099
""
""
""
0.039488751
""
""
""
""
0.02220225
0.035931624
""
""
""
""
""
""
""
""
""
""
""
0.023970805
""
""
""
""
""
""
0.054442227
0.063529141
""
""
""
""
""
""
0.018963913
""
""
0.042013351
""
0.018979784
0.045304909
0.025967954
0.047739111
0.023312958
0.047297541
""
""
0.062986709
""
0.080144726
0.034703363
""
""
""
""
0.050862197
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050589681
""
""
""
""
""
0.028223885
""
0.027477123
""
""
0.051727999
""
""
""
""
""
""
""
0.020597836
""
""
""
""
""
""
""
""
""
""
""
0.05956246
""
""
""
0.02582269
""
""
""
""
""
""
0.015545398
""
""
""
""
""
""
""
0.068215169
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.070536457
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060446698
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028542001
0.0068425494
0.026720749
0.01872568
0.063911445
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037340119
