kfr_native_black_female_mean
0.39829591
0.39364877
""
0.37222561
0.37654305
0.40239656
0.36900645
0.37771475
""
0.35699365
0.36641705
0.36392879
""
0.3474229
0.35066086
""
""
0.3555128
""
0.33086959
0.3452611
0.36752814
0.3651467
0.36626911
0.39399207
0.35884732
0.35942566
0.37090936
0.39624065
0.34864911
0.41772321
0.39911434
0.41465098
0.41174626
0.37202397
0.35946918
0.32601419
0.34168223
0.33804026
0.33931068
0.36681226
0.34371796
0.34849986
0.48073089
0.35093445
0.34534654
0.37446553
0.34800065
0.37187117
0.35657313
0.38577902
0.37368038
0.33404598
0.28719953
0.33302248
0.35211757
0.38330388
0.34490323
0.33810627
0.38293183
0.36365747
0.36756411
0.33036685
0.31556544
""
0.36149898
""
""
""
""
0.31714228
0.32961065
0.34048247
0.36382979
0.36177886
0.33013526
0.34355107
0.33244273
0.34716156
0.35510609
0.35100743
0.3845889
0.36668974
0.42050105
0.39544547
0.34842584
0.38321832
0.38657162
0.37594235
0.36133093
0.38499454
""
""
0.35521317
""
""
0.33869275
0.35804099
0.36120608
0.3589443
0.34199294
0.36527333
0.33724153
0.33461648
0.34524381
0.35923725
0.33710897
0.36637172
0.3309795
0.36810645
0.3576526
0.35759315
0.37071586
0.34183791
0.38408488
0.369156
0.37389863
0.32330364
0.36079609
0.31310937
0.33222681
0.32200959
0.37061602
0.38157994
0.33680427
0.36576033
0.36972764
0.35475051
0.36370242
0.35116491
0.38373682
0.34209576
0.35175359
0.35352987
0.38854364
0.34458557
0.35561234
0.36165607
0.33235666
0.37434325
0.35106641
0.37886173
0.33314049
0.34730944
0.33452669
0.31370473
0.33914542
0.34466439
0.33835661
0.3385694
0.39178473
0.38106558
0.36192694
0.36000243
0.36881602
0.34635642
0.34502834
0.36304834
0.32586563
0.36829308
""
""
0.43986481
0.40332702
0.42537913
0.47192591
""
""
""
0.3729488
0.37747607
0.41486332
0.40349415
0.36479139
0.45545933
""
0.36840138
0.35174224
""
""
""
""
0.36519024
0.3476904
0.41187587
0.37064931
0.39658234
""
0.36665267
""
0.32788008
0.42529961
0.37850162
""
0.3520247
0.35606083
0.46797669
0.36750093
0.35622939
0.36303309
0.36609012
0.355443
""
0.42063549
0.36225632
0.35666254
0.37966558
""
0.4109323
0.40972558
0.45222518
0.38675648
""
""
0.36943844
0.34929225
0.34209833
0.37131241
0.39884099
0.31274399
0.32258561
0.433882
0.36873868
0.41034001
0.38071588
0.36448607
0.45128566
0.3806974
0.38184756
0.34455487
0.3893097
0.40157571
""
0.46539292
""
0.3588067
""
0.42393684
""
0.40103728
0.41162303
0.40751991
0.35892457
0.43187883
0.4190087
0.50578076
0.36705318
0.38203979
0.32996669
0.39277214
0.37641752
0.39596003
0.37154701
""
0.41409433
""
""
0.38757956
""
0.44680628
0.42482159
0.43470851
0.42956361
0.38619182
0.4023473
0.40715635
0.44138274
0.41882971
0.39969787
0.4077588
0.3769916
0.38484946
0.35345364
""
""
""
0.39740798
0.51488036
""
""
0.40611428
""
""
0.41723526
0.5018568
""
0.40147322
0.40539917
0.46857303
""
""
""
""
""
""
""
""
""
""
0.50764889
0.39749795
""
""
""
""
""
""
""
0.38182089
""
0.38917542
0.46418479
""
""
0.43334687
0.38734192
""
0.40672302
0.55498755
0.37429193
""
0.39421079
""
""
""
0.40812868
0.38449416
0.36758119
0.39556557
0.38539532
""
0.35967013
0.37635514
0.36665455
0.36413485
0.38089144
0.34299111
0.41725144
""
0.37031946
0.35873902
0.3441413
0.38868842
0.367358
0.34981424
""
""
""
""
""
