kir_stycz_pooled_pooled_p25_se
0.0059129936
0.0040726406
0.008608181
0.0093757585
0.0060111731
0.01231468
0.0082079256
0.0036970749
0.0063038901
0.0087556066
0.0069015184
0.013404474
0.0085126553
0.012934937
0.01145091
0.0068580909
0.0059034303
0.010314652
0.01349871
0.0068932278
0.012183973
0.0046988903
0.0057419008
0.005243808
0.0053304508
0.0053771217
0.0072278157
0.0038281754
0.0097100241
0.0082195671
0.007428796
0.01128607
0.00931173
0.0089849224
0.0043024523
0.0061324872
0.0016489349
0.01414587
0.005008406
0.0071381484
0.0051275035
0.0052568647
0.0086585553
0.0073453956
0.0029398685
0.0098837791
0.0081254095
0.0045572631
0.002049946
0.011711963
0.002517906
0.0044229133
0.0097004576
0.0093619684
0.0079044197
0.0090680551
0.004788341
0.0056742919
0.005344091
0.01151422
0.0044874828
0.0063707754
0.0034872876
0.0053614671
0.012190309
0.011059594
0.0079094786
0.041818589
0.045420397
0.0036833526
0.011696927
""
0.127804
0.033953592
0.0066695535
0.072806112
0.045096748
0.014127011
0.0099925539
0.020592123
0.019509869
0.014514152
0.043423608
0.0085020829
0.017556133
0.033216137
0.018026119
0.074857861
0.022911482
0.023839781
""
0.031015079
0.031138731
0.066934831
""
0.021220524
0.0078192027
0.0044507557
0.0053691645
0.0074147438
0.0099640954
0.025064971
0.01249441
0.00095643912
0.003698624
0.0058661802
0.0017165685
0.0035557107
0.0055261403
0.0044129621
0.0037573397
0.0095241489
0.010542681
0.0077643702
0.0037111372
0.0075287223
0.012490688
0.024843981
0.008597929
0.01036954
0.0094064986
0.0092262458
0.0085282261
0.017244522
0.010263231
0.0090204282
0.0051298281
0.0050081601
0.0049576196
0.0096175028
0.018010102
0.0094130365
0.0095231272
0.0052818195
0.010475451
0.011914293
0.0043054856
0.012524338
0.0062723844
0.0081778262
0.006900629
0.010964046
0.0073156431
0.013248807
0.0098370425
0.004350007
0.0081980098
0.017036928
0.0092356531
0.011804129
0.01227952
0.012935117
0.0079508461
0.0054213102
0.010953432
0.011442612
0.0060644532
0.005259993
0.013640561
0.016298655
0.01200564
0.012435143
0.0079068569
0.012968475
0.0077943238
0.012661275
0.0071567236
0.0094453534
0.0060064169
0.018817725
0.0021183745
0.0092716236
0.0076421336
0.0045509031
0.0115909
0.013923565
0.0038038755
0.011892792
0.010689139
