staycz_pooled_pooled_mean_se
0.023621889
0.023129124
0.019533904
0.018092616
0.015591378
0.018851856
0.019647842
0.024528543
0.013456652
0.019011483
0.024390047
0.022486029
0.0240916
0.028216209
0.016707787
0.019641774
0.021026552
0.019771868
0.016915388
0.017142009
0.015858779
0.015381285
0.017801808
0.022962736
0.017654069
0.020395154
0.024151014
0.020442372
0.017873228
0.026046129
0.018811641
0.018130353
0.023175882
0.015673952
0.021185575
0.025745895
0.030940272
0.022889443
0.062027276
0.018109411
0.015953612
0.018742641
0.024812361
0.022902323
0.030896991
0.036206264
0.033992823
0.02457542
0.026756713
0.028390443
0.026821995
0.020856766
0.031338744
0.020848552
0.022145275
0.019159457
0.016795697
0.017531144
0.023005702
0.020246403
0.021816328
0.017460264
0.021560801
0.016257768
0.015740076
0.034930296
0.020899374
0.031718686
0.026297066
0.031129308
0.025018042
0.030332088
0.020966113
0.018721715
0.030161591
0.028746195
0.040257405
0.021489689
0.016992193
0.018896652
0.019623896
0.025413679
0.016228948
0.032832369
0.024976365
0.017965443
0.015583157
0.01929654
0.019563548
0.023443537
0.019645747
0.017776975
0.018561581
0.014059567
0.014723919
0.0186942
0.045915443
0.025298584
0.019032789
0.021741042
0.020406228
0.020570902
0.015375553
0.020606058
0.019247631
""
0.023363581
0.021160029
0.017609321
0.021071905
0.01898708
0.029791707
0.017655423
0.02272472
0.019081252
0.032788422
0.026810544
0.022525974
0.024368631
0.02628565
0.022489298
0.018033626
0.017661814
0.024958141
0.022809565
0.019676533
0.016129503
0.026599474
0.022706605
0.019465802
0.027918763
0.022306006
0.027227368
0.034546223
0.034551188
0.050025057
0.020679548
0.042194434
0.020311199
0.020480532
0.018696455
0.040778168
0.032313839
0.023622356
0.031512149
0.028718825
0.029866608
0.031999849
0.025490558
0.024526522
0.020690236
0.037502881
0.037253354
0.024182525
0.030269867
0.023816617
0.048330698
0.035643514
0.032204457
0.024882831
0.022943018
0.02532926
0.015418803
0.013773577
0.022178316
0.020110685
0.02169892
0.025876682
0.03267058
0.018656228
0.021723239
0.019293975
0.017739065
0.020341527
0.019700276
0.022692481
0.02128767
0.020408917
0.021757558
0.035590585
0.032209177
0.027170746
0.036131501
0.022349
0.02537581
0.02851388
0.035028733
0.026216079
0.023895936
0.024654681
0.030173691
0.023839217
0.032515809
0.028144076
0.025850154
0.033706516
0.032218602
0.028973376
0.040122665
0.038549125
0.026060168
0.032658398
0.034849465
0.029057199
0.025562782
0.045228548
0.049334627
0.019204192
0.016397571
0.019345321
0.019510128
0.018752852
0.019005883
0.018532421
0.019353881
0.016477132
0.016286565
0.021149898
0.028770644
0.019779358
0.022999264
0.020635322
0.015700066
0.026412901
0.023378255
0.014041227
0.026248543
0.033497944
0.033465207
0.029534588
0.027754679
0.020050071
0.019887898
0.017876392
0.01919047
0.019371105
0.024762642
0.024029374
0.019248424
0.01596717
0.025544593
0.029034333
0.020977065
0.02368949
0.020659938
0.017967617
0.025890702
0.028032776
0.024405027
0.028647365
0.039848935
0.034969747
0.023731519
