comcoll_black_female_mean
0.2500366
0.27960432
0.28083163
""
""
0.23298676
0.25131378
0.36161944
0.24809359
""
0.311524
0.36243781
0.37906662
""
""
0.42222854
0.37857363
0.28575909
""
0.19417821
""
""
0.37362412
0.34867117
""
0.29682091
0.23197876
0.2993131
""
""
0.44852296
0.24252632
0.29594022
0.27213123
0.26961309
""
0.36760339
""
0.19377945
""
0.34312299
0.17008395
0.31591555
0.31581587
0.39297813
0.2817654
""
""
0.37354544
0.39762399
0.30759224
0.30154172
0.38634872
0.25502095
0.22509018
""
0.34475604
""
0.56303364
0.14636257
0.35123429
0.27903479
0.36848611
0.23536679
""
0.14937767
""
""
""
0.4272967
""
""
""
""
0.29975733
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4463394
""
""
""
""
""
0.40727052
""
""
0.50348419
""
""
""
""
0.24885772
0.19575392
""
""
""
0.18128037
""
""
0.40376213
0.50741875
""
""
""
0.41465998
""
0.23603284
""
0.2200315
0.35018089
""
0.38394558
0.48317751
0.51844037
""
""
0.24692512
""
""
0.34649503
0.18086363
""
""
""
""
0.39729902
""
""
""
0.33980447
0.17080577
""
""
0.38961864
""
""
0.27914718
0.22071829
0.21568654
""
""
""
0.46079797
""
0.29141238
""
""
""
""
""
0.35669863
""
0.28636098
0.26873332
""
""
0.31565714
""
""
""
0.22674291
""
""
""
0.13953428
""
0.41278517
""
""
""
""
""
0.43327457
""
""
0.32234347
""
""
""
""
0.37257469
0.3768217
""
""
0.37526396
""
0.63280392
""
""
0.36723164
""
""
0.30961359
""
""
0.40177932
""
""
0.40959659
0.37712446
""
0.41450426
0.38117704
0.34767815
0.310987
""
0.35707238
0.4283585
0.48235235
""
""
""
""
0.40201539
""
0.28887719
""
""
""
0.23582484
""
0.37559307
""
""
0.31965464
""
0.43084183
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36906835
""
""
""
""
0.38488546
""
""
""
""
""
""
""
""
0.4926596
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44585139
0.45010203
""
0.37700751
0.43208972
0.37133077
""
""
0.40331215
0.36231411
0.21809958
0.3364954
0.37154973
""
0.34896305
""
0.37312263
0.44531882
""
0.30381328
""
0.37687561
0.40816629
0.30444211
""
""
0.31749108
0.33640763
0.35288614
""
0.33686715
""
""
""
""
""
""
0.33912113
0.41169697
0.31180716
""
0.23798881
0.40023258
0.39553219
""
0.39652187
0.27077606
0.49745089
""
""
0.22584693
0.28057089
0.20974521
0.40535545
0.43368989
0.29836079
""
0.4471277
""
0.38164499
0.4486874
0.39519089
0.27946824
0.36326957
0.30844158
0.26075953
0.29463965
0.33938164
0.43219879
0.29710701
0.47306904
""
""
""
""
0.34538874
""
""
""
""
""
""
""
0.3081302
""
""
0.12884471
0.25088596
""
0.29099381
""
""
0.12716612
""
0.17782649
0.25283268
0.19771069
""
0.44520009
""
0.29778945
""
""
0.29641679
0.42809719
""
0.33692512
0.43146893
""
0.39768723
""
0.43792012
0.32149941
0.37277457
0.49738505
0.095675915
0.23776776
""
0.25446945
""
""
0.29481494
0.40785456
""
0.33635193
0.28042415
0.47575173
0.35010937
""
""
0.15800859
0.27114803
""
""
0.67075163
0.32102922
""
""
0.36405391
""
""
0.26389834
""
0.40242457
0.20831579
0.4702844
""
0.43959659
0.1513654
""
""
0.16394669
""
0.42688695
0.39066318
""
0.46774924
""
""
0.29524121
""
""
0.45501375
0.26117098
""
0.3413983
""
0.3438153
""
""
0.36425593
""
0.23082085
""
0.39978915
""
""
0.29618645
""
0.29439434
""
""
0.22475201
""
0.29264528
0.31567141
""
""
0.27226263
0.30531996
""
""
""
0.36743641
""
0.3358902
""
""
0.17722361
0.38479248
0.4036994
""
0.44338763
""
0.27635625
""
""
0.37366301
""
""
0.35649773
""
""
0.29447553
0.5214628
0.41135398
0.38123322
""
""
0.24578397
0.11786651
""
""
0.35747173
""
0.20329715
0.26211238
0.24521281
0.1713867
0.32942063
""
""
""
""
""
0.19709101
""
0.24481981
""
0.50359297
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53725207
""
""
""
""
""
""
""
0.33440974
""
""
""
""
""
0.3687804
""
""
""
""
""
0.56780022
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40741938
""
""
""
""
""
0.39852613
0.34739107
""
""
0.33496413
""
""
""
""
""
""
""
0.45328894
0.28297651
""
0.39630574
""
""
""
""
""
""
""
""
""
""
""
0.2593061
""
""
""
""
""
""
""
""
0.31521857
0.30093306
""
0.30685502
""
""
""
""
0.25429305
""
""
0.43259037
""
""
""
""
""
""
0.36999723
""
0.30251735
""
""
0.32281259
""
""
""
""
""
""
""
0.40660101
""
""
""
""
""
""
""
0.23732378
""
0.35607705
""
""
""
""
""
""
0.47193697
""
""
""
""
""
""
0.26661578
""
""
""
""
""
""
""
""
""
""
0.39333984
0.31529137
""
0.24570346
0.36672884
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32451159
""
""
""
""
""
""
0.35594988
""
""
""
""
""
""
""
""
""
""
0.31852871
""
0.21650888
""
""
""
""
0.2234056
""
""
""
""
""
""
""
""
""
0.38936692
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.355248
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45435965
""
""
""
""
0.42586643
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34565815
""
""
""
""
""
""
""
0.5481838
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61440217
""
""
""
""
""
0.33142298
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44729966
""
""
""
""
""
0.34466836
""
0.28582737
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28728276
""
""
""
""
""
""
