par_rank_white_female_mean
0.52775002
0.51084816
0.59153694
0.59753388
0.67975724
0.57747829
0.45990393
0.64801043
0.54883069
0.49849609
0.47132277
0.44787392
0.4963358
0.4499965
0.57079971
0.43942633
0.59652621
0.42476052
0.7167843
0.68154192
0.65830731
0.63325375
0.76225626
0.49450481
0.46179599
0.51661587
0.4405387
0.44827473
0.59565783
0.60530061
0.68873149
0.65161043
0.60211402
0.46523461
0.49803677
0.64254922
0.43888679
0.59964085
0.67887259
0.48933697
0.48318645
0.51121289
0.52655089
0.68394476
0.51565963
0.47086015
0.50467151
0.41699186
0.45117295
0.61441195
0.60613871
0.59971827
0.4465538
0.47553805
0.50848299
0.49039945
0.50701314
0.53495991
0.45191607
0.43932369
0.40601689
0.4720321
0.5445382
0.56995225
0.50561947
""
0.48916104
0.400282
0.49707612
0.63106138
0.63374227
0.5225423
0.37434265
0.4573417
0.40687329
0.52998203
0.45189565
0.49677056
0.31080437
0.31057984
0.24124783
0.25226989
0.42870587
0.53192592
0.68122411
0.6432631
0.54592317
0.49698493
0.49265039
0.33222055
0.45250997
0.46586174
0.41709778
0.5707081
0.50512445
0.51413459
0.42986891
0.67633116
0.4989174
0.46510684
0.42614937
0.47288963
0.52647942
0.46250242
0.44457832
""
0.48113832
0.52038759
0.53117222
0.51763982
0.52386487
0.37551174
0.50595218
0.50799644
0.47567976
0.41070259
0.44716552
0.39995882
0.46007544
0.49281463
0.44734648
0.42385593
0.49905199
0.44482058
0.44870511
0.54253149
0.48132217
0.48160419
0.41216755
0.45910838
0.58839732
0.57814419
0.48697478
0.54496813
0.55025661
0.55057752
0.56412816
0.49706274
0.53506655
0.60772824
0.63219827
""
""
0.49660277
0.4360922
0.42918184
0.39470425
0.43462715
0.43369669
0.41064274
0.47289896
0.40605074
0.45574212
0.50410241
0.37227765
0.4892706
0.43465883
0.45996749
0.54603028
0.41632563
0.48864388
0.55626607
0.65941155
0.57303274
0.57643867
0.43840906
0.45553103
0.32836294
0.67721653
0.52461898
0.52035743
0.53545469
0.63303339
0.5915823
0.53793436
0.44813704
0.44600907
0.46999937
0.43248421
0.44123802
0.43922076
0.45293289
0.45666239
0.4635894
0.40791127
0.46767634
0.52513409
0.41943514
0.39877701
0.42217451
0.60819304
0.50540853
0.34996775
0.41524464
0.47669232
0.42079327
0.40126485
0.32076472
0.43723413
0.43039629
0.34600383
0.43504325
0.46572554
