work_24_white_male_n
10995.0
5192.0
1167.0
14342.0
7829.0
1188.0
15560.0
1632.0
1144.0
5889.0
7214.0
22235.0
1163.0
2897.0
6997.0
840.0
674.0
7214.0
1080.0
896.0
7807.0
8173.0
5815.0
2479.0
19613.0
542.0
2821.0
8326.0
18850.0
1603.0
1907.0
3991.0
15205.0
9585.0
1089.0
9371.0
1735.0
2546.0
355.0
372.0
7158.0
1381.0
769.0
404.0
892.0
950.0
18390.0
5124.0
12830.0
3226.0
6592.0
9700.0
3826.0
249.0
451.0
7540.0
1170.0
394.0
353.0
2148.0
1387.0
11558.0
615.0
1947.0
2793.0
2259.0
793.0
1453.0
1656.0
2407.0
824.0
1423.0
1148.0
3384.0
1608.0
936.0
3216.0
2470.0
931.0
15298.0
1640.0
3593.0
2036.0
3820.0
23448.0
2969.0
3155.0
4740.0
9463.0
5612.0
4349.0
1797.0
2191.0
9163.0
2145.0
864.0
4098.0
7864.0
38248.0
10215.0
13627.0
28074.0
21974.0
11548.0
12492.0
26535.0
11049.0
22271.0
2650.0
7247.0
4992.0
3083.0
9697.0
626.0
9662.0
15231.0
7826.0
468.0
475.0
511.0
3555.0
1849.0
1590.0
1861.0
1442.0
6311.0
5859.0
1538.0
1019.0
1018.0
48341.0
2409.0
3283.0
1510.0
5273.0
2393.0
8877.0
4267.0
637.0
1739.0
6189.0
4289.0
538.0
929.0
2170.0
535.0
4148.0
2224.0
1219.0
1184.0
2840.0
15804.0
3320.0
490.0
13497.0
9552.0
1027.0
5622.0
1297.0
3301.0
410.0
1337.0
5745.0
36417.0
684.0
55543.0
2823.0
2917.0
964.0
7417.0
82836.0
9173.0
3218.0
11884.0
3180.0
1407.0
10556.0
27034.0
3778.0
2074.0
2317.0
2830.0
25645.0
3047.0
2555.0
39731.0
1119.0
3765.0
10383.0
856.0
1867.0
4609.0
21092.0
1239.0
1667.0
4035.0
6205.0
6543.0
17636.0
2480.0
13903.0
9181.0
3321.0
4455.0
8673.0
12442.0
28702.0
3891.0
5828.0
7447.0
5754.0
8705.0
1257.0
1292.0
12647.0
15999.0
9660.0
45586.0
4482.0
4648.0
2631.0
4010.0
5354.0
2891.0
31320.0
7816.0
5995.0
8654.0
45864.0
16223.0
14421.0
8086.0
1053.0
4794.0
843.0
2574.0
1073.0
6304.0
530.0
3073.0
6793.0
3234.0
3739.0
8712.0
3102.0
2708.0
4852.0
22182.0
3448.0
6503.0
42036.0
7595.0
4687.0
1010.0
5489.0
3408.0
2254.0
19393.0
4066.0
16199.0
4846.0
12103.0
22624.0
21366.0
14757.0
86789.0
20090.0
64699.0
81999.0
10074.0
7402.0
2858.0
463.0
5944.0
591.0
1495.0
14514.0
6338.0
2019.0
5386.0
26560.0
152.0
143.0
71950.0
26037.0
2656.0
11384.0
51172.0
3481.0
1191.0
935.0
685.0
1654.0
2489.0
1593.0
1926.0
863.0
3929.0
2864.0
7053.0
56306.0
1276.0
3518.0
5915.0
1783.0
2116.0
1914.0
2805.0
5249.0
823.0
4363.0
5801.0
3595.0
4842.0
13062.0
7075.0
1570.0
9492.0
7522.0
5251.0
3270.0
12217.0
4286.0
2258.0
2627.0
4538.0
7489.0
3313.0
3097.0
8680.0
1872.0
11828.0
12874.0
29660.0
2864.0
98388.0
13599.0
2616.0
3513.0
44835.0
959.0
1933.0
5882.0
9138.0
3594.0
1284.0
2238.0
1725.0
1232.0
1496.0
3317.0
2278.0
3022.0
660.0
3445.0
5022.0
794.0
3961.0
1729.0
1857.0
4108.0
525.0
6717.0
70.0
328.0
1494.0
1166.0
610.0
380.0
260.0
744.0
773.0
3149.0
56.0
177.0
70.0
407.0
207.0
149.0
2092.0
331.0
43.0
30.0
89.0
208.0
""
118.0
121.0
219.0
324.0
827.0
484.0
711.0
974.0
450.0
5063.0
1141.0
511.0
462.0
37.0
190.0
1292.0
2416.0
724.0
759.0
2991.0
4804.0
397.0
984.0
76.0
3324.0
2141.0
376.0
230.0
156.0
295.0
1250.0
699.0
558.0
405.0
182.0
140.0
559.0
58.0
2305.0
1423.0
1735.0
1547.0
1688.0
1442.0
1449.0
2690.0
12833.0
986.0
1026.0
1415.0
4281.0
22.0
51.0
""
20.0
1661.0
2858.0
545.0
197.0
1591.0
1764.0
1059.0
741.0
2024.0
4577.0
580.0
6962.0
1136.0
1255.0
18437.0
1087.0
404.0
39.0
172.0
330.0
1056.0
14164.0
122.0
95.0
2834.0
328.0
264.0
227.0
158.0
303.0
470.0
236.0
102.0
558.0
1305.0
1218.0
364.0
1742.0
73.0
654.0
10062.0
41881.0
562.0
""
836.0
1293.0
2088.0
1121.0
274.0
159.0
584.0
301.0
348.0
1709.0
620.0
548.0
3423.0
6773.0
11120.0
2021.0
1303.0
1467.0
1140.0
3618.0
2743.0
34333.0
3921.0
2204.0
852.0
511.0
6375.0
1946.0
10527.0
3280.0
6066.0
1387.0
2957.0
6070.0
2165.0
7770.0
1680.0
17098.0
916.0
662.0
2355.0
5317.0
1402.0
125.0
533.0
""
1831.0
34.0
1470.0
4714.0
1469.0
417.0
4715.0
1318.0
167.0
111.0
""
670.0
877.0
342.0
238.0
594.0
392.0
429.0
586.0
2398.0
695.0
241.0
18062.0
1017.0
18730.0
433.0
1245.0
20.0
5059.0
