working_black_male_mean_se
""
0.045590624
0.078551598
""
0.06202206
0.075275265
0.096155062
""
0.052290972
0.063061617
0.071467578
0.039580364
0.077097706
""
0.047481209
""
0.091449462
0.042955156
""
0.063840412
""
0.065276042
0.049318187
0.088950798
""
""
""
""
0.088100359
""
""
0.048570611
""
0.071014568
""
""
""
""
""
0.023264583
0.048200577
""
""
0.045877259
0.046907205
0.062934063
0.0596935
0.067052685
0.043961886
0.060861226
0.060094588
0.040509868
""
0.11562832
0.073144428
0.052477244
""
""
""
""
""
""
""
""
""
0.045335859
0.028194485
0.056187369
0.058706969
""
0.042015839
0.050721265
0.036299232
0.03727046
0.10577475
0.032198701
""
0.034063488
0.02738411
0.030758664
0.028792191
0.046068408
0.037218563
0.055287339
0.065039411
0.049455177
0.077163748
0.048458014
0.042719923
""
0.051131528
0.068927646
0.081030175
0.036274165
0.0555951
""
""
0.096740864
0.051175058
""
0.075123966
""
0.059320047
""
""
""
0.070158608
0.03465376
0.026174523
0.054246571
0.039063103
0.041897114
0.035903268
0.072158366
0.042629741
""
""
""
0.093646519
""
""
0.058415819
0.089447998
""
""
""
""
0.078258909
""
0.09655489
0.044403952
0.045549676
0.089545183
0.059661433
0.075660639
""
0.037032042
0.082499452
0.03280282
0.056532636
0.035098758
0.041887198
0.056608848
0.074361064
""
""
""
""
0.079227753
""
""
""
""
0.105971
0.084191144
0.045053881
""
""
""
0.054558259
0.066401109
0.078942388
0.090071499
0.038322799
0.039636098
0.057307806
0.067397736
0.04891957
""
0.087890789
0.041590001
0.076532193
0.056929938
0.080802545
0.070840754
""
""
""
0.082089968
0.061298475
0.078660764
0.046259362
0.080051139
0.03982424
0.047176544
""
0.074906364
""
""
0.059745032
""
0.071425416
0.037826981
""
""
""
""
0.05751504
""
""
0.10488208
0.064444661
""
0.060530704
0.077423148
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078531556
""
""
0.039691769
""
""
""
""
0.089183986
0.038745467
0.043382835
0.054887827
0.049616102
0.05363087
0.055908769
0.083851092
0.052284997
0.029568736
0.052739359
0.083982229
0.032541532
0.034002267
0.032066755
0.029279754
""
0.054319363
0.049990553
0.040482502
0.064815618
0.063840456
0.033957202
0.025306819
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.090633869
0.095537029
""
0.044304918
0.082942605
0.051175803
""
0.074650303
0.038235184
0.072932169
""
