hs_other_female_p100
""
""
""
""
""
""
""
0.86830765
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0016962
""
""
""
""
""
""
""
0.95173222
""
""
""
1.072438
""
0.99642897
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92820919
""
""
""
""
0.81150639
""
""
0.93424845
0.68691409
""
""
""
""
0.72761822
""
""
""
""
""
""
""
""
""
""
""
""
""
0.97632402
0.95148426
""
""
""
""
0.94122767
1.0890787
""
0.94678593
1.0821882
""
1.0159701
0.99984455
""
""
""
1.0541805
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86957413
""
""
""
""
""
0.92050517
""
""
""
""
""
0.99425852
""
""
""
0.95280379
""
""
0.91345006
""
""
0.95958692
""
0.92990279
1.0378505
""
0.91146457
""
""
1.0179365
0.82667375
""
""
0.94893366
1.0240331
0.86038965
""
1.0208033
0.93753064
""
""
1.0049373
0.9837994
1.1004674
0.96134531
1.0163544
""
0.90546441
0.97534955
0.9572804
0.95474344
0.9747811
0.99058741
0.98819238
1.0039201
0.95998287
0.95358419
0.9452098
0.90121329
0.98200697
""
""
0.9130137
0.92869049
0.89552063
0.94252151
1.0275624
""
0.93129295
""
0.9709658
1.0292321
0.99480176
0.95091826
""
0.95846266
""
""
""
0.92774189
0.82315701
""
""
""
""
""
""
""
""
0.93845373
""
0.98355764
""
""
0.92352229
""
""
""
""
""
""
""
""
0.91074961
""
""
""
""
0.99473959
""
""
""
0.76140195
""
""
""
""
""
""
""
""
""
""
""
0.95812267
""
""
""
""
""
""
""
""
""
""
1.0600935
""
0.9769153
0.9798851
0.93781209
0.950454
0.90273839
0.89367104
""
""
0.97719646
0.92659235
1.0934359
0.86016494
1.0049103
""
1.0455065
""
0.99867719
0.97168702
""
""
1.1153166
0.86810946
""
""
""
""
0.9286471
1.0552408
""
""
""
""
""
""
""
""
""
1.1882399
""
0.94800895
""
""
""
""
""
1.2512265
0.95947856
0.88614845
""
""
""
0.97202599
1.1105844
0.8951605
0.89567178
""
""
0.91742158
""
0.8143068
0.98399502
1.0581429
1.0381447
0.91948313
0.86013585
""
""
1.0657451
1.0323203
0.98856592
0.96419209
""
""
""
""
1.1143554
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0676616
0.92195839
""
""
""
""
0.81687081
""
0.96318108
""
""
0.92807859
""
""
""
""
""
""
""
0.92022663
""
""
""
""
""
""
""
""
""
""
""
1.0221893
""
""
""
0.98552382
""
""
""
""
""
""
0.91994572
""
""
""
""
""
""
""
0.96174008
1.0157279
""
""
""
""
""
""
""
""
""
""
""
""
0.68774182
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0038841
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.97794455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
