staytract_natam_male_p10
0.30542853
-0.082508355
""
0.23855484
0.33188871
""
0.19577578
""
""
0.23289819
0.23410253
0.26593196
""
""
0.14428718
""
0.52598578
0.27246949
""
0.42932296
0.26054123
0.47365743
0.45396259
0.48655128
0.19036853
0.36902359
0.22813308
0.3233408
0.16465558
""
""
0.16155593
0.27760038
0.19900295
0.49242058
0.30856666
""
""
""
""
0.41038093
""
""
""
""
""
0.20818003
0.39148703
0.26748651
0.41284814
0.39800984
0.24936666
0.21899891
""
""
0.35835278
""
0.34645084
""
0.33012307
""
0.23882888
""
0.30074954
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18870649
""
""
""
0.18330584
0.22309279
""
0.11815152
0.31790718
0.39260867
0.32042602
-0.01751958
""
""
0.36576611
""
""
0.25546822
0.12705077
0.17296781
0.22451162
0.13371329
0.25930002
0.17737284
0.25005049
0.2738229
0.17207864
0.23523235
0.21933794
0.30535266
0.30688804
0.13488571
0.15930504
0.28205875
""
0.31813553
0.15681399
0.33515903
""
""
""
0.21580778
""
""
""
""
0.3744311
0.36115354
""
""
""
0.21270303
""
""
""
0.43824509
""
0.24334265
0.26939964
""
""
0.38390487
0.37190455
""
""
""
""
0.19496669
0.67685187
""
0.079771854
-0.040533982
0.22660439
0.52651393
""
0.27785754
0.36780372
0.48562828
0.27534249
0.45124611
""
""
""
0.22949493
0.28056723
""
0.23144391
0.27438852
0.35535026
0.38573644
0.3077158
0.23877075
0.2787832
0.45359847
0.19788772
0.18254332
0.13880715
0.2436067
0.24915601
0.41755524
0.34614038
0.082485043
0.27537194
0.25406903
""
""
0.23748893
""
""
0.22857104
""
""
0.47039944
0.11486384
""
""
""
""
""
0.19666873
""
0.16052546
0.19633436
0.38284314
0.21832411
0.3760305
0.25243554
0.16223884
""
0.1496291
0.33870053
0.11222114
0.21706036
""
""
0.20974673
0.15229969
0.13821593
0.16793384
0.15912084
""
""
""
0.35071349
""
0.14534654
0.44386318
""
""
0.28876385
0.2254788
0.23591433
0.49191895
""
""
""
""
""
0.30548003
""
""
0.36291203
""
""
0.25627184
""
""
0.23237127
0.24607253
""
""
0.32345042
0.23280917
0.51421076
""
0.073213093
0.62794513
""
0.10069241
""
0.29760972
""
0.32054868
0.12941781
0.22618152
0.30299318
0.33751661
0.23005423
0.25180259
0.30159256
0.16995281
0.33819002
""
""
0.16294384
0.34756222
0.11621195
0.22563067
0.28694722
""
0.10253862
0.32903928
""
""
0.28022993
0.16841462
""
0.079341464
0.2599026
""
0.46154884
0.48517942
""
0.23733781
0.56727636
0.7004239
""
""
0.081249416
""
0.44629589
0.22647248
0.34241825
0.4135704
0.42944551
""
""
""
0.41611427
""
""
0.39259458
0.39428574
""
0.31541091
0.31837079
0.29598993
0.3973977
0.31531444
0.27174184
0.16088596
""
0.29828092
""
""
""
""
0.1305387
0.26547763
""
0.23414856
""
0.19656564
0.22551407
0.14908807
""
0.18427168
0.21524282
0.30282134
""
0.17527488
""
""
0.20739153
0.27309951
""
""
0.013490542
0.15684038
""
""
""
""
""
""
""
""
""
0.46953598
0.19636726
""
0.43317279
""
0.3840695
""
""
""
""
""
""
""
""
""
0.26022345
""
""
""
0.44720492
""
0.36301398
0.26585522
""
""
""
""
""
""
0.39613628
""
0.046175092
""
0.29857439
0.42701337
0.21236727
0.26617086
""
0.19319105
0.25869015
""
0.5554269
0.31392884
0.33185124
0.28809094
0.39421296
""
""
0.16688164
0.18401772
""
""
""
0.19242595
""
""
""
""
0.67734969
0.4627997
0.25652972
""
0.29281271
0.37701347
""
0.31496
""
0.42236277
""
""
""
""
""
""
""
0.33972031
""
""
""
0.29692906
0.47386348
""
""
0.38275763
0.20049833
0.19296643
""
0.27217051
0.22816764
""
""
""
""
0.23895606
0.44124931
0.26011568
""
""
0.20736721
""
""
""
""
""
""
0.2752786
""
""
0.23669037
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18693578
0.16456912
""
""
""
""
0.21390626
""
""
""
""
""
""
""
0.24000289
""
0.087456167
0.2862103
0.22402877
0.20022078
0.17196743
0.32884088
""
0.32882112
0.10153278
0.19552469
0.26292247
0.52249193
""
""
0.15709004
0.02585936
0.22192681
0.12143558
0.25963292
""
0.31012255
0.34922504
0.3583889
0.28570899
0.2417281
0.25405312
0.31748623
0.40925172
0.27198648
0.2605491
0.50984228
""
""
""
0.1692082
""
0.25239217
0.10995074
0.030159401
""
0.084628232
0.054328147
""
""
""
""
""
""
""
""
""
""
""
0.18822791
""
""
0.18797977
""
0.20237869
""
""
""
0.16832125
""
""
""
""
""
""
0.19027795
0.26502177
0.19329828
0.34036025
0.23394991
0.29338241
0.018995212
""
0.13580018
""
""
""
""
""
""
""
""
0.27296701
""
""
0.10713556
""
""
""
""
""
0.14374565
""
0.23911771
0.18711989
0.21533398
0.28564247
0.21059811
0.17337777
0.15712613
0.28648043
0.29993862
""
0.36203751
0.32387355
0.37097824
0.2526769
0.34797153
0.33752817
0.39394572
0.41221315
0.49335572
0.29164559
0.34219891
""
0.6617927
0.58492601
0.48449504
0.3989906
0.40934533
0.4799197
0.40397081
0.69114637
0.64331055
0.47723332
0.40973815
0.44990084
0.37940818
0.1852158
""
""
""
0.4030813
0.35200682
""
""
0.33990815
0.19672047
""
""
0.064689241
0.23400988
0.30087671
""
""
0.46632674
0.14258216
0.20178534
""
0.18464789
""
0.11229724
""
""
""
0.41544768
""
""
0.20801151
0.37102708
0.52285302
0.30819494
0.56817907
0.3992871
0.25900385
""
0.25942808
0.38451165
0.36803365
0.30359423
""
0.16341744
0.16335873
0.18940097
0.11601747
""
0.27275214
0.29515702
""
0.18424046
""
0.19907042
0.21841301
0.30909878
0.31914148
""
""
""
0.50908238
""
0.16956326
0.28588393
""
""
0.23674005
0.32813492
0.17111857
0.2813127
0.32494795
0.2648831
0.22825879
0.26422417
0.23739374
0.21933597
0.21654564
0.55358642
""
""
0.26141712
0.24972363
0.2468323
0.23139611
""
0.61069643
0.27535528
0.18032736
0.27556524
0.25459588
0.30657229
""
0.1862776
0.12704718
0.16732413
0.32474649
0.26300067
0.17061631
0.42034701
0.23024151
0.2434482
0.47569776
0.30847028
0.13753055
""
0.19303158
""
""
""
0.4773306
0.37515318
0.26975825
