staytract_other_male_p50
0.30793971
0.28189731
0.27476791
0.27497047
0.24285266
0.22636259
0.29337868
0.28914279
""
0.35417327
0.30355418
0.23551078
0.098220401
0.24389166
0.30882886
""
0.26997826
0.25690272
0.49878675
0.51773429
0.2539016
0.25077817
0.25916502
0.20010543
0.2147612
0.2380524
0.28899401
0.23758574
0.22316934
0.14675307
0.33231187
0.31239057
0.21545447
0.24072254
0.26119548
0.23030525
0.25412723
0.27953756
""
0.079839781
0.23737818
0.36683878
""
""
0.26817539
0.20271899
0.22326198
0.30790544
0.28084931
0.27394465
0.25355819
0.31691909
0.30910894
""
""
0.21945828
0.22898601
0.53097045
""
0.14856555
0.29911688
0.18990086
0.3388904
0.30274633
0.39642152
0.17021424
""
0.29882011
0.35164967
0.39833292
0.090438165
0.21494204
0.16547851
0.23636553
0.27639481
""
0.32134938
0.51495862
""
0.19483711
0.28630683
0.31255588
0.30486879
0.19406675
0.22408783
0.27186415
0.37940991
0.21833336
0.26350242
0.39169282
0.28094348
0.38814294
0.26277024
0.19926231
0.25110152
""
0.27063146
0.28498113
0.21782966
0.20419741
0.28264275
0.26153129
0.19666646
0.21341462
0.19288149
0.24876638
0.20448956
0.24217211
0.36590752
0.18836001
0.24155459
0.20895159
0.17269719
0.18329155
0.23621844
0.23817924
0.20332465
""
0.23580123
""
0.22690278
0.23122978
0.2295334
0.19700854
0.18905365
0.29188892
0.21187779
0.34345239
0.18879639
""
0.21691057
0.1719674
0.14693831
0.31223029
0.23804152
0.1483171
0.27001208
0.26106495
0.15730423
0.19380452
0.22161143
0.22207375
""
0.28316161
0.16249269
0.17416179
0.26384991
0.26938742
0.10982072
0.23600972
0.29735905
0.23725404
0.26944202
""
0.20641734
0.22127113
0.50578499
0.15504235
0.056990523
0.29905438
""
0.34070626
0.19542894
0.22309338
0.23561917
0.2302977
0.28046307
0.27350882
0.429407
0.15859608
0.20352085
0.18673794
0.31676406
0.16716269
0.2659131
0.082401387
0.22868563
0.19404915
0.19404972
0.27890447
0.13836405
0.27745178
0.24135199
0.31125855
0.29204232
0.21452971
""
0.21155597
0.25406972
""
0.098573811
0.15994865
0.25664264
0.36189303
0.44453114
0.28432909
0.24743135
0.30071557
0.19292605
0.31119552
0.24943066
0.20763758
0.18119198
0.2078314
0.24206679
0.187424
0.15092367
0.21782276
0.25262827
0.25562698
0.24984863
0.21450268
0.15736558
0.13652675
0.20059665
0.24200976
0.17648715
0.20332788
0.25888327
0.39014927
0.33444226
0.30566457
0.24875905
0.34722814
0.18352975
0.26131159
0.31170529
0.258504
0.25067604
0.20579746
0.18256022
0.21968101
0.21692695
0.35023832
""
0.36067879
0.39658323
0.26599047
""
0.44292739
0.45698819
0.28790769
0.21605441
0.24095318
0.30335036
0.32587609
0.393053
0.26197463
0.27006397
0.22280414
0.23838027
0.32933772
0.35625076
""
0.18307802
0.21292448
0.28370136
0.23332416
0.31106851
0.26123017
0.27691787
0.2444161
0.19751753
0.22303356
0.24797885
0.31418359
0.25353497
0.26221803
0.26755098
0.2613849
0.25507566
0.29866123
0.62596118
0.19983433
0.49445048
0.19433489
0.22317682
0.33463043
0.11806767
0.34717506
0.32265231
""
""
0.27735358
0.2065423
0.28115138
0.23482819
0.25528306
0.34427232
0.32471892
0.28004172
""
0.28177243
0.2048495
0.16932759
0.36867088
0.1902886
0.2221081
