spouse_rk_hisp_pooled_n
46.0
117.0
""
""
88.0
""
""
128.0
""
""
30.0
""
""
""
""
92.0
""
""
""
""
""
33.0
135.0
""
49.0
40.0
""
45.0
""
20.0
""
""
""
""
71.0
30.0
289.0
""
36.0
""
65.0
46.0
""
""
278.0
""
""
88.0
213.0
""
183.0
106.0
""
""
""
""
43.0
30.0
111.0
""
32.0
""
64.0
""
""
""
""
""
""
603.0
""
""
""
""
207.0
""
""
47.0
34.0
24.0
25.0
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
61.0
1300.0
499.0
263.0
312.0
98.0
94.0
18221.0
661.0
261.0
7516.0
1304.0
1206.0
563.0
2745.0
""
28.0
25.0
559.0
""
""
""
72.0
""
22.0
""
""
""
""
""
64.0
63.0
37.0
""
""
""
""
72.0
20.0
""
82.0
""
29.0
39.0
""
20.0
36.0
""
""
45.0
67.0
""
""
""
""
""
""
43.0
""
""
29.0
47.0
""
""
""
""
""
""
""
""
""
34.0
64.0
""
390.0
""
""
91.0
""
""
228.0
67.0
""
""
37.0
""
390.0
62.0
""
48.0
8352.0
""
105.0
947.0
127.0
239.0
5744.0
99.0
595.0
10793.0
251.0
266.0
4584.0
73.0
9361.0
1822.0
158.0
128.0
102648.0
2055.0
612.0
61.0
435.0
3595.0
42.0
""
6039.0
1086.0
226.0
22651.0
1268.0
36.0
20304.0
6790.0
1115.0
24822.0
24134.0
2848.0
6283.0
1461.0
4952.0
4321.0
12009.0
2702.0
471.0
""
152.0
3027.0
2306.0
5776.0
864.0
369.0
""
6153.0
173.0
8933.0
1607.0
566.0
3680.0
251.0
2471.0
24.0
""
65.0
1029.0
248.0
45.0
""
""
97.0
34.0
33.0
""
162.0
4966.0
""
555.0
64.0
58.0
2714.0
186.0
200.0
""
""
21.0
""
82.0
""
2590.0
""
39.0
65.0
163.0
877.0
218.0
""
103.0
541.0
""
65.0
124.0
213.0
322.0
278.0
""
52.0
21.0
""
161.0
1815.0
25.0
200.0
""
35.0
""
""
""
""
51.0
25.0
1752.0
46.0
2588.0
2005.0
194.0
183.0
1825.0
430.0
151.0
161.0
194.0
820.0
147.0
1013.0
427.0
""
254.0
""
1304.0
9749.0
""
277.0
179.0
465.0
1015.0
65.0
101.0
""
1520.0
412.0
146.0
""
49.0
""
""
""
""
137.0
299.0
398.0
334.0
5757.0
""
294.0
31.0
""
""
625.0
1519.0
279.0
61.0
""
""
630.0
644.0
284.0
31979.0
393.0
66.0
474.0
209.0
6186.0
2185.0
4406.0
974.0
1561.0
1762.0
82.0
229.0
833.0
233.0
572.0
2214.0
44.0
53.0
""
""
1258.0
21.0
39.0
""
""
""
""
""
""
""
63.0
90.0
""
""
71.0
""
""
""
41.0
21.0
""
""
""
80.0
""
80.0
35.0
""
268.0
192.0
""
222.0
108.0
""
439.0
""
1052.0
41.0
52.0
196.0
""
95.0
""
""
""
""
""
893.0
""
""
77.0
138.0
""
""
30.0
""
""
""
""
192.0
80.0
182.0
""
851.0
27.0
""
76.0
74.0
20.0
""
1526.0
53.0
550.0
""
""
24.0
""
""
205.0
227.0
""
55.0
""
""
""
""
""
""
""
""
""
""
234.0
""
""
111.0
25.0
""
""
""
""
""
""
""
""
""
""
""
73.0
434.0
42.0
41.0
""
98.0
46.0
""
""
""
68.0
""
""
""
""
""
321.0
89.0
""
""
""
35.0
20.0
""
""
""
""
20.0
""
""
""
20.0
49.0
33.0
""
""
28.0
""
""
""
""
30.0
47.0
27.0
""
""
21.0
""
""
""
487.0
""
""
""
""
395.0
2936.0
141.0
383.0
618.0
""
235.0
""
""
276.0
""
""
42.0
335.0
""
""
""
896.0
""
229.0
""
""
""
153.0
47.0
44.0
56.0
89.0
21.0
103.0
132.0
178.0
39.0
22.0
""
25.0
58.0
309.0
70.0
""
77.0
116.0
83.0
26.0
""
312.0
""
64.0
34.0
""
""
200.0
""
84.0
""
23.0
29.0
159.0
""
""
""
25.0
55.0
26062.0
""
""
175.0
""
34.0
3271.0
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
96.0
60.0
44.0
""
20.0
""
""
""
3064.0
189.0
288.0
83.0
2726.0
303.0
""
72.0
50.0
21.0
""
762.0
169.0
65.0
24.0
209.0
""
""
""
""
""
31.0
""
""
""
""
136.0
201.0
""
""
""
""
""
""
20.0
""
573.0
374.0
""
126.0
""
""
""
""
47.0
107.0
21.0
113.0
""
33.0
""
""
""
254.0
2168.0
43.0
618.0
35.0
64.0
525.0
61.0
""
""
51.0
""
23.0
84.0
52.0
""
72.0
""
22.0
33.0
""
45.0
54.0
40.0
402.0
""
54.0
23.0
""
31.0
""
102.0
""
202.0
46.0
""
96.0
24.0
88.0
40.0
21.0
60.0
22.0
20.0
""
105.0
26.0
128.0
38.0
2563.0
159.0
32.0
80.0
843.0
109.0
""
43.0
67.0
20.0
36.0
20.0
130.0
""
""
""
""
""
""
528.0
""
""
""
""
""
""
395.0
""
30.0
""
45.0
29.0
""
""
193.0
""
""
95.0
""
54.0
29.0
""
34.0
""
42.0
34.0
37.0
26.0
""
""
""
""
""
""
113.0
""
""
""
104.0
""
""
""
""
""
63.0
""
""
""
""
""
46.0
37.0
84.0
""
""
""
41.0
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
116.0
""
""
""
53.0
163.0
63.0
""
""
""
""
""
155.0
""
""
""
""
""
248.0
""
""
""
""
21.0
""
520.0
188.0
""
""
""
383.0
""
37.0
45.0
33.0
""
""
""
49.0
43.0
40.0
""
43.0
""
""
323.0
""
""
""
""
""
""
89.0
""
""
97.0
""
""
""
""
""
""
""
""
""
88.0
43.0
""
39.0
""
137.0
""
""
28.0
""
585.0
336.0
30.0
176.0
""
""
135.0
""
""
""
""
""
141.0
""
""
""
24.0
""
892.0
23.0
""
""
37.0
""
201.0
""
""
""
213.0
41.0
21.0
""
""
30.0
""
65.0
""
""
""
24.0
""
""
""
""
""
""
""
38.0
""
""
154.0
""
36.0
162.0
""
""
""
142.0
""
1335.0
310.0
495.0
""
39.0
""
""
""
46.0
73.0
""
""
""
""
""
""
""
""
732.0
""
""
""
""
""
""
""
68.0
""
21.0
""
""
""
""
33.0
""
""
26.0
41.0
""
""
""
""
106.0
22.0
""
""
""
""
45.0
""
""
""
195.0
""
""
20.0
""
""
""
""
33.0
""
""
""
""
266.0
""
""
""
25.0
""
""
""
""
429.0
28.0
""
81.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
35.0
""
""
40.0
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
