kir_native_hisp_pooled_mean
0.39924723
0.35548371
""
0.46918604
0.431568
""
0.42740533
0.41855279
""
0.4788864
0.45462754
0.46095565
""
0.5149979
0.43803093
""
""
0.4762134
""
""
0.39984843
0.44154459
0.44773647
0.4473179
0.48248935
0.5083217
0.43736526
0.43600848
0.47174799
0.489131
0.38416547
0.42138144
0.49639022
0.43752044
0.47148493
0.46535093
""
0.3249099
""
""
0.48765346
0.39794666
""
""
""
0.45935255
0.51673651
0.46030879
0.55907673
0.43535152
0.45216703
0.47408867
0.38606215
""
""
0.46303681
0.38109642
""
""
0.40584421
0.4154169
0.46158987
""
0.49307066
""
0.34518114
""
""
""
""
""
""
0.43542904
0.37331739
0.33267903
""
0.39764625
0.34940836
""
0.46973622
0.42930719
0.47156584
""
0.46306661
0.49419126
0.40464324
0.43444833
0.47452655
0.46478
0.37399977
0.40391639
0.3928248
0.4407264
0.43097398
""
""
0.38255844
0.42399108
0.48885876
0.47385252
0.48526791
0.52174222
0.47382995
0.46432152
0.46200722
0.4713634
0.43496326
0.45706284
0.42727247
0.485699
0.50079209
0.47640356
0.47534814
""
0.45040265
0.43750781
0.43593556
""
""
""
0.41925105
0.49465504
0.41580072
0.42597473
0.39861888
0.4978084
0.48411849
0.40231544
""
""
0.50747818
0.39834416
0.47838247
""
0.41008285
0.32760391
0.49810311
0.4493534
""
0.4615708
0.44298264
0.46699271
""
0.45048803
0.38427901
""
0.4875305
0.3930966
""
0.50826228
0.44873294
0.4397406
0.44388521
""
0.45787153
0.53394979
""
0.44607836
0.38396263
""
""
""
0.48343766
0.53229356
""
0.56133538
0.50197464
0.52536303
0.4690057
0.47360823
0.47358909
0.47881234
0.45826066
0.47141084
0.40006012
0.41737902
0.47060177
0.44728273
0.45558354
0.43842107
0.39779148
0.50981611
0.46660802
0.53285569
0.48276275
0.47618341
""
0.47669667
0.49446774
""
""
0.47008708
0.48031235
""
""
0.49165609
0.45056894
0.47324842
0.45873022
0.48867097
0.44934234
0.51555842
0.46547249
0.50532258
0.43973351
0.46007937
0.48164481
0.48750877
0.49680454
0.44926685
0.48404717
0.45883068
""
0.40326113
0.53284842
0.46849957
0.4689194
0.49165753
0.48004764
0.50037193
0.5313853
0.36504161
0.44873172
0.54060298
0.51423484
0.48008221
0.39946818
0.47839555
0.51539522
0.47043762
0.45034921
0.43634319
""
0.45480862
""
0.55405456
""
0.46899113
""
""
0.4164232
0.52733707
0.4731541
0.48506197
0.53211623
0.47759962
0.46972135
0.47189105
0.48969895
0.4396131
0.47172841
0.48709249
0.4405103
""
0.4431406
0.52013206
0.44397262
0.49126601
0.46549651
0.47271144
0.44482303
0.48255107
0.47768998
0.47991955
0.50663394
0.52700752
0.54754931
0.54811412
0.49772304
0.51519257
0.48952219
0.53779161
0.37447545
0.50073993
""
0.46082902
0.46871319
0.52188444
0.45555392
0.46617037
0.45896366
""
""
0.50966018
0.51712179
0.46194002
0.44367722
0.50527227
0.49521631
0.39207965
0.53736925
""
0.4684068
0.43366694
0.52340078
0.60587108
0.55026644
0.44996437
0.49122691
0.46780601
0.53294957
0.42877772
0.49800289
0.51593494
0.51080513
0.48520222
""
0.49381676
0.48253402
0.48066553
0.51162785
0.45314348
0.43905252
0.47477978
0.4984715
0.46660873
0.38352457
0.46551135
0.48041946
0.49575329
0.45700249
0.51908505
0.50176376
0.42735416
0.51755029
0.47979853
0.45889482
0.53786296
0.42392024
0.48629153
0.44828776
0.51775897
0.46978819
0.49452439
0.46676087
0.52283335
0.48338783
0.4711633
0.46041065
0.49775851
""
0.50447798
0.51609993
0.54964292
0.43115938
""
0.36765888
0.43173715
0.42538923
0.42176342
0.40659022
0.44972241
0.38511992
""
0.48109117
0.41423625
""
0.41251472
0.59288406
0.43019184
0.40962848
""
0.50651789
""
""
0.4608925
""
""
""
""
""
""
