married_other_pooled_p75_se
0.081415027
0.065973386
0.18573824
""
0.14117736
""
""
0.057081342
0.18607195
0.17612195
0.25808811
""
0.16994351
""
""
0.06423445
0.1158105
""
""
0.21291058
""
0.14513062
0.066836275
0.10776365
0.10871719
0.083156794
0.15765415
0.092723534
""
""
0.24630679
""
""
0.19966367
0.079804733
0.091531083
0.034669749
""
0.094905309
0.079587452
0.073468789
0.091862991
""
0.19542517
0.028163726
""
""
0.094831474
0.048489038
""
0.049296003
0.069641255
""
""
0.19306551
""
0.099531293
0.11076254
0.059091203
""
0.11966778
0.14272712
0.076518945
0.14220141
""
""
""
""
""
0.015396773
0.11578674
""
""
0.18197566
0.027434437
""
""
0.040038865
0.064142525
0.07771904
0.079454988
0.19483922
""
0.05252289
0.10446647
0.14035857
0.18031545
""
0.1470838
0.074565552
""
""
0.14291228
""
""
0.14254951
0.12412439
0.037180632
0.05471177
0.1103107
0.17256962
""
0.18040308
0.010204168
0.055937998
0.076565392
0.018789573
0.051666111
0.28471625
0.060682792
0.053952146
""
0.22613773
0.1346866
0.051766552
0.12324612
""
""
0.16147782
""
""
0.19618519
0.64627999
""
""
0.18082574
0.11442215
0.090142958
0.16050266
""
""
""
""
0.090666622
0.22492586
""
0.093454674
""
0.16770598
0.215765
0.12723857
0.20345199
0.1398762
""
""
0.088443495
0.2197606
""
""
""
""
0.19686185
0.20323458
0.072588682
0.23852418
""
0.12278172
0.15155664
""
""
""
0.18417941
0.21048638
""
0.22154957
""
0.21666574
0.21510841
0.093559094
""
0.03497187
0.24916008
0.14686057
0.084509425
""
""
0.050717007
0.28831172
0.6363591
""
0.18865198
""
0.054187261
0.11377878
""
0.23811403
0.0082023265
""
0.075211458
0.039252408
0.093706124
0.16331768
0.0095751192
0.092295855
0.030759752
0.020668188
0.12824216
0.044203032
0.062861197
0.13174555
0.019013802
0.040125176
0.074549727
0.096098401
0.0051449277
0.049368545
0.023117125
0.11218885
0.055184968
0.032684851
0.19499186
""
0.017735081
0.034737077
0.045562405
0.0078472132
0.02219064
0.12360544
0.010883499
0.009757081
0.057491116
0.010372752
0.0075493278
0.014510421
0.015366359
0.027948819
0.010454522
0.022052813
0.0078541683
0.02630697
0.038063854
""
0.075672425
0.012176476
0.018214213
0.021104746
0.043145765
0.075559281
0.15535595
0.030765565
0.065953344
0.013166052
0.032140486
0.048449501
0.026466757
0.1621049
0.016171429
""
""
""
0.030819988
0.058390215
0.14003898
""
""
""
""
""
""
0.15327118
0.024256945
""
0.032106616
""
0.10385796
0.016016876
0.089176498
0.11113571
""
""
""
""
""
""
0.020184567
""
""
""
0.10395347
0.034621269
0.23844865
""
0.15176319
0.056971855
""
0.17532197
0.12701093
0.11898267
0.13642587
0.17717285
""
0.15181743
""
""
""
0.05831534
""
0.24788339
""
""
""
""
""
""
0.090159751
""
0.043202572
""
0.019881122
0.019913161
0.045053456
0.039955501
0.0213055
0.028196009
0.046453003
0.054534752
0.039576903
0.024717789
0.062431488
0.026810134
0.048110351
0.16640288
0.042799268
0.22595364
0.023896253
0.016303612
0.18864265
0.060154922
0.081978023
0.033819523
0.061378602
0.10396585
0.23658843
""
0.020660467
0.033294655
0.090141177
""
0.15482306
""
""
""
""
0.17824356
0.19428471
0.071065411
0.10727546
0.01992273
0.27025032
0.084891416
0.1614532
0.21311054
""
0.052896332
0.042352661
0.043787841
0.13721088
""
0.20648949
0.051237658
0.059155844
0.069479287
0.019615155
0.077263214
0.10806955
0.028461099
0.14195082
0.021478182
0.041066337
0.023614727
0.041181702
0.02596207
0.037966296
0.15488389
0.060975537
0.051772136
0.042518731
0.043892827
0.026836062
0.183818
0.1584062
0.19078569
""
0.039231569
0.15285435
0.12520172
0.17890228
