marr_26_pooled_male_mean
0.3600789
0.31876987
0.24616303
0.38746586
0.42003796
0.14730039
0.24682167
0.32662538
0.22186808
0.39022279
0.40384194
0.29789931
0.25857356
0.42278674
0.46147633
0.31891742
0.35834274
0.24050808
0.28413725
0.36465719
0.34301001
0.42971304
0.32725129
0.16122702
0.43956071
0.34979811
0.31413209
0.34729928
0.42648974
0.43318984
0.36518201
0.11544467
0.19505136
0.27762964
0.30264118
0.43520123
0.22430348
0.45396394
0.37129173
0.41418135
0.25705868
0.39180699
0.11443742
0.10277638
0.2956903
0.23181298
0.44473171
0.41180864
0.24930266
0.30492058
0.18938991
0.34081647
0.15953057
0.27196425
0.25561225
0.36481628
0.23571558
0.42067462
0.34389403
0.12712379
0.29067507
0.30855706
0.2666426
0.39084995
0.36861318
0.1807677
0.41239253
0.17141378
0.13275374
0.25619203
0.24715745
0.27675849
0.2330669
0.32818815
0.26471043
0.29218623
0.24320096
0.23634441
0.30686986
0.2762731
0.26352644
0.18210602
0.25390461
0.32997203
0.17032203
0.16627157
0.15094927
0.28208613
0.21728449
0.2311689
""
0.38435003
0.31323302
0.33888081
""
0.13461469
0.2322901
0.30014884
0.26225987
0.30462503
0.37407255
0.40586686
0.28270593
0.25456139
0.28045303
0.32933778
0.23109446
0.26362926
0.23875339
0.3058404
0.27824408
0.26365551
0.32633531
0.38343889
0.38053197
0.45673072
0.31079164
0.37054151
0.37962428
0.22838748
0.33034745
0.43831745
0.40717852
0.46767703
0.32080495
0.39473698
0.37827271
0.40266633
0.20927061
0.30039442
0.3312673
0.2400941
0.33182538
0.38068587
0.42725638
0.44792011
0.34920028
0.40336281
0.44061187
0.31052402
0.38751948
0.39620036
0.42753181
0.44847238
0.33028328
0.2066416
0.42606843
0.27136341
0.43378618
0.17889749
0.29495385
0.37675014
0.4139584
0.3651081
0.39405724
0.41998428
0.3215811
0.26739141
0.29062864
0.41686726
0.34183067
0.45763719
0.27752006
0.40658343
0.15879381
0.44812179
0.41801539
0.45182911
0.38671616
0.40202394
0.24559787
0.45818463
0.21981467
0.40016735
0.42122272
0.44644606
0.33895147
0.44216517
0.40510401
0.42514819
0.30834219
0.40628499
0.3561587
0.43281469
0.29779378
0.36236462
0.15538085
0.31852287
0.29150599
0.26275
0.25430045
0.30275381
0.1683581
0.28101096
0.26952985
0.23922901
0.29198077
0.22952096
0.22596455
0.30146205
0.28499812
0.26677325
0.2625035
0.32943329
0.1544196
0.27212209
0.10668989
0.31238729
0.22894695
0.25700864
0.38050789
0.32801628
0.20278031
0.20197985
0.25023475
0.17705218
0.25819588
0.23546478
0.23836659
0.21601188
0.22603768
0.23718132
