coll_white_male_p25_se
0.01143998
0.015867945
0.03096067
0.011228046
0.016612574
0.030096408
0.01106663
0.023537837
0.027733367
0.018361958
0.01397921
0.010266394
0.035518002
0.020137485
0.015893737
0.048099022
0.048548486
0.017196639
0.040454805
0.038406573
0.015385148
0.014066434
0.019115262
0.029636623
0.013382905
0.04472132
0.023216436
0.015750309
0.010666575
0.032571252
0.029714674
0.023520537
0.014621975
0.016863631
0.036174804
0.013247567
0.031288747
0.033121519
0.068970628
0.084340714
0.019296193
0.026798626
0.043762922
0.04395337
0.042294931
0.050007541
0.011935111
0.018038027
0.014625884
0.022020707
0.015103258
0.013906347
0.021785464
0.060152691
0.067810044
0.015600165
0.034089569
0.051793706
0.062557757
0.029441981
0.03572255
0.0128651
0.050912235
0.023776535
0.020823788
0.022625938
0.036903899
0.029866671
0.024818953
0.01749577
0.049741831
0.038764823
0.045672473
0.019468125
0.026786864
0.029407345
0.018971907
0.020552924
0.040922929
0.012686837
0.025353361
0.020554565
0.019280422
0.018451869
0.0093982443
0.01938677
0.018925276
0.017437324
0.014624099
0.013258927
0.018572023
0.021887125
0.023879549
0.013684554
0.023291003
0.038624048
0.019457093
0.012518188
0.0072443788
0.012237758
0.012406318
0.010643412
0.011164002
0.013864757
0.013373393
0.009824126
0.014366508
0.01004321
0.020501116
0.013964077
0.021538274
0.021388115
0.015690915
0.053845868
0.014718988
0.011594865
0.017061193
0.053110901
0.052816652
0.040353015
0.018273694
0.025695188
0.041064523
0.027498079
0.037407748
0.020493004
0.020289293
0.028443901
0.042223576
0.037713397
0.0087592788
0.02473622
0.028523432
0.029997071
0.017121917
0.023141222
0.013550725
0.021066897
0.049384192
0.038795471
0.018755503
0.017435377
0.046358865
0.041194733
0.027294092
0.055815507
0.016399201
0.027777879
0.04095991
0.041537557
0.019931132
0.011358871
0.021430209
0.061973259
0.012341982
0.015290498
0.045841102
0.018665472
0.029905334
0.023266403
0.040485281
0.029875679
0.018487617
0.0089887157
0.052562729
0.0098738121
0.023572484
0.021649022
0.036831632
0.013358967
0.0053938543
0.015220466
0.015387758
0.010128607
0.014089817
0.025779236
0.011413412
0.008247219
0.018131824
0.023189608
0.021541415
0.016487455
0.0079772286
0.020623822
0.020653892
0.0072858906
0.028485421
0.020566458
0.013966994
0.039486174
0.02573972
0.014738862
0.0095782671
0.0340322
0.024342902
0.016850211
0.015069588
0.015665645
0.010536828
0.023878355
0.010844685
0.011388578
0.022606907
0.019114781
0.012699092
0.012314264
0.0087174978
0.01836323
0.01566238
0.013189347
0.015416452
0.013252981
0.028031249
0.02833928
0.015618272
0.0096653197
0.014375557
0.0072191954
0.017228343
0.015916273
0.023199968
0.019594191
0.012876351
0.02001803
0.0078308908
0.012590331
0.013450094
0.011450718
0.0063235196
0.0099726282
0.0094216578
0.015346725
0.033911292
0.018646393
0.041304186
0.023545228
0.031013301
0.016997278
0.044353925
0.021586992
