kfr_imm_pooled_female_p50
0.57277262
0.6264475
""
""
""
""
""
0.45574161
""
""
""
""
""
""
""
0.52431476
""
""
""
""
""
""
0.46567619
""
0.43512544
0.46903628
""
0.63965219
""
""
""
""
""
""
0.49562871
""
0.54240513
""
""
""
0.59738207
0.66850609
""
""
0.5122481
""
""
0.4881331
0.54782325
""
0.54839438
0.65418339
""
""
""
""
0.43563655
""
0.58400756
""
""
""
0.55724716
""
""
""
""
""
""
0.49013543
""
""
""
""
0.55551046
""
""
0.37789872
0.55206674
""
0.28591347
""
""
0.35655448
""
""
""
""
""
""
""
""
""
""
""
""
""
0.540802
0.52650142
0.45617995
""
""
0.64515889
0.52254772
0.49004513
0.56708449
0.49156427
0.45007136
0.46164793
0.50616616
0.52239859
""
""
""
0.54781008
""
""
""
""
""
""
""
""
""
""
""
""
0.44393337
""
""
""
""
""
0.47909102
""
""
0.52574617
""
""
0.39934278
""
""
""
""
""
0.39938888
""
""
""
""
""
""
""
0.51063794
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48822007
""
0.50006729
""
""
0.51592052
""
""
0.63074613
0.47683069
""
""
""
""
0.54056472
0.6195271
""
""
0.61333543
""
""
0.49427453
0.5735057
0.51220268
0.57873112
""
0.56385964
0.52699184
0.49916053
0.5375784
0.51041543
""
0.53795582
0.51194471
0.47754264
0.55003804
0.54938728
0.52445698
0.59838736
""
0.45565408
0.53161108
""
""
0.52263218
0.55906224
0.51135367
0.57615912
0.56777555
""
0.50358075
0.56806892
0.52116531
0.52894819
0.54734004
0.62821299
0.53969127
0.56601948
0.59229702
0.55553287
0.63168043
0.53484493
0.5722881
""
0.62283045
0.56249738
0.53974462
0.56193995
0.57695979
0.49656576
""
0.53033751
0.52207971
0.54288113
0.55133414
0.51716876
0.53127992
""
0.56200051
""
""
""
0.54527605
0.55050129
""
""
""
""
""
""
""
""
0.52718198
""
0.59427398
""
""
0.49672571
0.42460209
0.44969288
""
""
""
""
""
""
0.56659174
""
""
""
0.49449614
0.54340625
""
""
""
0.56715643
""
""
""
0.50843072
0.63531429
""
""
""
""
""
""
0.56346422
""
""
""
""
""
""
""
""
""
""
0.55936742
""
0.56461424
0.53823537
0.67822087
0.63551956
0.53322458
0.48524696
0.5637396
0.51059419
0.50312793
0.57201052
0.56267524
0.5444752
0.54533839
""
0.50248146
""
0.51341206
0.51950216
""
0.51950181
0.4665823
0.49370041
0.50402606
0.49374154
""
""
0.5329082
0.52565491
0.48975918
""
0.42187619
""
""
""
""
0.44436505
0.56065756
0.48474243
0.44246742
0.51422149
""
0.4950631
""
""
""
0.5240162
0.52515203
0.57819158
""
""
""
0.52388984
0.50865549
0.51970345
0.53250515
0.52308577
0.46960807
0.51491851
0.52957159
0.50832438
0.46107998
0.5041256
0.52937478
0.53322506
0.49475148
0.56324917
0.50956482
0.4990859
0.52610189
0.52517927
0.5201025
""
""
""
""
0.53724712
""
0.44348186
""
""
""
""
""
""
""
0.4834742
0.61875701
""
""
0.5321945
""
""
""
0.58109325
""
""
""
""
0.4938527
""
0.56615144
""
""
0.53582996
0.46594322
""
0.53593147
0.56944424
""
0.49098182
""
0.57259232
""
""
0.6084072
""
0.56900847
""
""
""
""
""
0.53023392
""
""
0.51615041
0.56189251
""
""
""
""
""
""
""
0.59527653
0.40772796
0.61375201
""
0.54900891
""
""
0.60948282
0.5813297
""
""
0.5832361
0.41009536
0.52192491
""
""
""
""
""
0.47236541
0.50795704
""
0.46295118
""
""
""
""
""
""
""
""
""
""
0.52460909
""
""
0.54673278
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50927871
0.5309518
0.6379503
""
0.4491283
""
""
""
""
0.54600078
""
""
""
""
""
0.51930302
0.44150123
""
""
""
0.44280958
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40665549
""
""
""
""
""
0.46147928
""
""
""
