working_white_female_p50
0.67864048
0.80896276
0.73049617
0.66805786
0.71209222
0.66686749
0.71779114
0.730856
0.67823589
0.69455713
0.7086966
0.70694059
0.72217411
0.78159791
0.7884382
0.70515174
0.79955214
0.85391629
0.70495301
0.69127798
0.75000298
0.74502641
0.79799819
0.64588261
0.68486023
0.84550232
0.74915749
0.70398134
0.61996263
0.67816955
0.73754895
0.70507598
0.66044456
0.73835862
0.63797736
0.65298665
0.69745666
0.66959459
0.68802643
0.66151196
0.70700288
0.72759724
0.69789106
0.71006584
0.81590033
0.7336995
0.7926535
0.72883248
0.78245819
0.65484858
0.69825584
0.7346617
0.60309279
0.70000666
0.67012483
0.68491453
0.67292887
0.70548409
0.7019884
0.70033252
0.76840365
0.71282202
0.6500206
0.71570784
0.66530049
""
0.81415421
0.8092373
0.75737357
0.83845985
0.52076828
0.80315781
0.83499408
0.67270249
0.72066456
0.6899128
0.87325108
0.78125578
0.78582203
0.69219881
0.67186558
0.42165768
0.76862389
0.66573584
0.7899316
0.77529663
0.74120158
0.68757236
0.7065658
0.7742011
0.7605055
0.73694408
0.72415131
0.74274427
0.72620368
0.72941142
0.41618297
0.75595182
0.74878722
0.72159952
0.77328098
0.67373419
0.72598004
0.77615774
0.7324698
""
0.63224673
0.83996212
0.77898818
0.73827755
0.82587105
0.9340083
0.74340791
0.66223049
0.76131427
0.76602995
0.70088589
0.75407332
0.69589484
0.72035742
0.7720015
0.69798666
0.69795799
0.66962689
0.65908694
0.73492783
0.67841643
0.70529568
0.69371426
0.66851443
0.70536548
0.72499776
0.61429113
0.7199921
0.77232087
0.84643447
0.76910037
0.57486391
0.66647327
0.77371359
0.71270037
""
""
0.75166541
0.6016925
0.72900635
0.80846184
0.71756214
0.71632284
0.7304914
0.76265204
0.64006269
0.62540531
0.63710552
0.84632558
0.78655392
0.72801137
0.73367769
0.7218703
0.66753376
0.66514879
0.65114599
0.77274632
0.72547585
0.75900352
0.70745271
0.68347186
0.67347944
0.72267318
0.72033358
0.67653781
0.6399942
0.74670255
0.6658383
0.70857263
0.78557676
0.73599386
0.68741637
0.65603882
0.95187259
0.78709036
0.62256134
0.71271509
0.78114176
0.7581597
0.63749862
0.70545495
0.68552184
0.69647646
0.71720058
0.79781371
0.74120909
0.7707051
0.76494104
0.70492268
0.78542936
0.76939905
0.59842849
0.86270738
0.73943001
0.70668459
0.77243721
0.6729641
0.78326356
0.73139668
0.59464592
0.70228636
0.77791512
0.69589454
0.72160357
0.72284675
0.75022811
0.75027359
0.69591194
0.66916913
0.75851345
0.76348335
0.80350769
0.77837276
0.74101514
0.76609844
0.76493591
0.68292844
0.74947798
0.68364412
0.70066088
0.73620808
0.74180907
0.69573802
0.75133693
0.66046011
0.77512503
0.77733737
0.75384665
0.68732268
0.75722682
0.72481763
0.70502985
0.73297679
0.75860357
0.75094897
0.72925848
0.81630468
""
""
0.82653129
0.68142748
0.65398288
0.8443259
""
""
0.57255602
""
0.72097921
0.6811009
0.79256719
0.72624093
0.72485799
0.80685681
0.67369586
0.77993315
0.82144749
0.71065009
0.74217045
0.66385746
0.74596757
0.69926858
0.72130942
0.63992661
0.69068062
0.6860649
0.74447769
0.71348196
0.74331814
0.75020248
0.73885232
0.75838447
0.71097988
0.6756224
0.71643078
0.73217487
0.66481549
0.79518837
0.75095332
0.70399982
0.81717241
0.81254661
0.54188114
0.70379406
0.73756105
0.76711762
0.65102059
0.78018463
""
0.71768832
0.82534063
0.83569789
0.71092159
0.69079709
0.69123095
0.72608662
0.77712697
0.74284518
0.67216283
0.70361167
0.89978129
0.59899378
0.62904924
0.72840887
0.79663867
0.69281799
0.74813181
0.71370292
0.77150393
0.71988189
0.68848741
0.65121311
0.75262672
0.7386598
0.73101121
0.66801751
0.5889501
0.81000578
0.75544196
0.69292927
0.70292932
0.562473
0.70775121
0.73526365
0.78400522
0.71836013
0.71123052
0.73357475
0.7881577
0.77529317
0.71727902
0.69275624
0.66855448
0.75772375
0.67244637
0.69255698
0.76959902
""
0.74370676
""
0.72736341
0.68753743
0.78579444
1.0060213
0.73954201
""
0.83517909
0.69848377
0.84308064
0.66605783
0.77847391
0.80658811
0.7540853
0.71903312
0.70906812
0.73215896
0.70545518
0.73111355
0.72493422
0.79570001
0.69968635
0.70213962
0.66478491
0.71862942
0.70650417
0.66507977
""
0.74567622
0.65211928
0.75963748
0.70729327
0.72378796
0.71821523
0.65835643
0.68348229
0.78772163
0.77233326
0.72125995
0.68510604
0.70369899
0.76650089
0.84794194
0.73676103
0.80487466
0.73934287
0.67706096
0.81224048
0.74823684
""
""
""
0.68185532
""
""
""
0.83177507
0.78521061
0.64667886
0.71789795
0.63982785
""
0.75224346
0.90481144
0.53750527
0.77257347
""
""
""
""
""
""
""
0.72043848
0.49761125
0.80664593
0.75654888
""
""
""
""
""
0.79536384
0.72346652
0.78753483
0.63689345
0.80368555
0.70156258
""
""
0.46690807
""
0.81960857
0.69839251
0.81110448
""
""
0.82541734
0.70860732
0.79526097
0.56215894
0.70699215
0.73128223
0.69179541
0.69884539
0.68919563
""
0.62115252
0.65363407
""
0.73192185
0.66770726
0.33630058
0.77009147
""
0.61286426
0.75443411
0.64003253
0.78379226
0.70889533
0.76705265
0.62944549
0.65892673
0.68614423
0.70639086
0.71430057
0.76023459
0.68382514
0.73109925
0.68307281
0.70804191
0.72779191
0.64888442
0.71517938
0.65335482
0.69571364
0.71760428
0.70603234
0.70952189
0.67790258
0.76068276
0.69081271
0.6550203
0.66971368
0.63237971
0.56040591
0.72047836
0.69333011
0.7041713
0.68976295
0.65202773
0.68827271
0.66328698
0.73201233
0.56179589
0.65762919
0.69591808
0.74408412
0.67717433
0.63866341
0.63155997
0.74726689
0.70558506
0.68235797
0.62519282
0.64112705
0.63864541
0.68315297
0.70996368
0.73136955
0.74699867
0.64172524
0.72154397
0.72096723
0.6864115
0.7544288
0.71502894
0.66300094
0.71285349
0.72295785
0.67360675
0.73777831
0.71748722
""
""
0.79660612
0.74014604
0.69480145
0.64255613
0.27946454
0.63901776
0.58503073
0.65389788
0.67392308
0.62330329
0.62624133
0.59835768
0.63692647
0.73554742
0.75485134
0.55426913
0.73681581
0.71560156
0.76188934
0.70028442
0.71143794
0.77306277
0.71953708
0.64345604
0.75541055
0.78766584
0.73225987
0.7535429
0.84212333
""
0.71971619
0.71745193
0.603001
0.63440323
0.72586292
0.70885623
0.68119431
0.69951248
0.71217638
0.6435374
0.68091387
0.71494573
0.62987804
0.7002961
0.6871466
0.70632106
0.69406247
0.67041326
0.7496894
0.6280582
0.75200081
0.71939141
0.73646432
0.70789444
0.67330253
0.64778525
0.7028271
0.77314985
0.76031035
0.77978343
0.69584084
0.73595703
0.57049471
""
0.60142714
""
""
0.71610874
0.73686689
0.6112538
0.7853896
0.73524725
0.70168704
0.86077023
0.77367729
0.77255106
0.71505427
0.73559922
0.73652589
0.74313784
0.71580952
0.71585244
0.83434141
0.7207315
0.67633855
0.68676031
0.72114861
0.67269045
0.70885861
0.68801624
0.70721096
0.73339862
0.70629829
0.75121886
0.69100219
0.69072497
0.68539423
0.77330804
0.65421903
0.72007668
0.67963946
0.7949152
0.76621306
""
0.75429738
0.62204587
0.75156009
""
""
""
""
""
""
""
""
0.85175294
""
""
0.642048
0.71269506
0.53557366
0.62231886
0.47180429
""
0.75527644
0.61565715
0.68334556
0.76029301
0.66808861
0.72386169
0.79258943
0.7024833
""
0.84063607
0.71077341
0.70669013
0.66444832
0.69451499
0.5676536
0.71562868
0.72142434
0.56818509
0.593211
0.7644251
0.71672046
0.63356662
0.68193525
0.70148695
0.53386515
0.88923603
0.7085458
0.86442745
0.69581211
0.70448661
0.74441618
0.71361506
0.74315494
0.6856544
0.78711909
0.58005053
0.55785608
0.53322154
0.6828329
0.72406769
0.7033388
0.66439837
0.64245659
0.68359172
