kir_imm_pooled_male_n
142.0
68.0
""
241.0
211.0
""
446.0
""
""
146.0
142.0
923.0
""
81.0
153.0
""
""
160.0
""
""
156.0
624.0
128.0
68.0
1057.0
""
111.0
369.0
1218.0
28.0
38.0
58.0
826.0
617.0
24.0
273.0
""
32.0
""
""
146.0
""
""
""
""
""
1070.0
89.0
327.0
81.0
226.0
155.0
47.0
""
""
207.0
21.0
""
""
56.0
29.0
271.0
""
24.0
""
""
""
""
""
""
""
20.0
22.0
53.0
""
""
27.0
32.0
""
420.0
25.0
60.0
""
59.0
680.0
41.0
34.0
275.0
310.0
86.0
34.0
25.0
28.0
176.0
20.0
""
41.0
205.0
3087.0
663.0
725.0
15288.0
2690.0
837.0
700.0
3761.0
604.0
1229.0
46.0
270.0
244.0
86.0
389.0
""
417.0
363.0
407.0
""
""
""
106.0
37.0
24.0
168.0
26.0
232.0
185.0
23.0
""
22.0
3637.0
40.0
138.0
""
204.0
21.0
210.0
306.0
21.0
74.0
238.0
155.0
""
""
49.0
""
215.0
31.0
""
20.0
""
260.0
46.0
""
740.0
200.0
""
173.0
24.0
34.0
""
""
285.0
2152.0
""
9543.0
53.0
28.0
30.0
119.0
4821.0
331.0
48.0
220.0
43.0
28.0
280.0
767.0
66.0
31.0
34.0
53.0
538.0
25.0
20.0
685.0
""
23.0
211.0
""
26.0
245.0
522.0
""
""
29.0
71.0
57.0
365.0
42.0
434.0
194.0
42.0
80.0
103.0
256.0
593.0
59.0
64.0
174.0
82.0
91.0
""
""
622.0
145.0
257.0
1965.0
35.0
42.0
28.0
41.0
31.0
42.0
846.0
72.0
134.0
109.0
983.0
256.0
326.0
163.0
20.0
63.0
""
36.0
""
78.0
""
""
62.0
72.0
69.0
157.0
33.0
40.0
122.0
765.0
82.0
199.0
1716.0
191.0
84.0
""
175.0
109.0
80.0
706.0
60.0
485.0
75.0
741.0
932.0
656.0
1144.0
37990.0
1487.0
15774.0
5872.0
495.0
262.0
77.0
""
147.0
49.0
124.0
364.0
226.0
80.0
127.0
2586.0
""
""
7135.0
797.0
74.0
988.0
5437.0
82.0
""
25.0
""
27.0
33.0
31.0
40.0
""
84.0
65.0
107.0
2329.0
""
50.0
160.0
41.0
33.0
20.0
52.0
105.0
""
160.0
104.0
62.0
169.0
319.0
173.0
26.0
250.0
147.0
110.0
48.0
368.0
46.0
27.0
20.0
76.0
214.0
54.0
38.0
253.0
21.0
254.0
373.0
1295.0
67.0
15858.0
436.0
114.0
21.0
1177.0
""
23.0
92.0
125.0
35.0
""
28.0
26.0
""
26.0
35.0
25.0
33.0
""
51.0
71.0
""
35.0
""
22.0
30.0
24.0
117.0
""
21.0
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
91.0
""
""
""
""
""
""
55.0
40.0
""
82.0
102.0
""
""
""
64.0
34.0
""
""
""
""
""
""
""
""
""
""
""
""
61.0
34.0
23.0
64.0
21.0
28.0
58.0
36.0
417.0
""
""
""
92.0
""
""
""
""
56.0
73.0
""
""
37.0
40.0
""
""
62.0
145.0
""
208.0
""
""
544.0
34.0
""
""
""
""
""
856.0
""
""
122.0
""
""
""
""
""
""
""
""
""
27.0
41.0
""
54.0
""
""
367.0
2628.0
""
""
76.0
34.0
28.0
""
""
""
""
""
""
37.0
""
""
230.0
156.0
488.0
39.0
26.0
""
47.0
56.0
98.0
1103.0
55.0
51.0
""
""
138.0
""
165.0
47.0
103.0
23.0
67.0
180.0
53.0
244.0
45.0
603.0
27.0
""
52.0
4253.0
154.0
""
122.0
""
187.0
""
229.0
265.0
157.0
74.0
307.0
71.0
""
""
""
86.0
117.0
28.0
""
75.0
45.0
48.0
88.0
130.0
21.0
29.0
1547.0
39.0
2958.0
""
63.0
""
617.0
103.0
73.0
91.0
49.0
26.0
1104.0
4178.0
639.0
161.0
460.0
10058.0
375.0
126.0
48.0
182.0
""
""
91.0
243.0
302.0
75.0
22.0
23.0
217.0
""
""
163.0
""
""
29.0
59.0
46.0
254.0
70.0
729.0
2592.0
5484.0
89.0
260.0
161.0
129.0
315.0
60.0
""
54.0
38.0
50.0
998.0
34.0
67.0
56.0
33.0
""
507.0
""
""
""
""
""
31.0
42.0
""
23.0
""
""
""
127.0
""
""
83.0
""
22.0
""
""
22.0
""
""
""
63.0
""
""
52.0
37.0
""
""
""
62.0
61.0
25.0
""
33.0
""
3057.0
99.0
309.0
""
123.0
""
""
36.0
818.0
""
4256.0
22.0
1892.0
96.0
""
82.0
177.0
""
46.0
198.0
111.0
55.0
426.0
53.0
""
78.0
26.0
""
""
""
468.0
1475.0
147.0
237.0
""
""
""
""
""
38.0
83.0
""
""
205.0
80.0
146.0
26.0
85.0
2003.0
1887.0
3723.0
661.0
5129.0
8334.0
65.0
27.0
""
633.0
810.0
13303.0
2926.0
""
20.0
8338.0
1789.0
1224.0
59706.0
33.0
55.0
136.0
88.0
399.0
60.0
148.0
2187.0
57.0
787.0
36.0
448.0
461.0
""
""
70.0
""
""
""
223.0
54.0
5437.0
