married_natam_female_p50
0.38997945
0.52166861
""
0.41972557
0.5037154
""
0.32455769
""
""
0.51239187
0.3126595
0.38455099
""
0.45562708
0.34268355
""
0.43480712
0.20393191
""
0.22586173
0.34258139
0.32323334
0.42954358
0.16033313
0.43385014
0.47513151
0.40637898
0.47291958
0.34607801
""
""
0.43435171
0.32734132
0.40845141
0.4039166
0.45202634
0.30777252
""
""
""
0.29679996
""
""
""
""
""
0.37508109
0.53450447
0.45027727
0.36088756
0.41342527
0.35486609
0.20373468
""
""
0.48908544
""
0.58032328
""
""
""
0.42648438
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40864795
""
""
""
0.40184918
0.38828722
""
""
0.48320588
0.65728658
0.69375896
0.46613693
""
""
0.53026557
""
""
0.29985598
0.46585721
0.44856587
0.30875561
0.36643961
0.3161912
0.33093718
0.38620871
0.39800349
0.42364997
0.50170004
0.37453729
0.4186382
0.48622301
0.37154984
0.25852942
0.49659809
""
0.51170278
0.4386549
0.44717157
""
""
""
0.4106648
""
""
0.58407557
""
0.33548552
0.50739366
""
""
""
0.41109923
""
""
""
0.42273059
""
0.31817022
0.26753792
""
""
0.35019436
0.3524867
""
""
""
""
0.61079723
0.18898715
""
""
0.26603645
0.41200641
0.47489059
""
0.4342376
0.42241183
0.42092425
0.32910231
""
""
""
""
0.47991166
0.30913061
""
0.33342767
0.45712939
0.26879072
0.50213242
0.32899708
0.39460471
0.40614074
0.25951514
0.29091254
0.64103979
0.3280783
0.43417513
0.41262493
0.38624051
0.37040812
0.56371927
0.38275793
0.36310655
""
""
0.38642332
""
""
0.35952544
""
""
0.43781745
0.42102996
""
""
""
0.36016765
""
0.41155329
""
0.42560804
0.49564028
0.57780337
0.40540451
0.39483503
0.50242829
0.340285
""
0.30012345
0.53780627
""
0.32645556
""
""
0.34156603
0.43064582
0.35943848
0.38021609
""
0.44003728
""
""
0.38492644
""
0.41105241
0.28109854
""
""
0.41924351
0.47583184
0.42184511
0.38349101
""
""
""
""
""
0.62548316
""
""
""
""
0.26313686
0.56641608
""
""
""
0.38010144
""
""
0.33023089
0.49203578
0.43491787
""
0.43842831
0.22236499
""
0.36799937
""
0.34367049
""
0.28058386
0.4013834
0.40028629
0.28433862
0.29699373
0.41265699
0.32325947
0.36570495
0.50841504
0.34938955
""
""
0.23348984
0.21493201
0.31895694
0.48070288
0.30930233
""
0.30924156
0.3486017
""
""
0.38727236
0.32513306
""
0.42982894
0.35080096
""
0.46028322
0.36473799
""
0.28410742
0.29185346
0.14453156
""
""
0.42538762
""
0.29493126
0.26412362
0.3038395
0.30965516
0.27652392
""
""
""
0.10172287
""
""
""
0.38900256
""
0.50293761
0.36897305
0.35686633
0.38613215
0.34338832
0.37895748
0.38655493
""
0.3206175
""
""
""
""
0.68850571
""
""
0.45227668
""
0.29725647
0.32373285
0.3249014
""
0.35889524
0.3349849
0.52205223
""
0.42020723
""
""
""
0.56053329
0.57380736
""
0.76286197
0.6365968
""
""
""
""
0.54281121
""
""
0.23470122
""
""
""
""
0.074273355
""
0.28539187
""
""
""
""
""
""
""
""
""
0.25387025
""
""
""
0.23601224
""
0.31476519
0.18048267
""
""
""
""
""
""
0.30798867
""
0.63516361
""
0.20705371
0.27389824
0.51440603
0.13510001
""
0.31098649
0.028313152
""
0.14409043
0.28588536
0.25105855
0.25151634
0.28912377
""
""
0.27209821
0.4854992
""
0.3856276
""
0.72775149
""
""
""
""
0.64141345
0.67492551
0.13771315
""
0.13294888
0.14814712
""
0.30690992
""
0.34681141
""
""
""
""
""
""
""
0.32403105
""
""
""
0.33955681
0.36275518
0.14497411
""
0.28746602
0.36421451
0.46346536
""
0.25446549
0.18671025
""
""
""
""
0.16861808
0.094397783
0.46560046
""
""
0.34780911
""
""
""
""
""
""
0.46946731
""
""
0.32061258
""
""
""
""
""
""
""
""
""
""
""
""
0.47826105
""
