kid_black_female_n
24.0
159.0
74.0
18.0
71.0
100.0
62.0
45.0
148.0
101.0
133.0
266.0
152.0
39.0
217.0
46.0
40.0
394.0
45.0
80.0
22.0
79.0
240.0
44.0
58.0
54.0
29.0
40.0
57.0
25.0
6.0
174.0
21.0
133.0
5.0
1.0
1.0
1.0
0.0
90.0
178.0
14.0
11.0
267.0
346.0
208.0
163.0
161.0
149.0
155.0
149.0
419.0
25.0
56.0
131.0
432.0
35.0
24.0
2.0
3.0
0.0
0.0
6.0
15.0
3.0
235.0
799.0
232.0
183.0
27.0
167.0
99.0
314.0
301.0
33.0
250.0
41.0
199.0
469.0
204.0
268.0
312.0
179.0
100.0
69.0
77.0
104.0
103.0
127.0
4.0
102.0
40.0
57.0
190.0
82.0
33.0
19.0
30.0
147.0
15.0
76.0
10.0
70.0
10.0
23.0
0.0
197.0
250.0
581.0
132.0
218.0
153.0
304.0
68.0
198.0
18.0
21.0
12.0
48.0
21.0
36.0
198.0
96.0
7.0
0.0
66.0
63.0
118.0
22.0
86.0
475.0
271.0
144.0
202.0
103.0
70.0
387.0
106.0
464.0
156.0
306.0
159.0
214.0
181.0
83.0
6.0
59.0
0.0
52.0
18.0
0.0
10.0
18.0
34.0
60.0
219.0
2.0
8.0
8.0
122.0
146.0
37.0
30.0
202.0
276.0
118.0
60.0
240.0
6.0
55.0
180.0
128.0
108.0
91.0
137.0
122.0
34.0
32.0
48.0
174.0
53.0
218.0
105.0
388.0
371.0
30.0
156.0
19.0
75.0
89.0
37.0
168.0
72.0
0.0
16.0
10.0
27.0
161.0
2.0
4.0
53.0
94.0
41.0
100.0
102.0
79.0
36.0
0.0
1.0
0.0
2.0
0.0
0.0
2.0
2.0
3.0
4.0
0.0
0.0
0.0
6.0
8.0
58.0
0.0
0.0
187.0
62.0
5.0
69.0
16.0
92.0
339.0
129.0
166.0
90.0
172.0
70.0
71.0
200.0
500.0
133.0
122.0
323.0
445.0
657.0
439.0
71.0
62.0
244.0
407.0
147.0
115.0
336.0
868.0
1.0
3.0
0.0
2.0
3.0
0.0
1.0
39.0
38.0
4.0
19.0
1.0
48.0
9.0
57.0
80.0
12.0
245.0
113.0
211.0
52.0
30.0
313.0
72.0
43.0
184.0
95.0
158.0
165.0
191.0
74.0
129.0
184.0
66.0
55.0
241.0
608.0
74.0
301.0
372.0
0.0
7.0
19.0
108.0
117.0
72.0
176.0
7.0
53.0
158.0
336.0
101.0
63.0
64.0
20.0
19.0
30.0
9.0
10.0
1.0
1.0
41.0
21.0
3.0
1.0
2.0
4.0
310.0
0.0
23.0
138.0
135.0
18.0
16.0
40.0
0.0
101.0
11.0
10.0
3.0
1.0
1.0
83.0
47.0
114.0
93.0
65.0
9.0
213.0
567.0
406.0
176.0
132.0
112.0
396.0
661.0
203.0
165.0
190.0
85.0
88.0
215.0
42.0
44.0
46.0
41.0
246.0
225.0
49.0
48.0
323.0
119.0
127.0
124.0
430.0
126.0
207.0
335.0
427.0
223.0
37.0
111.0
122.0
100.0
46.0
0.0
31.0
91.0
1.0
3.0
102.0
16.0
17.0
16.0
0.0
5.0
546.0
458.0
658.0
679.0
511.0
642.0
824.0
334.0
260.0
540.0
475.0
368.0
600.0
463.0
427.0
637.0
201.0
92.0
524.0
296.0
332.0
405.0
309.0
640.0
376.0
174.0
437.0
511.0
675.0
789.0
977.0
791.0
277.0
791.0
332.0
161.0
39.0
10.0
5.0
42.0
113.0
135.0
496.0
222.0
312.0
567.0
178.0
324.0
46.0
392.0
527.0
177.0
214.0
354.0
124.0
322.0
341.0
704.0
157.0
42.0
363.0
239.0
282.0
847.0
403.0
168.0
215.0
940.0
329.0
162.0
110.0
2.0
37.0
12.0
126.0
5.0
2.0
309.0
0.0
25.0
168.0
204.0
79.0
224.0
33.0
9.0
9.0
26.0
36.0
4.0
34.0
248.0
19.0
309.0
344.0
30.0
53.0
75.0
4.0
19.0
16.0
3.0
24.0
21.0
298.0
312.0
150.0
113.0
332.0
273.0
134.0
238.0
70.0
1.0
44.0
117.0
308.0
381.0
155.0
187.0
183.0
53.0
78.0
5.0
2.0
2.0
3.0
3.0
53.0
34.0
60.0
7.0
13.0
99.0
84.0
8.0
24.0
352.0
806.0
292.0
466.0
577.0
510.0
243.0
129.0
9.0
27.0
24.0
43.0
253.0
433.0
52.0
67.0
94.0
69.0
54.0
64.0
27.0
34.0
30.0
25.0
20.0
43.0
109.0
104.0
82.0
47.0
75.0
250.0
28.0
72.0
70.0
125.0
116.0
216.0
34.0
25.0
62.0
2.0
21.0
21.0
2.0
2.0
15.0
21.0
6.0
29.0
21.0
139.0
383.0
0.0
84.0
10.0
8.0
25.0
7.0
19.0
62.0
51.0
57.0
102.0
351.0
16.0
82.0
6.0
13.0
94.0
149.0
282.0
328.0
48.0
150.0
493.0
403.0
422.0
77.0
107.0
59.0
58.0
160.0
