jail_black_pooled_mean_se
0.059717491
0.014202449
0.026857885
0.066162042
0.032485209
0.016540477
0.041739747
0.043043856
0.018046252
0.032618072
0.030855972
0.017559154
0.023075191
""
0.020990886
-0.011816475
0.00069291034
0.011871513
0.0031681459
-0.0012254214
-0.003849061
0.017421981
0.0077896602
0.032053899
""
""
""
0.070820294
0.015732504
""
0.027876375
0.012916069
""
0.018866327
""
""
""
""
""
0.043731745
0.024481669
""
0.010834326
0.016612696
0.022339337
0.021816937
0.026636481
0.022971999
0.012865724
0.019338366
0.020226981
0.015532863
0.013745244
0.046497572
0.037240587
0.018089335
""
""
""
""
""
""
""
""
""
0.012642399
0.006859242
0.016444795
0.014891231
0.00080468482
0.022164254
0.00036315137
0.012767366
0.012082783
0.054210227
0.011179216
0.0031929698
0.016679361
0.011234723
0.0094726719
0.012567256
0.01024545
0.0080104237
0.023338733
0.019540071
0.015267953
0.018011808
0.016628832
0.0069287191
""
0.021832393
0.032310136
-0.00071685883
0.01194671
0.023147695
0.018899405
""
0.038001791
0.010793488
0.041561782
0.046593338
""
0.024322217
""
0.062140495
""
0.013308773
0.010369596
0.0087327659
0.014104282
0.0068168538
0.013016807
0.0095995264
0.0041203909
0.004119379
""
""
""
0.037176203
""
-0.00012887064
0.025365753
0.010617189
""
""
0.052146975
0.021519456
0.018243374
0.051203109
0.024181833
0.008372454
0.013326724
0.0035589249
0.021079505
0.0028982989
""
0.011730635
3.2349122e-05
0.0077007869
-0.0010390121
0.009830948
0.0012401093
0.012994591
0.037625007
-0.0071620792
""
0.0045935852
""
0.054276168
""
""
""
""
0.043066647
-0.0053654728
0.02556398
""
""
""
0.031547766
0.008467692
0.019670205
0.024578437
0.0090181455
0.012575488
0.03729419
0.023403395
0.019009737
""
0.048745677
0.011236375
0.019089613
0.011824858
0.0096901692
0.0099819396
0.0078935996
0.057006072
0.033575416
0.0089967279
0.022436397
0.036740854
0.016713342
0.040145762
0.0076119457
0.021474551
0.0050565791
0.022025738
""
0.0049574492
0.023237286
0.038435377
0.027591985
0.001952622
""
""
""
""
0.030989293
""
""
0.050100368
0.014068563
-1.510426e-05
0.020842472
-0.0025120582
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.001156562
""
""
0.013606604
0.042614121
""
-0.0082247518
""
0.028543197
0.014247507
0.016139116
0.021113994
0.011845641
0.012893165
0.035418227
-0.00097328989
0.024334339
0.0079166675
0.01513007
0.034189764
0.010607304
0.0089051193
0.0074527855
0.0079083825
0.0023057386
0.012418243
0.013208477
0.010533172
0.0091439541
0.010535626
0.0091341417
0.0071961591
""
""
""
""
""
""
""
""
0.0026121722
""
""
""
""
""
0.004040523
0.019987954
""
0.019852126
0.028458755
0.014158978
0.0020172314
-0.0017357229
0.012009948
0.028462466
0.054638933
0.0073323259
0.024071736
0.022362487
0.01044163
0.02270033
0.030229144
0.011387604
0.014213868
""
-0.0023384565
0.01740394
0.011822216
0.013523366
0.013847034
0.013133538
""
""
0.0013367373
0.033534449
0.023630198
0.032047696
0.017263154
""
0.029399084
0.021287333
0.010143082
0.018230764
0.032852374
0.029789016
0.076093428
0.0051886663
""
""
""
""
""
0.00064727786
""
""
""
""
""
0.017758733
""
""
0.020077199
0.016174195
""
""
-0.013576025
""
0.017343694
""
""
""
""
""
0.042947449
""
0.0063572139
0.0038780309
0.05165153
""
0.0081594475
0.0074468879
0.0096076718
0.018079504
0.015224395
0.0072509036
0.0040594754
0.0089216046
0.0088468362
0.029096873
0.017865796
0.029766208
0.018431289
0.015481086
""
-0.00093364669
-0.0022329448
-0.00049179135
0.011884391
0.018172748
0.038969211
0.021092093
0.013900604
0.011524457
0.010188753
0.019198332
0.010474613
0.025625797
0.020497145
0.012632922
0.0088657979
0.020324463
""
0.030042836
0.023823511
0.054308627
0.025611248
""
""
0.0028259817
""
""
0.025970284
""
""
""
""
""
0.009995346
0.010345822
0.0093520042
0.0078579802
0.011332609
0.0080059031
0.0059641404
0.0089443643
0.010676024
0.0087706707
0.0089324042
