kfr_native_other_female_mean_se
0.031451996
0.058238421
""
0.025365137
0.043709472
""
0.022984251
""
""
0.05463424
0.038580846
0.018756425
""
""
0.050588787
""
""
0.03001068
""
""
0.040032733
0.018608024
0.03806496
0.038806338
0.018457292
""
0.04829023
0.023328645
0.015164801
""
""
0.046876766
0.020923452
0.024379821
0.0485279
0.035519432
""
""
""
""
0.038768601
""
""
""
""
""
0.021054953
0.039880898
0.028408481
0.047734004
0.037692238
0.034938753
0.061343409
""
""
0.029281043
""
""
""
""
""
0.026486946
""
0.049905054
""
""
""
""
""
""
""
""
""
0.054417901
""
""
""
""
""
0.024565591
""
""
""
""
0.0227331
""
0.050405409
0.034536038
0.029353831
0.045749795
0.044196773
""
""
0.038233981
""
""
""
0.04676481
0.015088332
0.03387022
0.028862998
0.017315451
0.024427282
0.037611097
0.03084732
0.017342165
0.030923184
0.019506555
""
0.036171306
0.056423645
0.04938969
0.025659135
""
0.024265707
0.026310327
0.029428894
""
""
""
0.061279859
""
""
0.047897995
""
0.038735077
0.043465476
""
""
""
0.013086034
""
0.049673788
""
0.056140404
""
0.028016839
0.034069084
""
""
0.031886894
0.03336788
""
""
""
""
0.032293756
""
""
""
""
0.028166041
0.059982765
""
0.022584634
0.033510372
""
0.052183677
""
""
""
""
0.030906832
0.013466128
""
0.0095407655
0.036494702
0.064341091
0.036852602
0.026908277
0.0086625535
0.025049357
0.039053503
0.023972936
0.040173523
""
0.022063982
0.016417027
0.040764116
0.040485092
0.058815565
0.049438037
0.018059477
0.061851401
0.058666237
0.017487362
""
""
0.028148275
""
""
0.047093086
0.02061251
""
""
0.049748808
0.042659592
0.034865979
0.022125911
""
0.019066343
0.026794326
0.062382977
0.049987081
0.033024482
0.0226766
0.01887753
0.05016927
0.043446384
0.042256802
0.044686835
0.034509193
""
""
0.030339012
0.024327517
0.027068067
0.013297585
0.047284707
0.032097545
""
0.049242031
0.044800814
""
0.014681622
0.039053634
0.043825831
0.042822253
0.0156092
0.021121303
0.024549399
0.039290324
""
0.045393754
""
""
""
0.026777336
""
""
0.045358349
""
0.038839545
0.040212352
""
0.04706822
0.042822801
0.021314185
0.049578313
0.037433699
0.013774753
0.030721003
0.033357777
""
0.032264993
0.039964084
""
0.020254701
""
0.031553518
0.034117736
0.028945696
0.020718351
0.02094551
0.022767106
0.010304712
0.024483992
0.013366021
0.01026288
0.030786784
0.023805574
0.04608928
""
0.040468574
""
""
0.025774738
0.038083833
0.060800284
0.03255586
0.016538963
""
""
0.011495193
0.022318358
0.042441461
0.025834903
0.012760592
0.061558735
""
""
""
0.048198007
0.044503715
0.03329986
""
""
0.05387773
""
0.036174662
0.010158484
""
0.027420042
0.03507458
""
""
""
""
0.04192467
""
0.050294343
0.039241601
0.067293935
0.051723231
0.023381889
0.024605662
0.043831319
0.030074384
0.034314729
0.040003218
""
0.022974918
0.055682853
""
""
0.044134684
0.029902205
0.062211048
0.05607285
0.028781509
""
0.031011002
0.023087291
0.01442543
0.040408082
0.0097036427
0.025327256
0.050167896
0.057714041
0.014395693
""
""
0.05264179
0.036189836
0.049050339
""
""
""
""
""
0.059499517
""
0.042327721
""
0.048573945
0.042475559
""
0.058430135
""
""
0.04771369
""
0.036249604
""
""
""
""
""
""
""
""
""
0.054918412
""
""
""
""
""
""
0.05097704
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037840959
""
""
""
""
""
""
0.033304077
""
""
0.049256496
0.026603052
""
""
""
0.040620215
0.054978594
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029924421
""
""
""
