married_other_female_p50
0.41488045
0.45449176
""
""
""
""
""
0.39388663
""
""
""
""
""
""
""
0.554784
0.62553841
""
""
""
""
0.38164255
0.43435577
0.29689017
0.63040042
0.56724167
0.3685334
0.48933449
""
""
""
""
""
""
0.46242681
0.43191108
0.34328675
""
0.28740498
0.41011125
0.47016945
0.32387036
""
""
0.46736318
""
""
0.42461771
0.4181709
""
0.49270582
0.47488627
""
""
""
""
0.58178884
0.56064188
0.46967098
""
0.34201288
0.40369105
0.53081453
0.51740056
""
""
""
""
""
0.29325384
0.27273735
""
""
""
0.25330323
""
""
0.32290444
0.32815149
0.38271034
0.4048121
""
""
0.34939036
0.12330753
""
""
""
0.48473963
0.21305709
""
""
""
""
""
0.33296475
0.4736315
0.46266171
0.51520491
0.48501837
""
""
0.26318225
0.41570142
0.47319773
0.55508411
0.40976152
0.38881785
""
0.47820893
0.5705232
""
""
0.50876004
0.649764
""
""
""
0.41662678
""
""
""
""
""
""
""
0.41173649
0.41956288
0.48140955
""
""
""
""
0.49825558
""
""
0.53304833
""
""
""
0.31534594
""
""
""
""
0.28698608
""
""
""
""
""
""
""
0.41796467
""
""
0.41330406
0.33872542
""
""
""
""
0.44123721
""
""
""
""
""
0.72847015
""
0.40547043
""
""
0.52323169
""
""
0.46280456
""
""
""
0.41381574
""
0.4970957
0.65099645
""
""
0.40092391
""
0.59556121
0.41336977
0.61821491
""
0.43783996
0.62002003
0.42405537
0.42970702
0.46442896
0.42265531
0.30782828
0.44477311
0.46723735
0.41925412
0.39721254
0.64894903
0.41486186
0.42215145
0.38591474
0.51149142
0.47450429
0.47970378
""
""
0.39601538
0.54250467
0.47877946
0.45720652
0.46248558
""
0.40672284
0.44243273
0.39234996
0.42844728
0.4695313
0.3577626
0.43625426
0.46073875
0.42659456
0.43638983
0.44529095
0.43304229
0.45206249
""
0.54349434
0.42574304
0.444556
0.46996596
0.47129107
0.50033474
""
0.46402553
0.43812791
0.46469522
0.55264133
0.4362081
0.41031888
""
0.42128643
""
""
""
0.52382845
0.5006544
""
""
""
""
""
""
""
0.70784509
0.36559275
""
0.52989149
""
0.2164173
0.42495558
0.42930639
0.46929923
""
""
""
""
""
""
0.49175256
""
""
""
0.52738941
0.52047735
""
""
""
0.50716501
""
""
0.78090119
0.61347693
0.27040428
""
""
""
""
""
""
0.43548787
""
""
""
""
""
""
""
""
0.4245511
""
0.50871098
""
0.3503845
0.33170786
0.44136944
0.28490847
0.30167374
0.31680483
0.39243889
0.39014482
0.36493126
0.33987015
0.40535289
0.23866838
0.42804796
""
0.47525194
""
0.43297777
0.36036181
""
0.34794343
0.47532421
0.45769036
0.30730471
0.4207617
""
""
0.41139343
0.45642045
0.43447512
""
0.68096477
""
""
""
""
""
""
0.37696147
0.38799331
0.37567326
""
0.5082022
0.44557342
""
""
0.40540522
0.47009501
0.40995497
0.25685298
""
""
0.36043364
0.37575063
0.39912996
0.35480687
0.3904542
0.49687296
0.46971464
0.3429552
0.39969155
0.43271208
0.36888647
0.41673914
0.38078713
0.4071911
0.41253403
0.32624519
0.41556501
0.56184661
0.43531576
0.40568164
0.63895011
0.62090087
""
""
0.40897432
0.41583034
0.47271541
""
""
""
""
""
""
""
0.60492784
0.40227145
""
""
0.24779974
""
""
""
0.49732244
0.36456025
""
""
""
0.63167131
""
0.31751019
0.55480802
""
