kfr_imm_hisp_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45516196
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43752488
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4669854
""
""
""
""
""
0.47706673
0.42706072
""
0.45481437
0.43240336
0.43888551
0.42145249
0.4828172
""
""
""
0.51411444
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43201157
""
""
""
""
""
0.50390559
""
""
""
""
""
0.52876222
""
""
""
0.55197394
""
""
0.44666651
""
0.49718228
0.54914743
""
0.61076009
0.45272306
0.56773555
""
0.48643839
""
0.49870646
0.48642418
""
""
0.49531129
0.47882375
0.55472946
""
0.41089416
0.48213476
""
""
0.50519443
0.56740242
""
0.51413792
0.60102016
""
0.4714686
0.52789962
0.52311534
0.49685314
0.49552888
0.5258891
0.48457319
0.50441879
0.56673044
0.54054767
0.56778026
0.52401668
0.52391827
""
""
0.56254804
0.53612
0.51082748
0.58656985
0.52343565
""
0.47266141
""
0.51990461
0.51834261
0.46998465
0.47303283
""
0.50285476
""
""
""
0.56564176
""
""
""
""
""
""
""
""
""
0.48319143
""
0.60530108
""
""
0.49956647
""
""
""
""
""
""
""
""
0.56372178
""
""
""
""
0.55298591
""
""
""
""
""
""
""
""
0.56252509
""
""
""
""
""
""
0.51807439
""
""
""
""
""
""
""
""
""
""
0.51737976
""
0.52696633
0.44652429
0.54947597
0.63351047
0.47646382
0.44521716
0.52900851
0.44735825
0.47728667
0.44940889
""
0.53673476
0.5747835
""
0.51053524
""
0.5180499
0.5453766
""
0.41684115
""
0.51353532
0.49404454
""
""
""
0.55930829
0.50228393
""
""
""
""
""
""
""
""
0.48644048
0.45450974
0.43654767
0.4845672
""
0.47271648
""
""
""
0.52358234
0.48367843
0.65035927
""
""
""
0.46862838
0.51316047
0.49662149
0.53686559
0.49003235
""
0.48470923
0.35177025
0.48352972
0.44001806
0.5245502
0.4805693
0.52204233
0.46407408
""
""
0.44315824
""
0.49857536
0.53616971
""
""
""
""
0.52175415
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49817762
0.55716634
""
""
""
""
0.51283556
""
0.58742964
""
""
""
""
""
""
""
""
""
""
0.47750512
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5352841
""
""
""
""
""
""
0.51534623
""
0.45413935
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49857548
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51012683
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58225656
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45493084
""
""
""
""
""
0.49815115
""
""
