hours_wk_other_female_p75_se
""
""
""
4.827085
""
""
3.8339734
""
""
""
""
3.5187693
""
""
""
""
""
""
""
""
""
2.8800573
""
""
3.2040982
""
""
3.7915642
2.0971575
""
""
""
2.3914242
3.7245209
""
5.5387044
""
""
""
""
""
""
""
""
""
""
2.2696397
""
""
""
5.1682429
4.6057963
""
""
""
4.2942586
""
""
""
""
""
4.013195
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5281157
""
""
""
""
3.786685
""
""
4.3003802
3.798532
""
""
""
""
5.5859447
""
""
""
""
1.8596148
""
4.1159253
2.1167498
2.4607947
5.9777031
3.7803266
2.8637807
""
2.9277217
""
""
""
""
4.4630065
""
3.8911104
5.0695915
3.8665953
""
""
""
""
""
""
""
""
""
""
""
""
""
2.2718449
""
""
""
""
""
4.9944286
3.6753991
""
""
""
""
""
""
""
""
""
""
""
""
""
4.4585562
""
""
3.6188409
""
""
""
""
""
""
""
4.1405964
1.7059181
""
0.98569256
""
""
""
""
1.1987138
3.2601063
""
4.2446942
""
""
3.7109275
3.0106769
""
""
""
""
3.3582368
""
""
3.0428367
""
""
4.0201445
""
""
4.8284841
2.3416321
""
""
""
""
""
4.2238817
""
4.1406622
4.7423396
""
""
""
4.8615975
2.9909065
""
""
""
""
6.5055585
""
""
3.9236951
3.9950426
3.0502317
2.1192908
""
""
""
""
""
""
2.551074
""
""
""
2.1984923
3.3181365
6.7103171
5.1527224
""
""
""
""
""
""
""
""
""
""
""
5.8967299
""
""
""
3.5474555
""
""
2.1982927
5.2509532
""
""
""
""
""
2.7929401
""
3.4922588
""
4.3270688
2.9142177
3.9898238
2.9901574
0.98050022
2.6169019
1.3129323
1.4160668
4.5247169
5.4063659
""
""
""
""
""
3.9934108
""
""
""
2.3367963
""
""
1.34784
3.0763378
""
3.4990532
1.6414369
""
""
""
""
""
""
""
""
""
""
""
4.4384055
1.3842244
""
4.1729274
""
""
""
""
""
""
""
""
""
""
""
3.6490707
5.1008906
""
4.5284295
""
""
""
3.1129627
""
""
""
""
""
""
""
4.373455
""
5.1003575
4.2489481
2.4594779
""
1.098675
3.5822737
""
""
2.1414285
""
""
""
5.4070683
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.6172233
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.4284363
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1726685
""
""
""
7.3767853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.0605006
""
""
""
""
""
""
2.5933886
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.6037347
1.4336053
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.2011666
3.9514134
3.8867905
""
""
""
""
4.5869789
""
2.7042952
""
""
""
""
4.5428109
""
5.2635684
""
4.5444674
""
""
2.6836944
3.243418
6.1994677
""
1.6352065
6.3645058
""
""
3.3869522
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.5665982
""
2.1841633
""
""
""
""
""
""
""
""
""
""
""
5.0173845
""
""
1.5972959
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.0302587
2.308883
1.8523681
""
""
""
""
5.2620244
""
""
6.6405363
""
7.8893285
1.7603822
5.1786942
""
""
""
""
2.6616554
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.8630424
""
""
""
""
""
0.65867096
3.3249574
1.6725996
""
4.1807017
""
""
""
2.9665105
""
1.4423157
""
3.3638892
""
""
""
4.3215604
""
""
1.8968908
""
""
3.8606522
""
""
""
""
""
""
""
3.6894164
2.230438
""
""
""
""
""
""
""
""
5.7994728
""
""
4.5725069
""
5.162241
""
""
3.2927392
3.3021038
2.4921529
3.8721578
1.1095572
1.1736012
""
""
""
3.270036
2.6700847
0.82000709
2.0960972
""
""
1.2270565
""
2.8020401
0.57661098
""
""
""
""
2.64413
""
5.3868499
1.4192113
""
2.5991592
""
""
3.6899369
""
""
""
""
""
""
""
""
0.83784568
