par_rank_asian_male_mean_se
0.029375622
0.036755096
""
0.016805772
0.021268114
""
0.0094588445
""
""
0.015352477
0.020153247
0.0066785654
""
0.011308755
0.011595623
""
""
0.024184313
""
""
0.02262686
0.012912121
0.027597705
0.039300073
0.0083598057
""
0.032661982
0.01446455
0.0057648527
0.068836205
0.054847177
0.035518289
0.0086983927
0.011499112
0.058821648
0.012449607
""
0.050101236
""
""
0.023111647
""
""
""
""
0.052069452
0.0066416375
0.018432029
0.013260802
0.039413687
0.025097566
0.014956268
0.038687903
""
""
0.021978231
""
""
""
0.048696142
0.052323647
0.016478514
""
""
""
0.06095599
""
""
""
""
0.047445003
""
0.037486386
0.055627294
""
""
0.057012495
0.055502467
""
0.011269959
0.049564857
0.030959161
""
0.041035581
0.0084736487
0.050047643
0.050143123
0.019509358
0.017360006
0.042114686
0.039714247
""
0.060097504
0.016143015
""
""
0.029185966
0.020780448
0.0061026122
0.015504961
0.016841909
0.0053228228
0.0093585746
0.01741177
0.013969622
0.0059070149
0.016205488
0.0067455159
0.047303341
0.02174714
0.021428496
0.025495986
0.015011729
""
0.012660444
0.015264205
0.013878385
""
""
0.059934542
0.03394771
0.053324569
0.064875685
0.02513439
0.07211937
0.016340336
0.019993851
0.060669146
0.045458183
0.067206495
0.0038162577
0.048399035
0.019023048
0.031572085
0.014903842
0.069011055
0.020851571
0.019943327
0.034016315
0.032723892
0.019781703
0.02441204
""
""
0.034689095
""
0.025589516
0.040830687
0.064327627
0.056346729
""
0.017520936
0.036234628
""
0.0091067702
0.015569719
""
0.022047929
""
0.041430283
""
""
0.01963304
0.0054280749
""
0.0026540337
0.0510488
0.052813847
""
0.030395867
0.0045190942
0.013891613
0.043058198
0.020927891
0.056350529
""
0.019517682
0.0089667086
0.033817925
0.050477371
""
0.041725654
0.011005549
0.04794104
0.042589415
0.0090986341
""
0.044760764
0.019389987
""
""
0.026582893
0.013415752
""
""
0.039828226
0.036376964
0.034189276
0.014842758
0.053161558
0.01540693
0.021938916
0.036054175
0.042584434
0.027836578
0.018935353
0.0096614435
0.030825313
0.0352051
0.022029836
0.030105781
0.034840573
""
""
0.016000703
0.021793177
0.024317145
0.0072210995
0.0458632
0.051975723
0.059400164
0.043410979
0.058873251
0.040039334
0.0083222054
0.027102038
0.026414011
0.028243618
0.0094592925
0.022489453
0.018736349
0.020756604
""
0.030789142
""
0.048249941
""
0.026603719
""
0.066387296
0.03411549
0.034307435
0.035185471
0.023403492
0.044064254
0.04804321
0.026935454
0.01103676
0.044523802
0.021989655
0.007199402
0.021563282
0.034752503
""
0.031185325
0.055018563
0.055343952
0.011479766
0.044698808
0.015039084
0.03975971
0.013304329
0.0097990986
0.010008664
0.010088652
0.0016723978
0.0069835009
0.0022860307
