hs_asian_pooled_n
36.0
""
""
107.0
70.0
""
261.0
""
""
103.0
68.0
514.0
""
73.0
124.0
""
""
45.0
""
""
53.0
131.0
42.0
""
436.0
""
34.0
89.0
686.0
""
""
28.0
371.0
194.0
""
133.0
""
""
""
""
62.0
""
""
""
""
""
584.0
64.0
181.0
21.0
60.0
118.0
27.0
""
""
69.0
""
""
""
""
""
94.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
246.0
""
32.0
""
""
317.0
24.0
""
46.0
109.0
""
""
""
""
113.0
""
""
""
48.0
716.0
113.0
119.0
955.0
319.0
82.0
143.0
714.0
102.0
454.0
""
52.0
95.0
29.0
132.0
""
137.0
118.0
166.0
""
""
""
27.0
""
""
27.0
""
75.0
65.0
""
""
""
1683.0
""
60.0
""
60.0
""
52.0
72.0
""
26.0
74.0
62.0
""
""
""
""
52.0
""
""
""
""
129.0
35.0
""
232.0
110.0
""
68.0
""
""
""
""
67.0
1075.0
""
4628.0
""
""
""
37.0
1808.0
156.0
21.0
89.0
""
""
104.0
315.0
""
""
""
""
227.0
""
""
336.0
""
""
88.0
""
""
41.0
216.0
""
""
""
35.0
27.0
150.0
""
128.0
61.0
23.0
""
36.0
112.0
320.0
27.0
28.0
64.0
30.0
37.0
""
""
129.0
85.0
56.0
632.0
21.0
""
""
21.0
""
""
450.0
45.0
49.0
34.0
362.0
75.0
80.0
63.0
""
43.0
""
""
""
42.0
""
""
30.0
20.0
20.0
59.0
""
20.0
43.0
253.0
27.0
94.0
594.0
71.0
22.0
""
44.0
""
""
264.0
26.0
161.0
28.0
183.0
319.0
285.0
270.0
12709.0
636.0
6247.0
2932.0
198.0
122.0
29.0
""
26.0
""
""
96.0
71.0
""
35.0
430.0
""
""
2469.0
244.0
""
158.0
1175.0
38.0
""
""
""
""
21.0
""
""
""
26.0
35.0
67.0
1980.0
""
""
96.0
22.0
""
""
24.0
56.0
""
49.0
53.0
34.0
129.0
206.0
104.0
""
177.0
109.0
90.0
""
185.0
21.0
""
""
30.0
93.0
34.0
22.0
80.0
""
112.0
102.0
506.0
25.0
5617.0
158.0
23.0
""
548.0
""
""
51.0
39.0
""
""
""
""
""
""
""
""
20.0
""
""
35.0
""
20.0
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
20.0
""
""
""
38.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
23.0
""
229.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
60.0
""
132.0
""
""
189.0
""
""
""
""
""
""
219.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
1023.0
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
38.0
55.0
243.0
""
""
""
""
34.0
26.0
512.0
24.0
""
""
""
54.0
""
69.0
""
31.0
""
""
108.0
""
78.0
""
198.0
""
""
21.0
139.0
20.0
""
""
""
""
""
""
40.0
21.0
""
82.0
""
""
""
""
""
45.0
""
""
""
""
""
""
39.0
""
""
449.0
""
389.0
""
""
""
47.0
""
""
""
""
""
""
121.0
97.0
45.0
142.0
3419.0
145.0
21.0
""
""
""
""
""
""
""
""
""
""
39.0
""
""
48.0
""
""
""
""
""
39.0
""
118.0
949.0
2008.0
""
31.0
24.0
20.0
62.0
""
""
""
""
""
466.0
""
""
22.0
""
""
282.0
""
""
""
""
""
37.0
25.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4491.0
177.0
457.0
""
28.0
""
""
""
179.0
""
884.0
""
261.0
32.0
""
""
34.0
""
""
340.0
""
""
110.0
""
""
""
""
""
""
""
65.0
474.0
35.0
34.0
""
""
""
""
""
""
""
""
""
47.0
38.0
35.0
""
24.0
566.0
426.0
1235.0
275.0
3192.0
5937.0
""
""
""
255.0
229.0
11432.0
1159.0
""
""
3843.0
66.0
305.0
24138.0
""
21.0
""
""
122.0
""
74.0
1300.0
""
248.0
""
42.0
116.0
""
""
""
""
""
""
56.0
""
3952.0
