wgflx_rk_pooled_male_n
1284.0
504.0
118.0
1609.0
1080.0
176.0
2222.0
186.0
133.0
747.0
884.0
3252.0
147.0
320.0
828.0
70.0
86.0
792.0
95.0
184.0
1224.0
1497.0
712.0
397.0
2808.0
117.0
474.0
1168.0
3084.0
225.0
296.0
565.0
2466.0
1563.0
278.0
1034.0
236.0
298.0
67.0
80.0
1155.0
213.0
122.0
55.0
151.0
206.0
3174.0
676.0
1724.0
435.0
965.0
1202.0
629.0
43.0
64.0
1191.0
183.0
82.0
61.0
374.0
241.0
1598.0
99.0
240.0
290.0
271.0
87.0
151.0
238.0
260.0
137.0
261.0
289.0
491.0
246.0
122.0
455.0
302.0
122.0
2615.0
294.0
450.0
277.0
489.0
3041.0
363.0
427.0
711.0
1289.0
827.0
541.0
204.0
224.0
1178.0
224.0
59.0
426.0
877.0
4957.0
1289.0
1554.0
6708.0
2913.0
1355.0
1347.0
3616.0
1131.0
2604.0
304.0
725.0
574.0
523.0
1644.0
129.0
1419.0
1924.0
1222.0
104.0
58.0
86.0
495.0
235.0
162.0
298.0
194.0
920.0
913.0
209.0
157.0
171.0
7202.0
320.0
442.0
182.0
622.0
326.0
1077.0
699.0
107.0
277.0
861.0
485.0
64.0
141.0
411.0
140.0
922.0
355.0
209.0
200.0
318.0
2265.0
525.0
123.0
1522.0
1322.0
144.0
955.0
241.0
389.0
68.0
151.0
755.0
5710.0
86.0
10983.0
550.0
568.0
243.0
1368.0
14301.0
1614.0
652.0
2342.0
669.0
286.0
1798.0
4604.0
595.0
434.0
407.0
511.0
3767.0
381.0
388.0
5256.0
149.0
531.0
1325.0
78.0
246.0
662.0
3239.0
170.0
226.0
566.0
1055.0
1186.0
2758.0
450.0
2269.0
1384.0
572.0
706.0
1322.0
2008.0
4020.0
481.0
794.0
1129.0
786.0
1303.0
231.0
198.0
2016.0
2331.0
1472.0
7009.0
632.0
680.0
404.0
614.0
611.0
375.0
4297.0
1144.0
1262.0
1769.0
7722.0
2559.0
2677.0
981.0
163.0
733.0
109.0
314.0
147.0
774.0
66.0
316.0
798.0
453.0
459.0
1236.0
442.0
334.0
626.0
3317.0
584.0
1034.0
6410.0
1360.0
971.0
183.0
874.0
528.0
362.0
2725.0
818.0
2698.0
1071.0
1839.0
3825.0
3675.0
2108.0
20797.0
2874.0
12358.0
13270.0
1564.0
1127.0
402.0
95.0
907.0
143.0
285.0
1890.0
987.0
390.0
792.0
3408.0
""
""
9903.0
3144.0
351.0
1573.0
7427.0
429.0
345.0
218.0
127.0
302.0
638.0
413.0
586.0
299.0
975.0
655.0
1571.0
10059.0
368.0
887.0
1326.0
459.0
416.0
403.0
508.0
1060.0
183.0
728.0
977.0
636.0
1008.0
2639.0
1341.0
450.0
2485.0
1739.0
1234.0
916.0
2424.0
867.0
376.0
465.0
807.0
1389.0
646.0
571.0
1468.0
334.0
2200.0
2023.0
5492.0
576.0
18852.0
2228.0
327.0
442.0
6808.0
127.0
386.0
1018.0
1291.0
604.0
142.0
283.0
235.0
156.0
181.0
499.0
366.0
442.0
85.0
697.0
860.0
124.0
553.0
207.0
325.0
539.0
148.0
1468.0
""
69.0
259.0
253.0
124.0
83.0
53.0
162.0
117.0
527.0
""
25.0
""
98.0
45.0
46.0
349.0
54.0
""
""
22.0
47.0
""
26.0
21.0
